round,ground_truth,agent0_pred,agent1_pred,hedge0,hedge1,fused_B0_pred,acc_B0,fused_M1_pred,acc_M1,cos_sim_beliefs,,
581,10,10,10,0.9989832639694214,0.001016726,10,1,10,1,0.9993317723274231,576,0.989690722
582,2,2,2,0.9989871382713318,0.00101284,2,1,2,1,0.9861422181129456,577,0.989708405
583,2,2,2,0.9989966750144958,0.001003324,2,1,2,1,0.9997146129608154,578,0.989726027
584,11,11,11,0.9989954829216003,0.001004518,11,1,11,1,0.9997292757034302,579,0.98974359
585,16,16,21,0.9989978671073914,0.001002161,16,1,16,1,0.07977742,580,0.989761092
586,21,21,21,0.9989975094795227,0.001002496,21,1,21,1,0.9964194893836975,581,0.989778535
587,10,10,10,0.9989911913871765,0.001008814,10,1,10,1,0.9710648059844971,582,0.989795918
588,7,7,7,0.9990000128746033,0.001000011,7,1,7,1,0.9951807260513306,583,0.989813243
589,3,3,3,0.998988926,0.001011056,3,1,3,1,0.7320743203163147,584,0.989830508
590,25,25,25,0.9989999532699585,0.001000075,25,1,25,1,0.9980005621910095,585,0.989847716
591,10,10,10,0.9989999532699585,0.001000052,10,1,10,1,0.9999989867210388,586,0.989864865
592,9,9,9,0.9990000128746033,0.001000002,9,1,9,1,0.9994798302650452,587,0.989881956
593,19,19,19,0.9989956021308899,0.00100438,19,1,19,1,0.9956242442131042,588,0.98989899
594,12,12,12,0.9989976286888123,0.001002392,12,1,12,1,0.999871016,589,0.989915966
595,22,22,22,0.9989972114562988,0.001002788,22,1,22,1,0.9610422849655151,590,0.989932886
596,0,0,0,0.9989873170852661,0.001012667,0,1,0,1,0.9995611310005188,591,0.989949749
597,7,7,7,0.9989850521087646,0.001014919,7,1,7,1,0.8714637756347656,592,0.989966555
598,1,1,1,0.9989957809448242,0.001004233,1,1,1,1,0.9948185682296753,593,0.989983306
599,7,7,7,0.9989938735961914,0.001006136,7,1,7,1,0.9999617338180542,594,0.99
600,14,14,14,0.9989938735961914,0.001006143,14,1,14,1,0.9999254941940308,595,0.990016639
601,18,18,18,0.9989930987358093,0.001006923,18,1,18,1,0.9998583793640137,596,0.990033223
602,17,17,17,0.9989942312240601,0.001005747,17,1,17,1,0.9970549941062927,597,0.990049751
603,15,15,15,0.9989889860153198,0.001011008,15,1,15,1,0.9988014101982117,598,0.990066225
604,3,3,3,0.9989930391311646,0.001006977,3,1,3,1,0.8095855712890625,599,0.990082645
605,12,12,12,0.9989995956420898,0.001000429,12,1,12,1,0.9745273590087891,600,0.99009901
606,8,8,8,0.9989776015281677,0.001022409,8,1,8,1,0.9992935061454773,601,0.990115321
607,26,26,26,0.9989773631095886,0.00102264,26,1,26,1,0.9994862079620361,602,0.990131579
608,26,26,26,0.9989796280860901,0.001020399,26,1,26,1,0.9999998807907104,603,0.990147783
609,15,15,15,0.9989795684814453,0.001020428,15,1,15,1,0.9999668598175049,604,0.990163934
610,7,7,7,0.9989804029464722,0.001019623,7,1,7,1,0.9999964237213135,605,0.990180033
611,15,15,15,0.9989806413650513,0.00101937,15,1,15,1,0.9938335418701172,606,0.990196078
612,5,5,5,0.998974621,0.0010254,5,1,5,1,0.8124200105667114,607,0.990212072
613,8,8,8,0.9989898204803467,0.001010181,8,1,8,1,0.9750365018844604,608,0.990228013
614,13,13,11,0.9989768266677856,0.001023196,13,1,13,1,0.32424622774124146,609,0.990243902
615,5,5,5,0.9989998936653137,0.001000127,5,1,5,1,0.8757033944129944,610,0.99025974
616,16,16,16,0.9989995956420898,0.001000402,16,1,16,1,0.9999968409538269,611,0.990275527
617,15,15,15,0.9989997148513794,0.001000272,15,1,15,1,0.9999984502792358,612,0.990291262
618,2,2,2,0.9989998936653137,0.001000109,2,1,2,1,0.9995237588882446,613,0.990306947
619,10,10,10,0.9989998936653137,0.001000082,10,1,10,1,0.9862508773803711,614,0.990322581
620,10,10,10,0.9989998936653137,0.001000077,10,1,10,1,0.9826624989509583,615,0.990338164
621,12,12,12,0.9990000128746033,0.001000002,12,1,12,1,0.9999680519104004,616,0.990353698
622,18,18,10,0.9989992380142212,0.001000751,18,1,18,1,0.3505120575428009,617,0.990369181
623,15,15,20,0.998999834,0.001000192,15,1,15,1,0.22357484698295593,618,0.990384615
624,6,6,6,0.9989994168281555,0.001000572,6,1,6,1,0.9972771406173706,619,0.9904
625,2,2,2,0.9989917278289795,0.001008264,2,1,2,1,0.9999546408653259,620,0.990415335
626,15,15,15,0.9989910125732422,0.001008966,15,1,15,1,0.8120090961456299,621,0.990430622
627,22,22,22,0.998998225,0.001001781,22,1,22,1,0.7974768877029419,622,0.99044586
628,17,17,17,0.9989963173866272,0.001003672,17,1,17,1,0.9996890425682068,623,0.990461049
629,18,18,18,0.9989945888519287,0.001005411,18,1,18,1,0.8835077285766602,624,0.99047619
630,3,3,3,0.9990000128746033,0.001000011,3,1,3,1,0.991983175,625,0.990491284
631,10,10,10,0.9989970326423645,0.001002944,10,1,10,1,0.9999367594718933,626,0.990506329
632,11,11,11,0.9989978075027466,0.001002216,11,1,11,1,0.8541806936264038,627,0.990521327
633,26,26,26,0.9989996552467346,0.001000334,26,1,26,1,0.9999991655349731,628,0.990536278
634,4,4,4,0.9989997744560242,0.001000214,4,1,4,1,0.9669662714004517,629,0.990551181
635,13,13,13,0.9989982843399048,0.001001707,13,1,13,1,0.942244828,630,0.990566038
636,14,14,14,0.9989996552467346,0.001000337,14,1,14,1,0.9946731925010681,631,0.990580848
637,26,26,26,0.9989938139915466,0.001006201,26,1,26,1,0.9999566674232483,632,0.990595611
638,17,17,17,0.998994768,0.001005231,17,1,17,1,0.995859683,633,0.990610329
639,10,10,10,0.9989890456199646,0.00101098,10,1,10,1,0.9994848966598511,634,0.990625
640,0,0,0,0.9989917874336243,0.001008198,0,1,0,1,0.9999987483024597,635,0.990639626
641,9,9,9,0.9989919662475586,0.001008024,9,1,9,1,0.9887767434120178,636,0.990654206
642,16,16,16,0.9989891648292542,0.001010814,16,1,16,1,0.9999417066574097,637,0.99066874
643,20,20,20,0.998990536,0.001009465,20,1,20,1,0.9406746625900269,638,0.99068323
644,9,9,9,0.9989923238754272,0.001007674,9,1,9,1,0.9947865605354309,639,0.990697674
645,4,4,4,0.9989843368530273,0.001015677,4,1,4,1,0.9462482929229736,640,0.990712074
646,7,7,7,0.998995841,0.001004172,7,1,7,1,0.954431951,641,0.99072643
647,14,14,14,0.9989909529685974,0.001009075,14,1,14,1,0.9987067580223083,642,0.990740741
648,0,0,0,0.9989890456199646,0.001010947,0,1,0,1,0.9999372363090515,643,0.990755008
649,0,0,0,0.9989880919456482,0.001011905,0,1,0,1,0.9999999403953552,644,0.990769231
650,13,13,13,0.9989880323410034,0.001011941,13,1,13,1,0.9890080094337463,645,0.99078341
651,26,26,26,0.9989957213401794,0.001004291,26,1,26,1,0.9999990463256836,646,0.990797546
652,3,3,3,0.9989956617355347,0.001004349,3,1,3,1,0.999871016,647,0.990811639
653,26,26,26,0.9989970326423645,0.001002947,26,1,26,1,0.9708272814750671,648,0.990825688
654,23,23,23,0.9989981055259705,0.001001899,23,1,23,1,0.870698094,649,0.990839695
655,19,19,19,0.9989991188049316,0.00100088,19,1,19,1,0.9964991807937622,650,0.990853659
656,27,27,27,0.9989951848983765,0.001004823,27,1,27,1,0.9678833484649658,651,0.99086758
657,18,18,18,0.9989773035049438,0.001022722,18,1,18,1,0.9992399215698242,652,0.990881459
658,13,13,13,0.9989801049232483,0.001019903,13,1,13,1,0.9912129640579224,653,0.990895296
659,2,2,2,0.9989866018295288,0.001013386,2,1,2,1,0.9999829530715942,654,0.990909091
660,9,9,9,0.9989859461784363,0.00101405,9,1,9,1,0.9221615195274353,655,0.990922844
661,3,3,20,0.9989659190177917,0.001034105,3,1,3,1,0.24418364465236664,656,0.990936556
662,8,8,8,0.9989997744560242,0.001000217,8,1,8,1,0.9674485921859741,657,0.990950226
663,15,15,15,0.9989991784095764,0.001000827,15,1,15,1,0.9999555945396423,658,0.990963855
664,11,11,11,0.9989984631538391,0.001001524,11,1,11,1,0.7243286371231079,659,0.990977444
665,12,12,12,0.9989994168281555,0.001000613,12,1,12,1,0.9991153478622437,660,0.990990991
666,8,8,8,0.9989946484565735,0.001005344,8,1,8,1,0.9904642105102539,661,0.991004498
667,5,5,5,0.9989998936653137,0.001000112,5,1,5,1,0.9999666213989258,662,0.991017964
668,5,5,5,0.9989989399909973,0.00100105,5,1,5,1,0.9999468922615051,663,0.99103139
669,21,21,21,0.9989981651306152,0.001001864,21,1,21,1,0.9999802112579346,664,0.991044776
670,26,26,26,0.9989985227584839,0.001001458,26,1,26,1,0.9992451071739197,665,0.991058122
671,23,23,23,0.9989999532699585,0.001000036,23,1,23,1,0.9634433388710022,666,0.991071429
672,25,25,25,0.9989947080612183,0.001005321,25,1,25,1,0.999991775,667,0.991084695
673,16,16,16,0.9989949464797974,0.001005034,16,1,16,1,0.9951720237731934,668,0.991097923
674,3,3,3,0.9989995360374451,0.001000465,3,1,3,1,0.9915249347686768,669,0.991111111
675,0,0,0,0.998999834,0.001000167,0,1,0,1,0.9992116093635559,670,0.99112426
676,3,3,11,0.9989968538284302,0.001003149,3,1,3,1,0.1408504843711853,671,0.991137371
677,0,0,0,0.9989996552467346,0.00100037,0,1,0,1,0.9999634027481079,672,0.991150442
678,1,1,1,0.9990000128746033,0.001000013,1,1,1,1,0.9976140856742859,673,0.991163476
679,18,18,18,0.9989992380142212,0.00100079,18,1,18,1,0.9851738810539246,674,0.991176471
680,4,4,4,0.9989997148513794,0.001000261,4,1,4,1,0.9999229907989502,675,0.991189427
681,1,1,1,0.9989999532699585,0.001000032,1,1,1,1,0.9949030876159668,676,0.991202346
682,2,2,2,0.998998761,0.001001245,2,1,2,1,0.9991273283958435,677,0.991215227
683,21,21,21,0.9989972710609436,0.001002726,21,1,21,1,0.8997349739074707,678,0.99122807
684,1,1,1,0.9989991188049316,0.001000862,1,1,1,1,0.9988808631896973,679,0.991240876
685,17,17,17,0.9989984035491943,0.001001592,17,1,17,1,0.9654709696769714,680,0.991253644
686,5,5,5,0.9989997148513794,0.001000295,5,1,5,1,0.9970068335533142,681,0.991266376
687,3,3,3,0.9989985227584839,0.001001459,3,1,3,1,0.731186569,682,0.99127907
688,25,25,25,0.9989999532699585,0.001000052,25,1,25,1,0.9992784261703491,683,0.991291727
689,6,6,6,0.9989970922470093,0.001002893,6,1,6,1,0.9804752469062805,684,0.991304348
690,21,21,21,0.9989988207817078,0.001001184,21,1,21,1,0.9782305359840393,685,0.991316932
691,0,0,0,0.9989970922470093,0.001002881,0,1,0,1,0.9999997019767761,686,0.99132948
692,6,6,6,0.9989972114562988,0.001002801,6,1,6,1,0.8341537714004517,687,0.991341991
693,0,0,0,0.9989957213401794,0.001004267,0,1,0,1,0.9996094107627869,688,0.991354467
694,20,20,20,0.9989945292472839,0.001005458,20,1,20,1,0.983585,689,0.991366906
695,12,12,12,0.9989994764328003,0.001000532,12,1,12,1,0.9999832510948181,690,0.99137931
696,3,3,3,0.9989989399909973,0.001001062,3,1,3,1,0.8918936848640442,691,0.991391679
697,26,26,26,0.9989997148513794,0.00100028,26,1,26,1,0.9956095218658447,692,0.991404011
698,8,8,8,0.9989999532699585,0.001000023,8,1,8,1,0.9999392032623291,693,0.991416309
699,16,16,16,0.9989993572235107,0.001000657,16,1,16,1,0.9999258518218994,694,0.991428571
700,21,21,21,0.9989999532699585,0.001000021,21,1,21,1,0.999926746,695,0.991440799
701,23,23,23,0.9989981055259705,0.001001892,23,1,23,1,0.9972748756408691,696,0.991452991
702,12,12,12,0.9989907741546631,0.001009233,12,1,12,1,0.9999182224273682,697,0.991465149
703,8,8,8,0.9989897012710571,0.00101028,8,1,8,1,0.9990842938423157,698,0.991477273
704,7,7,1,0.9989912509918213,0.001008737,7,1,7,1,0.5092824697494507,699,0.991489362
705,26,26,7,0.998976469,0.001023537,26,1,26,1,0.7762653231620789,700,0.991501416
706,22,22,22,0.9989784955978394,0.001021509,22,1,22,1,0.6789986491203308,701,0.991513437
707,10,10,25,0.9989992380142212,0.001000765,10,1,10,1,0.2500884234905243,702,0.991525424
708,8,8,8,0.998999834,0.001000142,8,1,8,1,0.999969482,703,0.991537377
709,3,3,3,0.998999298,0.001000681,3,1,3,1,0.9882712364196777,704,0.991549296
710,10,10,10,0.9989999532699585,0.001000056,10,1,10,1,0.9999992251396179,705,0.991561181
711,14,14,14,0.9989999532699585,0.001000067,14,1,14,1,0.9999298453330994,706,0.991573034
712,6,6,11,0.9989977478981018,0.001002246,6,1,6,1,0.060319945216178894,707,0.991584853
713,2,2,2,0.9989991188049316,0.001000896,2,1,2,1,0.9953760504722595,708,0.991596639
714,5,5,5,0.9989991188049316,0.001000897,5,1,5,1,0.9986218810081482,709,0.991608392
715,3,3,3,0.9989949464797974,0.001005076,3,1,3,1,0.9901081323623657,710,0.991620112
716,19,19,19,0.9989997744560242,0.001000233,19,1,19,1,0.9488857984542847,711,0.991631799
717,1,1,1,0.9989965558052063,0.001003441,1,1,1,1,0.9984471797943115,712,0.991643454
718,17,17,17,0.9989974498748779,0.001002537,17,1,17,1,0.6958542466163635,713,0.991655076
719,14,14,14,0.9989617466926575,0.001038238,14,1,14,1,0.998191237,714,0.991666667
720,22,22,22,0.9989577531814575,0.001042234,22,1,22,1,0.9911280274391174,715,0.991678225
721,17,17,17,0.9989705085754395,0.001029468,17,1,17,1,0.9997591376304626,716,0.991689751
722,25,25,25,0.9989719390869141,0.001028088,25,1,25,1,0.9560347199440002,717,0.991701245
723,6,6,24,0.9989868998527527,0.001013077,6,1,6,1,0.5353416800498962,718,0.991712707
724,24,24,24,0.9989979863166809,0.001002023,24,1,24,1,0.9998209476470947,719,0.991724138
725,17,17,9,0.998999834,0.001000153,17,1,17,1,0.16871175169944763,720,0.991735537
726,11,11,11,0.9989979267120361,0.00100207,11,1,11,1,0.7921930551528931,721,0.991746905
727,21,21,21,0.9990000128746033,0.001000015,21,1,21,1,0.9998776912689209,722,0.991758242
728,23,23,23,0.9989985227584839,0.00100145,23,1,23,1,0.9999428391456604,723,0.991769547
729,0,0,0,0.9989979267120361,0.001002081,0,1,0,1,0.999946117,724,0.991780822
730,5,5,1,0.9989972710609436,0.001002728,5,1,5,1,0.690980852,725,0.991792066
731,14,14,14,0.9989985227584839,0.001001498,14,1,14,1,0.9996641874313354,726,0.991803279
732,4,4,4,0.998997688,0.001002322,4,1,4,1,0.9999066,727,0.991814461
733,17,17,17,0.9989975094795227,0.001002491,17,1,17,1,0.994820237,728,0.991825613
734,9,9,9,0.9989890456199646,0.001010926,9,1,9,1,0.9996781349182129,729,0.991836735
735,25,25,25,0.9989880323410034,0.001011995,25,1,25,1,0.999416173,730,0.991847826
736,20,20,3,0.9989914298057556,0.00100858,20,1,20,1,0.6816102862358093,731,0.991858887
737,14,14,14,0.9989996552467346,0.001000349,14,1,14,1,0.7737883925437927,732,0.991869919
738,24,24,24,0.9989959597587585,0.001004049,24,1,24,1,0.9993478059768677,733,0.99188092
739,16,16,16,0.9989979863166809,0.001001993,16,1,16,1,0.9999998807907104,734,0.991891892
740,3,3,3,0.9989979863166809,0.001002,3,1,3,1,0.9765498042106628,735,0.991902834
741,24,24,24,0.998999298,0.001000683,24,1,24,1,0.9999194145202637,736,0.991913747
742,17,17,17,0.998999834,0.001000192,17,1,17,1,0.9930740594863892,737,0.99192463
743,18,18,5,0.9989913105964661,0.001008666,18,1,18,1,0.11222711205482483,738,0.991935484
744,8,8,12,0.998999298,0.001000698,8,1,8,1,0.2452584207057953,739,0.991946309
745,5,5,1,0.9989990592002869,0.00100097,5,1,5,1,0.8233998417854309,740,0.991957105
746,5,5,5,0.9989750385284424,0.00102496,5,1,5,1,0.999959409,741,0.991967871
747,27,27,27,0.9989756345748901,0.00102439,27,1,27,1,0.9877527356147766,742,0.99197861
748,15,15,15,0.9989734888076782,0.001026513,15,1,15,1,0.9503375887870789,743,0.991989319
749,23,23,23,0.9989981651306152,0.00100183,23,1,23,1,0.9921675324440002,744,0.992
750,7,7,7,0.9989999532699585,0.001000056,7,1,7,1,0.999590278,745,0.992010652
751,11,11,3,0.9989965558052063,0.001003454,11,1,11,1,0.3167860507965088,746,0.992021277
752,26,26,26,0.9989988803863525,0.001001105,26,1,26,1,0.9999983906745911,747,0.992031873
753,25,25,13,0.9989990592002869,0.001000943,25,1,25,1,0.5013880729675293,748,0.99204244
754,27,27,9,0.998999834,0.001000158,27,1,27,1,0.2211393564939499,749,0.99205298
755,2,2,2,0.9989945292472839,0.001005493,2,1,2,1,0.9999450445175171,750,0.992063492
756,0,0,0,0.998993456,0.001006527,0,1,0,1,0.999424398,751,0.992073976
757,24,24,24,0.9989917874336243,0.001008237,24,1,24,1,0.9979681372642517,752,0.992084433
758,5,5,5,0.9989995956420898,0.001000423,5,1,5,1,0.9971310496330261,753,0.992094862
759,10,10,10,0.9989959597587585,0.001004055,10,1,10,1,0.9506876468658447,754,0.992105263
760,26,26,7,0.9990000128746033,0.001000012,26,1,26,1,0.19000066816806793,755,0.992115637
761,24,24,24,0.9989998936653137,0.001000133,24,1,24,1,0.9908674955368042,756,0.992125984
762,16,16,16,0.9989999532699585,0.001000018,16,1,16,1,0.9999496340751648,757,0.992136304
763,10,10,10,0.9990000128746033,0.001000015,10,1,10,1,0.9999955296516418,758,0.992146597
764,7,7,7,0.998999834,0.001000163,7,1,7,1,0.999489427,759,0.992156863
765,14,14,14,0.9989977478981018,0.001002274,14,1,14,1,0.9994547963142395,760,0.992167102
766,5,5,5,0.9989960193634033,0.001003968,5,1,5,1,0.9645577669143677,761,0.992177314
767,5,5,5,0.9989979267120361,0.001002103,5,1,5,1,0.9995810985565186,762,0.9921875
768,7,7,7,0.9989993572235107,0.001000663,7,1,7,1,0.9997178316116333,763,0.992197659
769,8,8,8,0.9989991784095764,0.001000825,8,1,8,1,0.9735757112503052,764,0.992207792
770,15,15,3,0.9989977478981018,0.001002237,15,1,15,1,0.3901939392089844,765,0.992217899
771,18,18,18,0.9989972114562988,0.001002811,18,1,18,1,0.999920666,766,0.992227979
772,13,13,13,0.998997688,0.001002291,13,1,13,1,0.7096037268638611,767,0.992238034
773,6,6,6,0.9989999532699585,0.001000023,6,1,6,1,0.9723787903785706,768,0.992248062
774,0,0,0,0.998989463,0.001010547,0,1,0,1,0.9999602437019348,769,0.992258065
775,7,7,7,0.9989903569221497,0.001009671,7,1,7,1,0.9998462796211243,770,0.992268041
776,25,25,25,0.9989902377128601,0.001009763,25,1,25,1,0.9232298135757446,771,0.992277992
777,26,26,26,0.9989996552467346,0.001000349,26,1,26,1,0.9999992251396179,772,0.992287918
778,24,24,24,0.9989997148513794,0.001000299,24,1,24,1,0.9994493722915649,773,0.992297818
779,7,7,7,0.9990000128746033,0.001000003,7,1,7,1,0.7297191619873047,774,0.992307692
780,9,9,9,0.9989981055259705,0.001001917,9,1,9,1,0.9951607584953308,775,0.992317542
781,18,18,18,0.9989999532699585,0.001000034,18,1,18,1,0.9956710338592529,776,0.992327366
782,15,15,15,0.998999298,0.001000708,15,1,15,1,0.9913979768753052,777,0.992337165
783,11,11,11,0.9990000128746033,0.001000002,11,1,11,1,0.7479218244552612,778,0.992346939
784,12,12,12,0.9989991784095764,0.001000814,12,1,12,1,0.9996312856674194,779,0.992356688
785,10,10,10,0.9989970326423645,0.001002975,10,1,10,1,0.9999688863754272,780,0.992366412
786,14,14,14,0.9989978075027466,0.001002221,14,1,14,1,0.999073863,781,0.992376112
787,12,12,12,0.9989945888519287,0.001005402,12,1,12,1,0.9998934864997864,782,0.992385787
788,3,3,3,0.9989933371543884,0.001006652,3,1,3,1,0.9942842125892639,783,0.992395437
789,2,2,2,0.9989970922470093,0.001002892,2,1,2,1,0.7842410206794739,784,0.992405063
790,12,12,12,0.9989978671073914,0.001002136,12,1,12,1,0.9952202439308167,785,0.992414665
791,0,0,0,0.9989993572235107,0.001000672,0,1,0,1,0.9991377592086792,786,0.992424242
792,11,11,11,0.9989964962005615,0.001003517,11,1,11,1,0.9865681529045105,787,0.992433796
793,3,3,3,0.998999298,0.001000729,3,1,3,1,0.8787952065467834,788,0.992443325
794,2,2,2,0.9989998936653137,0.001000113,2,1,2,1,0.9996442794799805,789,0.99245283
795,24,24,24,0.9989978075027466,0.001002188,24,1,24,1,0.9999996423721313,790,0.992462312
796,8,8,9,0.9989977478981018,0.001002229,8,1,8,1,0.11372921615839005,791,0.992471769
797,21,21,21,0.9989833235740662,0.001016699,21,1,21,1,0.99998647,792,0.992481203
798,2,2,2,0.9989836812019348,0.0010163,2,1,2,1,0.9996009469032288,793,0.992490613
799,17,17,9,0.9989802837371826,0.001019713,17,1,17,1,0.13784898817539215,794,0.9925
800,20,20,20,0.9989963173866272,0.001003655,20,1,20,1,0.7082909941673279,795,0.992509363
801,18,18,18,0.9989998936653137,0.001000084,18,1,18,1,0.9995580911636353,796,0.992518703
802,16,16,16,0.9989991784095764,0.001000828,16,1,16,1,0.9997719526290894,797,0.99252802
803,25,25,25,0.9990000128746033,0.001000008,25,1,25,1,0.99896425,798,0.992537313
804,1,1,1,0.9989999532699585,0.001000073,1,1,1,1,0.9998891949653625,799,0.992546584
805,10,10,10,0.9989995956420898,0.001000394,10,1,10,1,0.9999847412109375,800,0.992555831
806,1,1,1,0.9989999532699585,0.001000022,1,1,1,1,0.9800524115562439,801,0.992565056
807,16,16,16,0.9989898800849915,0.001010104,16,1,16,1,0.9999369382858276,802,0.992574257
808,20,20,11,0.9989908933639526,0.00100912,20,1,20,1,0.5836037397384644,803,0.992583436
809,4,4,4,0.9989994168281555,0.001000579,4,1,4,1,0.7007120847702026,804,0.992592593
810,4,4,3,0.9990000128746033,0.001000003,4,1,4,1,0.2455427348613739,805,0.992601726
811,9,9,9,0.9989961385726929,0.001003861,9,1,9,1,0.961491048,806,0.992610837
812,21,21,21,0.9989901185035706,0.00100988,21,1,21,1,0.9994240999221802,807,0.992619926
813,6,6,6,0.9989866614341736,0.001013357,6,1,6,1,0.9807031154632568,808,0.992628993
814,6,6,6,0.99897778,0.001022216,6,1,6,1,0.7726109027862549,809,0.992638037
815,2,2,2,0.9989962577819824,0.00100374,2,1,2,1,0.9999245405197144,810,0.992647059
816,9,9,9,0.9989951848983765,0.001004826,9,1,9,1,0.9924405813217163,811,0.992656059
817,16,16,16,0.9989853501319885,0.001014628,16,1,16,1,0.9999611377716064,812,0.992665037
818,9,9,9,0.998985767,0.001014232,9,1,9,1,0.9992796778678894,813,0.992673993
819,21,21,21,0.9989879131317139,0.001012058,21,1,21,1,0.9999997615814209,814,0.992682927
820,20,20,4,0.9989879131317139,0.001012063,20,1,20,1,0.1379735767841339,815,0.992691839
821,11,11,20,0.9989970922470093,0.001002898,11,1,11,1,0.42570769786834717,816,0.99270073
822,14,14,14,0.9989997744560242,0.001000254,14,1,14,1,0.999998152,817,0.992709599
823,12,12,12,0.9989997148513794,0.001000298,12,1,12,1,0.9835600256919861,818,0.992718447
824,26,26,26,0.9989933967590332,0.001006589,26,1,26,1,0.9879606366157532,819,0.992727273
825,21,21,21,0.9989990592002869,0.001000961,21,1,21,1,0.9524460434913635,820,0.992736077
826,17,17,27,0.9989750981330872,0.001024916,17,1,17,1,0.48525792360305786,821,0.992744861
827,27,27,9,0.9989997148513794,0.001000297,27,1,27,1,0.2257608026266098,822,0.992753623
828,15,15,15,0.9989957809448242,0.001004201,15,1,15,1,0.999968946,823,0.992762364
829,3,3,3,0.998996377,0.001003604,3,1,3,1,0.9873204827308655,824,0.992771084
830,9,9,9,0.9989986419677734,0.001001338,9,1,9,1,0.9606764316558838,825,0.992779783
831,16,16,16,0.9989791512489319,0.001020831,16,1,16,1,0.9999989867210388,826,0.992788462
832,18,18,18,0.9989793300628662,0.001020696,18,1,18,1,0.9987629652023315,827,0.992797119
833,15,15,20,0.9989839196205139,0.0010161,15,1,15,1,0.25093573331832886,828,0.992805755
834,24,24,24,0.9989997744560242,0.001000247,24,1,24,1,0.9999584555625916,829,0.992814371
835,7,7,7,0.9990000128746033,0.001000007,7,1,7,1,0.9999980926513672,830,0.992822967
836,13,13,3,0.9989997744560242,0.001000228,13,1,13,1,0.4666648209095001,831,0.992831541
837,4,4,4,0.9989989995956421,0.001000974,4,1,4,1,0.997154176,832,0.992840095
838,1,1,1,0.9989940524101257,0.001005946,1,1,1,1,0.9966618418693542,833,0.992848629
839,14,14,14,0.9989989399909973,0.001001058,14,1,14,1,0.99986732,834,0.992857143
840,6,6,6,0.9989978671073914,0.001002152,6,1,6,1,0.7024433612823486,835,0.992865636
841,3,3,3,0.998997688,0.001002316,3,1,3,1,0.9739539623260498,836,0.992874109
842,16,16,16,0.9989990592002869,0.001000943,16,1,16,1,0.9992220997810364,837,0.992882562
843,14,14,14,0.9989994168281555,0.001000595,14,1,14,1,0.9958156943321228,838,0.992890995
844,4,4,3,0.9989924430847168,0.00100758,4,1,4,1,0.043465401977300644,839,0.992899408
845,2,2,22,0.9989996552467346,0.001000338,2,1,2,1,0.20903842151165009,840,0.992907801
846,10,10,10,0.9989990592002869,0.00100092,10,1,10,1,0.9999973177909851,841,0.992916175
847,20,20,20,0.998999298,0.00100071,20,1,20,1,0.6163047552108765,842,0.992924528
848,4,4,4,0.998999834,0.001000136,4,1,4,1,0.9998462200164795,843,0.992932862
849,26,26,26,0.9989981055259705,0.001001867,26,1,26,1,0.9999996423721313,844,0.992941176
850,23,23,23,0.998998225,0.001001796,23,1,23,1,0.9076321721076965,845,0.992949471
851,1,1,1,0.9989991188049316,0.001000906,1,1,1,1,0.9998062252998352,846,0.992957746
852,10,10,10,0.9989981651306152,0.001001851,10,1,10,1,0.9999998807907104,847,0.992966002
853,26,26,26,0.9989981651306152,0.001001856,26,1,26,1,0.9999947547912598,848,0.992974239
854,20,20,20,0.9989984035491943,0.001001604,20,1,20,1,0.8224057555198669,849,0.992982456
855,27,27,9,0.9989965558052063,0.001003451,27,1,27,1,0.6323996186256409,850,0.992990654
856,12,12,12,0.9989817142486572,0.001018274,12,1,12,1,0.9998363852500916,851,0.992998833
857,7,7,7,0.9989820718765259,0.001017955,7,1,7,1,0.999864936,852,0.993006993
858,19,19,19,0.9989811182022095,0.001018855,19,1,19,1,0.9638068079948425,853,0.993015134
859,3,3,3,0.9989965558052063,0.001003437,3,1,3,1,0.9733505249023438,854,0.993023256
860,1,1,1,0.9989998936653137,0.001000096,1,1,1,1,0.9997778534889221,855,0.993031359
861,24,24,24,0.9989981055259705,0.001001885,24,1,24,1,0.9704089760780334,856,0.993039443
862,9,9,9,0.9989988207817078,0.001001183,9,1,9,1,0.9857202768325806,857,0.993047509
863,26,26,26,0.9989849925041199,0.001015033,26,1,26,1,0.9975472688674927,858,0.993055556
864,24,24,24,0.9989911913871765,0.001008815,24,1,24,1,0.9999831914901733,859,0.993063584
865,3,3,6,0.9989917278289795,0.00100829,3,1,3,1,0.1802067756652832,860,0.993071594
866,14,14,14,0.9989995360374451,0.001000464,14,1,14,1,0.9982299208641052,861,0.993079585
867,16,16,16,0.998997688,0.001002325,16,1,16,1,0.9999988079071045,862,0.993087558
868,7,14,14,0.9989978671073914,0.001002109,14,0,14,0,0.8534538745880127,862,0.991944764
869,23,23,19,0.9988642930984497,0.001135705,23,1,23,1,0.186110258,863,0.991954023
870,24,24,24,0.998991072,0.001008917,24,1,24,1,0.9999644160270691,864,0.991963261
871,7,7,7,0.9989908337593079,0.001009194,7,1,7,1,0.9999896287918091,865,0.991972477
872,7,7,7,0.9989912509918213,0.001008773,7,1,7,1,0.994408369,866,0.991981672
873,5,5,1,0.9989844560623169,0.001015527,5,1,5,1,0.5943118333816528,867,0.991990847
874,2,2,2,0.9989931583404541,0.001006867,2,1,2,1,0.9996154308319092,868,0.992
