round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output
1691,0,48.64%,82.68%,0.0576,"[0.9439818859100342, 0.05601811036467552]"
1692,0,48.61%,82.69%,0.0576,"[0.9440434575080872, 0.05595651641488075]"
1693,0,48.58%,82.70%,0.0579,"[0.9436970353126526, 0.05630296841263771]"
1694,1,48.61%,82.71%,0.1181,"[0.11015720665454865, 0.8898428082466125]"
1695,1,48.64%,82.72%,0.1774,"[0.14870963990688324, 0.8512903451919556]"
1696,0,48.62%,82.68%,1.9847,"[0.14907914400100708, 0.8509209156036377]"
1697,0,48.59%,82.69%,0.2069,"[0.8068401217460632, 0.193159818649292]"
1698,0,48.56%,82.70%,0.0575,"[0.9441403746604919, 0.05585964769124985]"
1699,1,48.59%,82.71%,0.1206,"[0.11437688022851944, 0.8856230974197388]"
1700,0,48.56%,82.72%,0.0577,"[0.9439625144004822, 0.05603750795125961]"
1701,1,48.59%,82.73%,0.2319,"[0.17597199976444244, 0.8240280747413635]"
1702,1,48.62%,82.74%,0.2,"[0.1902862787246704, 0.8097137212753296]"
1703,1,48.65%,82.69%,2.0773,"[0.7197109460830688, 0.2802891135215759]"
1704,1,48.68%,82.70%,0.1233,"[0.11680624634027481, 0.8831937909126282]"
1705,1,48.71%,82.71%,0.1725,"[0.16726452112197876, 0.832735538482666]"
1706,1,48.74%,82.72%,0.3494,"[0.29716187715530396, 0.702838122844696]"
1707,1,48.77%,82.73%,0.1224,"[0.11458788812160492, 0.8854121565818787]"
1708,1,48.80%,82.74%,0.1239,"[0.11527721583843231, 0.8847227692604065]"
1709,0,48.77%,82.75%,0.3671,"[0.861423909664154, 0.13857613503932953]"
1710,0,48.74%,82.76%,0.0579,"[0.9436910152435303, 0.0563090518116951]"
1711,1,48.77%,82.77%,0.1662,"[0.1497092992067337, 0.8502907752990723]"
1712,0,48.74%,82.72%,1.9323,"[0.14723151922225952, 0.8527685403823853]"
1713,0,48.72%,82.67%,1.1049,"[0.30066198110580444, 0.6993380188941956]"
1714,1,48.75%,82.68%,0.1602,"[0.16843242943286896, 0.831567645072937]"
1715,1,48.78%,82.69%,0.1606,"[0.13425017893314362, 0.8657497763633728]"
1716,0,48.75%,82.70%,0.058,"[0.9436147809028625, 0.05638526752591133]"
1717,0,48.72%,82.71%,0.0581,"[0.9435825347900391, 0.056417468935251236]"
1718,1,48.75%,82.66%,0.4617,"[0.5094970464706421, 0.4905029833316803]"
1719,0,48.72%,82.67%,0.0578,"[0.9438003301620483, 0.056199632585048676]"
1720,0,48.69%,82.68%,0.1639,"[0.9299234747886658, 0.07007655501365662]"
1721,1,48.72%,82.69%,0.148,"[0.13781306147575378, 0.8621869087219238]"
1722,1,48.75%,82.70%,0.1204,"[0.11385361850261688, 0.8861463665962219]"
1723,0,48.72%,82.71%,0.0577,"[0.9439425468444824, 0.056057460606098175]"
1724,0,48.70%,82.72%,0.0577,"[0.9439374804496765, 0.0560624934732914]"
1725,1,48.73%,82.73%,0.217,"[0.20223446190357208, 0.7977654933929443]"
1726,0,48.70%,82.69%,1.7908,"[0.17478735744953156, 0.8252127170562744]"
1727,1,48.73%,82.70%,0.1735,"[0.19532212615013123, 0.8046778440475464]"
1728,0,48.70%,82.65%,1.768,"[0.1701384335756302, 0.8298615217208862]"
1729,1,48.73%,82.66%,0.1925,"[0.18676124513149261, 0.8132387399673462]"
1730,1,48.76%,82.67%,0.1309,"[0.12244769185781479, 0.877552330493927]"
1731,0,48.73%,82.68%,0.0898,"[0.9149720072746277, 0.08502797782421112]"
1732,1,48.76%,82.69%,0.1775,"[0.1532747894525528, 0.8467251658439636]"
1733,1,48.79%,82.70%,0.1265,"[0.11955779045820236, 0.8804422616958618]"
1734,1,48.82%,82.65%,1.4996,"[0.507359504699707, 0.4926404654979706]"
1735,0,48.79%,82.66%,0.0575,"[0.9441183805465698, 0.05588157847523689]"
1736,0,48.76%,82.67%,0.0576,"[0.9440439939498901, 0.055955976247787476]"
1737,0,48.73%,82.68%,0.0576,"[0.9440261721611023, 0.055973801761865616]"
1738,1,48.76%,82.69%,0.4263,"[0.3198699355125427, 0.6801300048828125]"
1739,0,48.74%,82.70%,0.1409,"[0.7136868238449097, 0.28631314635276794]"
1740,1,48.77%,82.71%,0.1266,"[0.11867744475603104, 0.8813225626945496]"
1741,1,48.79%,82.66%,0.5348,"[0.5018796920776367, 0.49812036752700806]"
1742,1,48.82%,82.67%,0.3462,"[0.29264482855796814, 0.7073552012443542]"
1743,0,48.80%,82.63%,1.9613,"[0.15073244273662567, 0.8492675423622131]"
1744,1,48.83%,82.64%,0.15,"[0.13181671500205994, 0.8681833744049072]"
1745,1,48.85%,82.65%,0.1199,"[0.11296253651380539, 0.8870375156402588]"
1746,0,48.83%,82.66%,0.0577,"[0.9438862800598145, 0.056113746017217636]"
1747,0,48.80%,82.67%,0.0578,"[0.9438584446907043, 0.056141503155231476]"
1748,0,48.77%,82.68%,0.0579,"[0.9437063932418823, 0.05629356577992439]"
1749,0,48.74%,82.63%,0.8276,"[0.38424524664878845, 0.6157547235488892]"
1750,1,48.77%,82.64%,0.1811,"[0.16558831930160522, 0.83441162109375]"
1751,1,48.80%,82.65%,0.123,"[0.11579430103302002, 0.88420569896698]"
1752,1,48.83%,82.66%,0.1735,"[0.15295372903347015, 0.8470463156700134]"
1753,0,48.80%,82.61%,1.8198,"[0.16153641045093536, 0.8384636044502258]"
1754,1,48.83%,82.62%,0.2574,"[0.21256107091903687, 0.7874389290809631]"
1755,0,48.80%,82.63%,0.0576,"[0.9440105557441711, 0.055989447981119156]"
1756,0,48.78%,82.64%,0.0582,"[0.9434229135513306, 0.05657706409692764]"
1757,0,48.75%,82.65%,0.0578,"[0.9439063668251038, 0.05609362944960594]"
1758,1,48.78%,82.66%,0.1261,"[0.11950449645519257, 0.8804954886436462]"
1759,1,48.81%,82.67%,0.1494,"[0.13856181502342224, 0.8614381551742554]"
1760,0,48.78%,82.68%,0.0614,"[0.9416037797927856, 0.05839618667960167]"
1761,1,48.81%,82.69%,0.1701,"[0.15296423435211182, 0.8470357060432434]"
1762,0,48.78%,82.70%,0.0578,"[0.943856418132782, 0.056143563240766525]"
1763,0,48.75%,82.71%,0.0574,"[0.9442372918128967, 0.055762674659490585]"
1764,0,48.73%,82.72%,0.06,"[0.9423145055770874, 0.05768553912639618]"
1765,0,48.70%,82.67%,1.9282,"[0.16153836250305176, 0.838461697101593]"
1766,1,48.73%,82.68%,0.1259,"[0.11712704598903656, 0.8828728795051575]"
1767,1,48.76%,82.69%,0.2103,"[0.17946897447109222, 0.8205310106277466]"
1768,1,48.78%,82.70%,0.1509,"[0.13505995273590088, 0.8649400472640991]"
1769,0,48.76%,82.71%,0.0576,"[0.9440059661865234, 0.05599402263760567]"
1770,1,48.79%,82.72%,0.1445,"[0.13858835399150848, 0.8614116907119751]"
1771,1,48.81%,82.73%,0.1714,"[0.14150872826576233, 0.8584912419319153]"
1772,0,48.79%,82.68%,1.9207,"[0.1346469521522522, 0.8653530478477478]"
1773,1,48.82%,82.69%,0.1674,"[0.154669851064682, 0.8453301191329956]"
1774,1,48.85%,82.70%,0.1749,"[0.19526644051074982, 0.8047335743904114]"
1775,1,48.87%,82.71%,0.2136,"[0.18480651080608368, 0.8151934742927551]"
1776,0,48.85%,82.72%,0.0591,"[0.9427329301834106, 0.05726705491542816]"
1777,0,48.82%,82.73%,0.0571,"[0.9445108771324158, 0.055489104241132736]"
1778,0,48.79%,82.74%,0.057,"[0.9445791244506836, 0.05542087182402611]"
1779,0,48.76%,82.70%,1.7488,"[0.1563854217529297, 0.8436145782470703]"
1780,0,48.74%,82.71%,0.059,"[0.9427728652954102, 0.057227179408073425]"
1781,0,48.71%,82.66%,1.897,"[0.14256049692630768, 0.8574395179748535]"
1782,1,48.74%,82.67%,0.1557,"[0.15345942974090576, 0.846540629863739]"
1783,1,48.77%,82.68%,0.1981,"[0.17474409937858582, 0.8252558708190918]"
1784,0,48.74%,82.69%,0.0568,"[0.9447470903396606, 0.05525292456150055]"
1785,0,48.71%,82.64%,1.7673,"[0.17247280478477478, 0.8275272250175476]"
1786,1,48.74%,82.65%,0.3159,"[0.3153194785118103, 0.6846804618835449]"
1787,1,48.77%,82.66%,0.2136,"[0.1907922327518463, 0.8092077970504761]"
1788,0,48.74%,82.67%,0.0569,"[0.9446932673454285, 0.05530671775341034]"
1789,1,48.77%,82.68%,0.2012,"[0.20556257665157318, 0.7944374680519104]"
1790,0,48.74%,82.69%,0.0573,"[0.9443324208259583, 0.055667586624622345]"
1791,0,48.72%,82.70%,0.0569,"[0.9447323083877563, 0.055267661809921265]"
1792,0,48.69%,82.71%,0.0571,"[0.9445348978042603, 0.05546506494283676]"
1793,0,48.66%,82.72%,0.0568,"[0.9447519183158875, 0.05524809658527374]"
1794,0,48.64%,82.73%,0.0589,"[0.9430436491966248, 0.05695636570453644]"
1795,0,48.61%,82.74%,0.0575,"[0.9438038468360901, 0.056196145713329315]"
1796,1,48.64%,82.75%,0.2765,"[0.2477959245443344, 0.7522040605545044]"
1797,1,48.67%,82.76%,0.226,"[0.20111773908138275, 0.798882246017456]"
1798,0,48.64%,82.77%,0.0705,"[0.871436595916748, 0.12856338918209076]"
1799,1,48.67%,82.78%,0.2102,"[0.20170877873897552, 0.7982911467552185]"
1800,0,48.64%,82.73%,1.769,"[0.19190534949302673, 0.8080946207046509]"
1801,1,48.67%,82.74%,0.1909,"[0.18432389199733734, 0.8156760931015015]"
1802,1,48.70%,82.75%,0.1576,"[0.14688798785209656, 0.8531120419502258]"
1803,0,48.67%,82.71%,1.1303,"[0.32512223720550537, 0.6748777031898499]"
1804,0,48.64%,82.66%,1.7345,"[0.18923397362232208, 0.8107660412788391]"
1805,1,48.67%,82.67%,0.3483,"[0.33920279145240784, 0.6607972383499146]"
1806,1,48.70%,82.68%,0.2119,"[0.19345614314079285, 0.8065438866615295]"
1807,0,48.67%,82.69%,0.0564,"[0.9451335072517395, 0.054866451770067215]"
1808,1,48.70%,82.70%,0.1663,"[0.1524200439453125, 0.8475799560546875]"
1809,0,48.67%,82.71%,0.0569,"[0.9446876645088196, 0.055312346667051315]"
1810,0,48.65%,82.72%,0.0586,"[0.9418703317642212, 0.05812971666455269]"
1811,1,48.68%,82.73%,0.2843,"[0.2684047222137451, 0.7315953373908997]"
1812,0,48.65%,82.74%,0.0919,"[0.9108949303627014, 0.0891050398349762]"
1813,0,48.62%,82.75%,0.0565,"[0.9449598789215088, 0.055040162056684494]"
1814,1,48.65%,82.75%,0.2199,"[0.188274085521698, 0.811725914478302]"
1815,1,48.68%,82.76%,0.1697,"[0.1623445600271225, 0.8376554250717163]"
1816,0,48.65%,82.72%,0.8568,"[0.4042467176914215, 0.5957533121109009]"
1817,1,48.68%,82.73%,0.2153,"[0.18815341591835022, 0.8118466138839722]"
1818,0,48.65%,82.74%,0.056,"[0.9455119967460632, 0.054488010704517365]"
1819,1,48.68%,82.75%,0.2072,"[0.18788865208625793, 0.8121113181114197]"
1820,1,48.71%,82.76%,0.2133,"[0.27285173535346985, 0.7271482944488525]"
1821,1,48.74%,82.77%,0.1809,"[0.16249385476112366, 0.837506115436554]"
1822,1,48.77%,82.78%,0.2164,"[0.20535951852798462, 0.7946404814720154]"
1823,0,48.74%,82.79%,0.0555,"[0.9459861516952515, 0.054013874381780624]"
1824,1,48.77%,82.79%,0.2369,"[0.29623493552207947, 0.7037650942802429]"
1825,1,48.80%,82.80%,0.2088,"[0.19108451902866364, 0.8089154958724976]"
1826,1,48.82%,82.81%,0.1543,"[0.14315009117126465, 0.8568499088287354]"
1827,1,48.85%,82.82%,0.2497,"[0.18836481869220734, 0.8116351366043091]"
1828,1,48.88%,82.83%,0.1978,"[0.18605245649814606, 0.8139475584030151]"
1829,0,48.85%,82.84%,0.0589,"[0.9412912726402283, 0.05870874598622322]"
1830,1,48.88%,82.85%,0.2678,"[0.1785123348236084, 0.8214876651763916]"
1831,0,48.85%,82.86%,0.062,"[0.9338942766189575, 0.06610576063394547]"
1832,0,48.83%,82.82%,1.7059,"[0.17099644243717194, 0.829003632068634]"
1833,1,48.85%,82.82%,0.167,"[0.16197137534618378, 0.838028609752655]"
1834,0,48.83%,82.83%,0.0557,"[0.9460296034812927, 0.053970370441675186]"
1835,1,48.86%,82.84%,0.1831,"[0.17286303639411926, 0.8271369338035583]"
1836,1,48.88%,82.85%,0.1554,"[0.1473778337240219, 0.8526222109794617]"
1837,1,48.91%,82.86%,0.1503,"[0.1402112990617752, 0.8597886562347412]"
1838,1,48.94%,82.87%,0.1536,"[0.1410355567932129, 0.8589644432067871]"
1839,0,48.91%,82.88%,0.4427,"[0.7209798693656921, 0.2790201008319855]"
1840,0,48.89%,82.84%,1.9737,"[0.15305602550506592, 0.8469439744949341]"
1841,0,48.86%,82.79%,1.7255,"[0.16175618767738342, 0.838243842124939]"
1842,0,48.83%,82.75%,1.8111,"[0.1472088247537613, 0.8527911305427551]"
1843,1,48.86%,82.75%,0.1426,"[0.1287633627653122, 0.8712366223335266]"
1844,1,48.89%,82.76%,0.1456,"[0.13707414269447327, 0.8629258871078491]"
1845,1,48.92%,82.77%,0.2345,"[0.19438086450099945, 0.8056191802024841]"
1846,0,48.89%,82.78%,0.0546,"[0.9467261433601379, 0.05327389016747475]"
1847,1,48.92%,82.79%,0.2069,"[0.17097808420658112, 0.8290219902992249]"
1848,0,48.89%,82.80%,0.0546,"[0.9468831419944763, 0.05311693623661995]"
1849,0,48.86%,82.81%,0.0547,"[0.9467042088508606, 0.05329572781920433]"
1850,0,48.84%,82.82%,0.0549,"[0.946631669998169, 0.053368352353572845]"
1851,0,48.81%,82.83%,0.0548,"[0.9467196464538574, 0.053280334919691086]"
1852,1,48.84%,82.84%,0.2839,"[0.23949673771858215, 0.7605032324790955]"
1853,0,48.81%,82.85%,0.0561,"[0.9453177452087402, 0.054682258516550064]"
1854,1,48.84%,82.86%,0.1627,"[0.15106874704360962, 0.8489312529563904]"
1855,1,48.87%,82.87%,0.2092,"[0.2145901918411255, 0.7854098081588745]"
1856,0,48.84%,82.88%,0.0738,"[0.9357677698135376, 0.06423220783472061]"
1857,1,48.87%,82.88%,0.1608,"[0.1415322721004486, 0.858467698097229]"
1858,0,48.84%,82.89%,0.209,"[0.9346192479133606, 0.06538072973489761]"
1859,0,48.82%,82.90%,0.0542,"[0.9472694396972656, 0.052730582654476166]"
1860,0,48.79%,82.91%,0.0543,"[0.9471498727798462, 0.05285009741783142]"
1861,0,48.76%,82.92%,0.0607,"[0.9390082955360413, 0.06099170073866844]"
1862,0,48.74%,82.93%,0.054,"[0.9474608302116394, 0.05253911390900612]"
1863,0,48.71%,82.94%,0.0541,"[0.9474642872810364, 0.0525357760488987]"
1864,1,48.74%,82.95%,0.2494,"[0.18982267379760742, 0.8101772665977478]"
1865,1,48.77%,82.96%,0.2539,"[0.19815073907375336, 0.8018491864204407]"
1866,1,48.79%,82.97%,0.1714,"[0.18558205664157867, 0.8144178986549377]"
1867,1,48.82%,82.98%,0.199,"[0.17074830830097198, 0.8292517066001892]"
1868,1,48.85%,82.99%,0.1894,"[0.1733412742614746, 0.8266587257385254]"
1869,1,48.88%,82.99%,0.2018,"[0.1760178804397583, 0.8239821791648865]"
1870,0,48.85%,83.00%,0.0821,"[0.8832255005836487, 0.1167745515704155]"
1871,0,48.82%,82.96%,1.7473,"[0.14386995136737823, 0.856130063533783]"
1872,0,48.80%,82.97%,0.0537,"[0.947817325592041, 0.052182700484991074]"
1873,0,48.77%,82.98%,0.0532,"[0.9482266306877136, 0.05177344009280205]"
1874,0,48.75%,82.99%,0.053,"[0.9483649134635925, 0.05163516104221344]"
1875,1,48.77%,83.00%,0.1751,"[0.18095539510250092, 0.8190445899963379]"
1876,1,48.80%,83.00%,0.133,"[0.1255912035703659, 0.8744088411331177]"
1877,0,48.78%,83.01%,0.0531,"[0.9482789039611816, 0.05172106996178627]"
1878,1,48.80%,83.02%,0.1357,"[0.1207084208726883, 0.8792915940284729]"
1879,0,48.78%,83.03%,0.0528,"[0.9485934376716614, 0.05140654742717743]"
1880,0,48.75%,83.04%,0.0527,"[0.9486618638038635, 0.05133809894323349]"
1881,1,48.78%,83.05%,0.1461,"[0.13155688345432281, 0.8684430718421936]"
1882,0,48.75%,83.06%,0.0527,"[0.9485827088356018, 0.05141735076904297]"
1883,0,48.73%,83.07%,0.0526,"[0.9487517476081848, 0.051248252391815186]"
1884,1,48.75%,83.08%,0.1293,"[0.11954864859580994, 0.8804513812065125]"
1885,1,48.78%,83.09%,0.1245,"[0.11748106777667999, 0.8825189471244812]"
1886,0,48.75%,83.04%,1.4718,"[0.23054461181163788, 0.7694553732872009]"
1887,0,48.73%,83.05%,0.0526,"[0.948723316192627, 0.051276639103889465]"
1888,1,48.76%,83.06%,0.2127,"[0.1542862504720688, 0.8457136750221252]"
1889,1,48.78%,83.07%,0.17,"[0.17772714793682098, 0.8222728371620178]"
1890,0,48.76%,83.02%,1.8876,"[0.1645776778459549, 0.8354222774505615]"
1891,0,48.73%,83.03%,0.0519,"[0.9494499564170837, 0.05054997280240059]"
1892,1,48.76%,83.04%,0.1611,"[0.12790168821811676, 0.8720983266830444]"
1893,0,48.73%,83.05%,0.0866,"[0.9094254970550537, 0.09057451784610748]"
1894,0,48.71%,83.06%,0.0518,"[0.9495311379432678, 0.05046883597970009]"
1895,0,48.68%,83.02%,1.3557,"[0.25728684663772583, 0.7427131533622742]"
1896,1,48.71%,83.03%,0.2213,"[0.18572880327701569, 0.8142712116241455]"
1897,0,48.68%,82.98%,0.9272,"[0.4065713882446289, 0.5934286117553711]"
1898,0,48.66%,82.99%,0.2139,"[0.6849388480186462, 0.315061092376709]"
1899,1,48.68%,83.00%,0.2365,"[0.20590519905090332, 0.7940948009490967]"
1900,0,48.66%,83.01%,0.0514,"[0.9499008655548096, 0.050099071115255356]"
1901,1,48.69%,83.02%,0.1675,"[0.12597396969795227, 0.8740260004997253]"
1902,0,48.66%,83.03%,0.1852,"[0.8687900304794312, 0.13120999932289124]"
1903,1,48.69%,83.04%,0.1354,"[0.13403676450252533, 0.8659632205963135]"
1904,1,48.71%,83.04%,0.1395,"[0.13150028884410858, 0.868499755859375]"
1905,0,48.69%,83.05%,0.051,"[0.9502911567687988, 0.049708783626556396]"
1906,0,48.66%,83.06%,0.0509,"[0.9504112601280212, 0.04958873242139816]"
1907,1,48.69%,83.02%,1.6255,"[0.8688710927963257, 0.13112890720367432]"
1908,0,48.66%,83.03%,0.0508,"[0.9504724144935608, 0.049527596682310104]"
1909,1,48.69%,83.04%,0.2888,"[0.31481102108955383, 0.6851889491081238]"
1910,0,48.67%,83.05%,0.0508,"[0.9504591226577759, 0.049540791660547256]"
1911,0,48.64%,83.05%,0.0508,"[0.9504439830780029, 0.04955602064728737]"
1912,1,48.67%,83.06%,0.39,"[0.34463414549827576, 0.6553658246994019]"
1913,0,48.64%,83.07%,0.0509,"[0.9504071474075317, 0.04959280788898468]"
1914,1,48.67%,83.08%,0.138,"[0.12464619427919388, 0.8753537535667419]"
1915,1,48.70%,83.04%,1.4709,"[0.9285042881965637, 0.07149570435285568]"
1916,1,48.72%,83.05%,0.3127,"[0.21207427978515625, 0.7879257202148438]"
1917,0,48.70%,83.06%,0.256,"[0.7049230337142944, 0.29507696628570557]"
1918,0,48.67%,83.06%,0.051,"[0.9503304958343506, 0.04966947063803673]"
1919,0,48.65%,83.07%,0.0517,"[0.9495536684989929, 0.05044636130332947]"
1920,0,48.62%,83.08%,0.0509,"[0.9503807425498962, 0.04961928352713585]"
1921,1,48.65%,83.09%,0.169,"[0.15170449018478394, 0.8482955694198608]"
1922,0,48.62%,83.05%,1.9465,"[0.1712719053030014, 0.8287280797958374]"
1923,0,48.60%,83.06%,0.0511,"[0.9502426385879517, 0.049757394939661026]"
1924,1,48.62%,83.06%,0.2708,"[0.2786445915699005, 0.7213553786277771]"
1925,1,48.65%,83.07%,0.1304,"[0.12322915345430374, 0.8767708539962769]"
1926,1,48.68%,83.08%,0.2434,"[0.1729333996772766, 0.8270666003227234]"
1927,0,48.65%,83.09%,0.0511,"[0.9502637386322021, 0.04973632097244263]"
1928,1,48.68%,83.10%,0.1477,"[0.13473008573055267, 0.8652698993682861]"
1929,1,48.70%,83.11%,0.1253,"[0.11872069537639618, 0.8812793493270874]"
1930,1,48.73%,83.12%,0.1876,"[0.1214262843132019, 0.8785737156867981]"
1931,1,48.76%,83.13%,0.1548,"[0.13879816234111786, 0.861201822757721]"
1932,1,48.78%,83.14%,0.121,"[0.11333570629358292, 0.8866643309593201]"
1933,0,48.76%,83.09%,2.1175,"[0.1318303942680359, 0.8681696057319641]"
1934,0,48.73%,83.10%,0.2721,"[0.8179259896278381, 0.18207399547100067]"
1935,0,48.71%,83.06%,1.9073,"[0.15042169392108917, 0.849578320980072]"
1936,1,48.74%,83.07%,0.1242,"[0.11490056663751602, 0.885099470615387]"
1937,1,48.76%,83.08%,0.2014,"[0.1626940369606018, 0.837306022644043]"
1938,1,48.79%,83.08%,0.1261,"[0.11666129529476166, 0.8833386898040771]"
1939,0,48.76%,83.09%,0.0511,"[0.950205385684967, 0.049794651567935944]"
1940,1,48.79%,83.10%,0.1275,"[0.12147041410207748, 0.8785295486450195]"
1941,0,48.76%,83.11%,0.0509,"[0.9503739476203918, 0.04962605983018875]"
1942,1,48.79%,83.12%,0.2076,"[0.18524879217147827, 0.814751148223877]"
1943,0,48.77%,83.13%,0.0701,"[0.9399320483207703, 0.06006789207458496]"
1944,1,48.79%,83.14%,0.1234,"[0.11467680335044861, 0.885323166847229]"
1945,1,48.82%,83.14%,0.1217,"[0.11954260617494583, 0.8804574012756348]"
1946,0,48.79%,83.15%,0.051,"[0.9503446817398071, 0.049655281007289886]"
1947,0,48.77%,83.16%,0.0509,"[0.9503393173217773, 0.04966074228286743]"
1948,0,48.74%,83.17%,0.0508,"[0.9504517316818237, 0.04954832047224045]"
1949,0,48.72%,83.18%,0.0506,"[0.9506210088729858, 0.04937896132469177]"
1950,0,48.69%,83.19%,0.0529,"[0.9478686451911926, 0.05213140696287155]"
1951,0,48.67%,83.20%,0.0506,"[0.9505507946014404, 0.04944924637675285]"
1952,0,48.64%,83.21%,0.0563,"[0.9427509903907776, 0.05724900960922241]"
1953,1,48.67%,83.21%,0.1287,"[0.1234365850687027, 0.8765634894371033]"
1954,0,48.64%,83.22%,0.0504,"[0.9508228302001953, 0.04917712137103081]"
1955,1,48.67%,83.23%,0.1447,"[0.1338057518005371, 0.8661942481994629]"
1956,1,48.70%,83.24%,0.1584,"[0.14973166584968567, 0.8502683639526367]"
1957,0,48.67%,83.20%,1.7935,"[0.17959429323673248, 0.8204057216644287]"
1958,1,48.70%,83.21%,0.1201,"[0.1147092804312706, 0.8852907419204712]"
1959,0,48.67%,83.21%,0.051,"[0.9502573609352112, 0.04974256828427315]"
1960,1,48.70%,83.22%,0.2288,"[0.20429575443267822, 0.7957042455673218]"
1961,0,48.67%,83.23%,0.0501,"[0.9510964751243591, 0.048903536051511765]"
1962,1,48.70%,83.24%,0.1548,"[0.1442301720380783, 0.8557698726654053]"
1963,1,48.73%,83.25%,0.1209,"[0.11643609404563904, 0.8835639357566833]"
1964,1,48.75%,83.26%,0.1468,"[0.14752045273780823, 0.8524795174598694]"
1965,0,48.73%,83.27%,0.0498,"[0.9514058232307434, 0.048594165593385696]"
1966,1,48.75%,83.27%,0.1762,"[0.15759940445423126, 0.8424005508422852]"
1967,1,48.78%,83.28%,0.1212,"[0.11022015661001205, 0.8897798657417297]"
1968,1,48.81%,83.29%,0.1198,"[0.11049985885620117, 0.8895001411437988]"
1969,1,48.83%,83.30%,0.1436,"[0.13688983023166656, 0.8631101250648499]"
1970,1,48.86%,83.31%,0.1349,"[0.13804882764816284, 0.8619511723518372]"
1971,1,48.88%,83.32%,0.1256,"[0.11792075634002686, 0.8820792436599731]"
1972,1,48.91%,83.32%,0.1139,"[0.10786636173725128, 0.8921336531639099]"
1973,0,48.89%,83.33%,0.0537,"[0.9496463537216187, 0.05035361275076866]"
1974,1,48.91%,83.34%,0.1275,"[0.11813189089298248, 0.8818681240081787]"
1975,0,48.89%,83.35%,0.0517,"[0.9504665732383728, 0.049533456563949585]"
1976,0,48.86%,83.36%,0.0497,"[0.9513763785362244, 0.04862358048558235]"
1977,1,48.89%,83.37%,0.1316,"[0.12334481626749039, 0.8766551613807678]"
1978,0,48.86%,83.38%,0.0492,"[0.9518164992332458, 0.04818354919552803]"
1979,1,48.89%,83.38%,0.1136,"[0.1086382046341896, 0.8913618326187134]"
1980,0,48.86%,83.39%,0.0537,"[0.949589729309082, 0.050410352647304535]"
1981,1,48.89%,83.40%,0.109,"[0.1022745743393898, 0.8977253437042236]"
1982,1,48.92%,83.41%,0.1587,"[0.13193854689598083, 0.8680614233016968]"
1983,0,48.89%,83.42%,0.0512,"[0.9495919346809387, 0.05040804296731949]"
1984,1,48.92%,83.43%,0.1072,"[0.10205370932817459, 0.897946298122406]"
1985,0,48.89%,83.43%,0.0495,"[0.9512901902198792, 0.04870983958244324]"
1986,0,48.87%,83.44%,0.0486,"[0.9526706337928772, 0.04732930287718773]"
1987,1,48.89%,83.45%,0.1054,"[0.10163447260856628, 0.8983654975891113]"
1988,0,48.87%,83.46%,0.0486,"[0.952555239200592, 0.04744473472237587]"
1989,0,48.84%,83.47%,0.0483,"[0.9528936743736267, 0.04710634425282478]"
1990,0,48.82%,83.48%,0.0481,"[0.952978253364563, 0.047021735459566116]"
1991,0,48.80%,83.43%,2.2281,"[0.10569890588521957, 0.8943011164665222]"
1992,0,48.77%,83.44%,0.0484,"[0.9528310298919678, 0.047169025987386703]"
1993,0,48.75%,83.40%,2.2742,"[0.10297661274671555, 0.8970234394073486]"
1994,1,48.77%,83.41%,0.1066,"[0.09970881044864655, 0.9002912044525146]"
1995,1,48.80%,83.42%,0.136,"[0.12916436791419983, 0.8708356022834778]"
1996,0,48.77%,83.43%,0.1776,"[0.8838915228843689, 0.1161084696650505]"
1997,0,48.75%,83.43%,0.0484,"[0.9527173042297363, 0.04728274047374725]"
1998,1,48.77%,83.44%,0.1176,"[0.11154616624116898, 0.8884538412094116]"
1999,1,48.80%,83.45%,0.106,"[0.10037603229284286, 0.8996239900588989]"
2000,0,48.78%,83.46%,0.0483,"[0.9529228806495667, 0.047077059745788574]"
2001,1,48.80%,83.47%,0.1435,"[0.1281270682811737, 0.8718729615211487]"
2002,0,48.78%,83.47%,0.0481,"[0.9529983401298523, 0.04700164124369621]"
2003,1,48.80%,83.48%,0.1206,"[0.11455122381448746, 0.8854487538337708]"
2004,0,48.78%,83.49%,0.0487,"[0.9524933695793152, 0.047506678849458694]"
2005,0,48.75%,83.50%,0.4501,"[0.6381041407585144, 0.3618958294391632]"
2006,1,48.78%,83.51%,0.1227,"[0.12557825446128845, 0.8744217753410339]"
2007,1,48.80%,83.52%,0.11,"[0.10434352606534958, 0.895656406879425]"
2008,1,48.83%,83.52%,0.1259,"[0.1149514764547348, 0.8850485682487488]"
2009,1,48.86%,83.53%,0.1101,"[0.10385504364967346, 0.8961449861526489]"
2010,0,48.83%,83.54%,0.0476,"[0.9535547494888306, 0.046445295214653015]"
2011,0,48.81%,83.55%,0.0483,"[0.9529551863670349, 0.04704486206173897]"
2012,0,48.78%,83.51%,1.9177,"[0.18466022610664368, 0.8153398036956787]"
2013,1,48.81%,83.52%,0.1075,"[0.10173293948173523, 0.8982670903205872]"
2014,1,48.83%,83.52%,0.1806,"[0.16839762032032013, 0.8316023945808411]"
2015,1,48.86%,83.53%,0.1208,"[0.12411253154277802, 0.8758874535560608]"
2016,0,48.83%,83.54%,0.0474,"[0.9537354707717896, 0.04626454412937164]"
