round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output
736,1,47.76%,73.27%,0.6965,"[0.5016595721244812, 0.4983404576778412]"
737,1,47.83%,73.31%,0.3594,"[0.3019101917743683, 0.6980897188186646]"
738,0,47.77%,73.34%,0.4057,"[0.6665230393409729, 0.3334769606590271]"
739,0,47.70%,73.38%,0.3440,"[0.7089605927467346, 0.29103943705558777]"
740,1,47.77%,73.41%,0.3641,"[0.30516156554222107, 0.6948384642601013]"
741,1,47.84%,73.45%,0.6758,"[0.49127456545829773, 0.5087254047393799]"
742,1,47.91%,73.49%,0.3592,"[0.30176377296447754, 0.6982361674308777]"
743,1,47.98%,73.52%,0.6816,"[0.49417346715927124, 0.505826473236084]"
744,1,48.05%,73.42%,0.8564,"[0.5753281116485596, 0.4246719181537628]"
745,1,48.12%,73.32%,0.7523,"[0.5287313461303711, 0.4712686240673065]"
746,1,48.19%,73.23%,0.7017,"[0.5042517781257629, 0.4957481622695923]"
747,1,48.26%,73.26%,0.6623,"[0.4843370318412781, 0.5156630277633667]"
748,1,48.33%,73.16%,0.8090,"[0.5546826124191284, 0.4453173577785492]"
749,0,48.27%,73.20%,0.4133,"[0.6614832878112793, 0.3385167717933655]"
750,0,48.20%,73.24%,0.3679,"[0.6921756863594055, 0.3078242838382721]"
751,0,48.14%,73.27%,0.3988,"[0.6711162328720093, 0.3288837969303131]"
752,1,48.21%,73.31%,0.6874,"[0.49713775515556335, 0.5028622150421143]"
753,1,48.28%,73.21%,0.7265,"[0.5163804292678833, 0.4836196005344391]"
754,1,48.34%,73.11%,0.7230,"[0.514697253704071, 0.48530280590057373]"
755,0,48.28%,73.15%,0.3946,"[0.6739240288734436, 0.3260759711265564]"
756,0,48.22%,73.18%,0.3805,"[0.6835483312606812, 0.31645163893699646]"
757,1,48.28%,73.22%,0.6342,"[0.4696415960788727, 0.5303584337234497]"
758,0,48.22%,73.12%,0.7198,"[0.48683345317840576, 0.5131665468215942]"
759,0,48.16%,73.16%,0.3642,"[0.6947728395462036, 0.3052271902561188]"
760,0,48.09%,73.19%,0.4753,"[0.6216761469841003, 0.37832391262054443]"
761,1,48.16%,73.23%,0.3807,"[0.316603422164917, 0.6833966374397278]"
762,1,48.23%,73.26%,0.6748,"[0.4907621443271637, 0.5092377662658691]"
763,0,48.17%,73.30%,0.3940,"[0.6743535995483398, 0.32564637064933777]"
764,0,48.10%,73.33%,0.5265,"[0.5906915664672852, 0.40930843353271484]"
765,0,48.04%,73.37%,0.5046,"[0.6037254333496094, 0.3962745666503906]"
766,1,48.11%,73.40%,0.6921,"[0.49946001172065735, 0.5005399584770203]"
767,0,48.05%,73.44%,0.5285,"[0.5895078778266907, 0.4104921221733093]"
768,1,48.11%,73.47%,0.6860,"[0.4963943362236023, 0.5036057233810425]"
769,1,48.18%,73.51%,0.6681,"[0.4873283803462982, 0.5126716494560242]"
770,0,48.12%,73.54%,0.3915,"[0.676058292388916, 0.32394173741340637]"
771,1,48.19%,73.58%,0.3954,"[0.32659804821014404, 0.673401951789856]"
772,0,48.12%,73.61%,0.3867,"[0.6792722940444946, 0.320727676153183]"
773,1,48.19%,73.51%,0.7032,"[0.5049962997436523, 0.4950036406517029]"
774,1,48.26%,73.55%,0.6447,"[0.47518596053123474, 0.5248140096664429]"
775,1,48.32%,73.58%,0.4022,"[0.3311314284801483, 0.6688686013221741]"
776,1,48.39%,73.62%,0.3382,"[0.28696706891059875, 0.7130329608917236]"
777,1,48.46%,73.65%,0.6895,"[0.49815624952316284, 0.5018437504768372]"
778,1,48.52%,73.68%,0.6571,"[0.4816333055496216, 0.5183667540550232]"
779,0,48.46%,73.72%,0.4970,"[0.6083704829216003, 0.39162954688072205]"
780,1,48.53%,73.75%,0.6801,"[0.49343594908714294, 0.5065640807151794]"
781,0,48.47%,73.79%,0.3748,"[0.6874579191207886, 0.3125421106815338]"
782,1,48.53%,73.69%,0.6949,"[0.5008837580680847, 0.4991162121295929]"
783,0,48.47%,73.72%,0.6435,"[0.5254443287849426, 0.47455576062202454]"
784,1,48.54%,73.76%,0.6433,"[0.47446057200431824, 0.5255394577980042]"
785,0,48.47%,73.79%,0.3548,"[0.7013399004936218, 0.2986600697040558]"
786,0,48.41%,73.82%,0.3476,"[0.7063493728637695, 0.29365062713623047]"
787,0,48.35%,73.86%,0.5786,"[0.5606772899627686, 0.43932271003723145]"
788,0,48.29%,73.89%,0.3508,"[0.704108476638794, 0.29589158296585083]"
789,1,48.35%,73.92%,0.6807,"[0.4937211573123932, 0.5062787532806396]"
790,1,48.42%,73.96%,0.3937,"[0.32542383670806885, 0.6745762228965759]"
791,0,48.36%,73.99%,0.4681,"[0.6262001395225525, 0.3737999498844147]"
792,0,48.30%,74.02%,0.3893,"[0.6775060892105103, 0.32249388098716736]"
793,0,48.24%,74.06%,0.3298,"[0.7190927863121033, 0.28090718388557434]"
794,0,48.18%,74.09%,0.3852,"[0.6803248524665833, 0.31967517733573914]"
795,1,48.24%,74.12%,0.3594,"[0.3019126355648041, 0.6980873346328735]"
796,0,48.18%,74.15%,0.3859,"[0.6798221468925476, 0.3201778829097748]"
797,0,48.12%,74.19%,0.3899,"[0.6771119832992554, 0.32288798689842224]"
798,0,48.06%,74.22%,0.3822,"[0.6823408007621765, 0.3176591694355011]"
799,1,48.12%,74.25%,0.3646,"[0.3055475950241089, 0.6944524049758911]"
800,1,48.19%,74.28%,0.3682,"[0.3080448806285858, 0.6919551491737366]"
801,0,48.13%,74.19%,0.7123,"[0.49049463868141174, 0.5095053911209106]"
802,1,48.19%,74.10%,0.6956,"[0.501201331615448, 0.4987986981868744]"
803,0,48.13%,74.13%,0.6579,"[0.517927348613739, 0.482072651386261]"
804,0,48.07%,74.16%,0.3370,"[0.7139025330543518, 0.2860974669456482]"
805,1,48.14%,74.19%,0.6554,"[0.4807751178741455, 0.5192248225212097]"
806,1,48.20%,74.23%,0.6729,"[0.48975828289985657, 0.510241687297821]"
807,1,48.27%,74.26%,0.3325,"[0.2828875184059143, 0.7171124815940857]"
808,1,48.33%,74.29%,0.3613,"[0.3032321035861969, 0.6967679262161255]"
809,0,48.27%,74.32%,0.3383,"[0.7130034565925598, 0.2869965732097626]"
810,0,48.21%,74.35%,0.3542,"[0.7017346024513245, 0.29826536774635315]"
811,1,48.28%,74.26%,0.8640,"[0.5785422325134277, 0.4214577078819275]"
812,1,48.34%,74.17%,0.6982,"[0.5025233626365662, 0.4974766969680786]"
813,0,48.28%,74.20%,0.3748,"[0.6874151825904846, 0.3125848174095154]"
814,0,48.22%,74.23%,0.6668,"[0.5133326649665833, 0.48666733503341675]"
815,0,48.16%,74.14%,0.7407,"[0.47679468989372253, 0.5232053399085999]"
816,0,48.10%,74.17%,0.6719,"[0.5107424855232239, 0.4892575740814209]"
817,1,48.17%,74.21%,0.6311,"[0.46801313757896423, 0.5319868326187134]"
818,0,48.11%,74.24%,0.4163,"[0.6595038771629333, 0.34049612283706665]"
819,0,48.05%,74.27%,0.3623,"[0.6960881352424622, 0.3039119243621826]"
820,1,48.11%,74.30%,0.6914,"[0.49912065267562866, 0.5008793473243713]"
821,1,48.18%,74.33%,0.3667,"[0.3069741725921631, 0.6930258274078369]"
822,0,48.12%,74.36%,0.4010,"[0.669659435749054, 0.33034056425094604]"
823,1,48.18%,74.39%,0.3675,"[0.30750393867492676, 0.6924960017204285]"
824,0,48.12%,74.42%,0.3640,"[0.6948902606964111, 0.3051097095012665]"
825,0,48.06%,74.33%,0.7117,"[0.49079450964927673, 0.5092054605484009]"
826,1,48.13%,74.24%,0.7419,"[0.5237955451011658, 0.47620445489883423]"
827,0,48.07%,74.28%,0.3774,"[0.6856493949890137, 0.31435057520866394]"
828,0,48.01%,74.31%,0.6798,"[0.5067146420478821, 0.4932854175567627]"
829,1,48.07%,74.34%,0.3683,"[0.30808985233306885, 0.6919101476669312]"
830,1,48.13%,74.37%,0.3695,"[0.308896541595459, 0.6911035180091858]"
831,0,48.08%,74.40%,0.4042,"[0.6674935221672058, 0.3325064778327942]"
832,0,48.02%,74.43%,0.3740,"[0.6879755854606628, 0.31202441453933716]"
833,1,48.08%,74.34%,0.8571,"[0.575598955154419, 0.42440107464790344]"
834,1,48.14%,74.25%,0.9576,"[0.6162039637565613, 0.3837960660457611]"
835,1,48.21%,74.28%,0.3584,"[0.3011944591999054, 0.6988055109977722]"
836,1,48.27%,74.19%,0.6990,"[0.5029377341270447, 0.49706220626831055]"
837,1,48.33%,74.11%,0.7359,"[0.5209428668022156, 0.4790571331977844]"
838,1,48.39%,74.14%,0.3918,"[0.3241511285305023, 0.6758489012718201]"
839,1,48.45%,74.17%,0.6617,"[0.4840342700481415, 0.5159658193588257]"
840,0,48.39%,74.20%,0.4141,"[0.6609402894973755, 0.3390597105026245]"
841,1,48.46%,74.23%,0.3308,"[0.28163909912109375, 0.7183608412742615]"
842,1,48.52%,74.26%,0.3995,"[0.3293398320674896, 0.6706601977348328]"
843,1,48.58%,74.17%,0.7200,"[0.5132378339767456, 0.4867621660232544]"
844,1,48.64%,74.08%,0.7272,"[0.5167229771614075, 0.48327702283859253]"
845,1,48.70%,74.11%,0.3575,"[0.3005784749984741, 0.6994215250015259]"
846,0,48.64%,74.14%,0.3738,"[0.6880849599838257, 0.3119150698184967]"
847,1,48.70%,74.06%,0.6980,"[0.5024376511573792, 0.49756234884262085]"
848,1,48.76%,73.97%,0.7172,"[0.511880099773407, 0.488119900226593]"
849,0,48.71%,74.00%,0.6640,"[0.5147709846496582, 0.4852290153503418]"
850,0,48.65%,74.03%,0.3792,"[0.684438943862915, 0.31556111574172974]"
851,0,48.59%,74.06%,0.3967,"[0.6725080013275146, 0.32749199867248535]"
852,0,48.53%,74.09%,0.4027,"[0.6684800982475281, 0.3315199613571167]"
853,0,48.48%,74.12%,0.3650,"[0.6942147016525269, 0.30578529834747314]"
854,0,48.42%,74.15%,0.4241,"[0.6543838381767273, 0.3456161618232727]"
855,1,48.48%,74.18%,0.6837,"[0.49525022506713867, 0.5047497749328613]"
856,1,48.54%,74.21%,0.6440,"[0.4748118817806244, 0.5251880884170532]"
857,0,48.48%,74.24%,0.3668,"[0.6929790377616882, 0.30702102184295654]"
858,0,48.43%,74.27%,0.4012,"[0.6695457100868225, 0.3304543197154999]"
859,1,48.49%,74.19%,0.7288,"[0.5175149440765381, 0.48248499631881714]"
860,1,48.55%,74.10%,0.7503,"[0.527783989906311, 0.47221603989601135]"
861,1,48.61%,74.13%,0.3681,"[0.3079647421836853, 0.6920352578163147]"
862,0,48.55%,74.16%,0.6845,"[0.5043509602546692, 0.4956490993499756]"
863,0,48.50%,74.19%,0.3966,"[0.6726301908493042, 0.3273698091506958]"
864,0,48.44%,74.22%,0.3916,"[0.6759891510009766, 0.3240108788013458]"
865,0,48.38%,74.25%,0.6653,"[0.5141298770904541, 0.4858700931072235]"
866,0,48.33%,74.28%,0.4988,"[0.6072300672531128, 0.3927699029445648]"
867,0,48.27%,74.31%,0.3819,"[0.6825459003448486, 0.31745409965515137]"
868,0,48.22%,74.34%,0.4014,"[0.669352114200592, 0.33064785599708557]"
869,0,48.16%,74.37%,0.6769,"[0.5081703662872314, 0.4918295741081238]"
870,1,48.22%,74.40%,0.6764,"[0.4915628433227539, 0.5084370970726013]"
871,0,48.17%,74.43%,0.3350,"[0.7153082489967346, 0.2846917510032654]"
872,1,48.22%,74.34%,0.7257,"[0.5160378813743591, 0.4839620292186737]"
873,0,48.17%,74.37%,0.6579,"[0.5179154872894287, 0.4820844829082489]"
874,1,48.23%,74.40%,0.6463,"[0.4760434925556183, 0.5239564776420593]"
875,0,48.17%,74.43%,0.3698,"[0.6908788681030273, 0.30912110209465027]"
876,1,48.23%,74.46%,0.6839,"[0.49535730481147766, 0.5046427845954895]"
877,0,48.18%,74.49%,0.5398,"[0.5828381776809692, 0.4171617925167084]"
878,0,48.12%,74.52%,0.3402,"[0.711622416973114, 0.288377583026886]"
879,1,48.18%,74.55%,0.6538,"[0.47994232177734375, 0.520057737827301]"
880,0,48.13%,74.57%,0.4917,"[0.6115763187408447, 0.38842374086380005]"
881,0,48.07%,74.60%,0.3956,"[0.673255443572998, 0.32674458622932434]"
882,0,48.02%,74.63%,0.3450,"[0.7082133889198303, 0.2917865514755249]"
883,1,48.08%,74.66%,0.6861,"[0.49644455313682556, 0.5035554766654968]"
884,0,48.02%,74.69%,0.3824,"[0.6822359561920166, 0.3177640736103058]"
885,0,47.97%,74.72%,0.3875,"[0.678764283657074, 0.321235716342926]"
886,0,47.91%,74.75%,0.3335,"[0.7164163589477539, 0.2835836410522461]"
887,1,47.97%,74.77%,0.6744,"[0.490548700094223, 0.5094513297080994]"
888,1,48.03%,74.80%,0.3609,"[0.30298295617103577, 0.6970170736312866]"
889,1,48.09%,74.83%,0.6754,"[0.49106934666633606, 0.5089306831359863]"
890,1,48.15%,74.75%,0.8952,"[0.5914627313613892, 0.4085372984409332]"
891,0,48.09%,74.78%,0.4017,"[0.6691520810127258, 0.33084797859191895]"
892,1,48.15%,74.80%,0.3547,"[0.2986007630825043, 0.7013993263244629]"
893,1,48.21%,74.72%,0.7493,"[0.5272899270057678, 0.4727100431919098]"
894,0,48.16%,74.75%,0.5204,"[0.5942971110343933, 0.4057029187679291]"
895,0,48.10%,74.78%,0.3895,"[0.6773717403411865, 0.3226282596588135]"
896,1,48.16%,74.69%,0.7466,"[0.526035726070404, 0.47396421432495117]"
897,0,48.11%,74.72%,0.3553,"[0.7009826898574829, 0.2990173399448395]"
898,0,48.05%,74.75%,0.3893,"[0.6774996519088745, 0.3225003480911255]"
899,1,48.11%,74.78%,0.3517,"[0.29653316736221313, 0.7034668326377869]"
900,0,48.06%,74.81%,0.3926,"[0.6753053069114685, 0.3246946930885315]"
901,0,48.00%,74.83%,0.3374,"[0.7135886549949646, 0.286411315202713]"
902,1,48.06%,74.86%,0.6929,"[0.49987319111824036, 0.500126838684082]"
903,0,48.01%,74.89%,0.3892,"[0.6775916814804077, 0.32240837812423706]"
904,1,48.07%,74.92%,0.6887,"[0.4977540075778961, 0.502246081829071]"
905,1,48.12%,74.83%,0.7006,"[0.5037065744400024, 0.4962935149669647]"
906,1,48.18%,74.86%,0.6492,"[0.4775426685810089, 0.5224573016166687]"
907,1,48.24%,74.89%,0.3455,"[0.2921081483364105, 0.7078918218612671]"
908,0,48.18%,74.92%,0.3600,"[0.6977059841156006, 0.302293986082077]"
909,1,48.24%,74.95%,0.6584,"[0.4823223352432251, 0.5176777243614197]"
910,0,48.19%,74.97%,0.3870,"[0.6790910363197327, 0.3209089934825897]"
911,1,48.25%,75.00%,0.6862,"[0.49653634428977966, 0.503463625907898]"
912,1,48.30%,74.92%,0.7545,"[0.5297648906707764, 0.47023507952690125]"
913,1,48.36%,74.95%,0.6925,"[0.49968287348747253, 0.5003171563148499]"
914,0,48.31%,74.97%,0.3951,"[0.6736041307449341, 0.32639580965042114]"
915,0,48.25%,75.00%,0.3747,"[0.6875237822532654, 0.3124763071537018]"
916,0,48.20%,75.03%,0.3981,"[0.6715778708457947, 0.3284221589565277]"
917,1,48.26%,75.05%,0.6500,"[0.4779778718948364, 0.5220220685005188]"
918,0,48.20%,75.08%,0.3595,"[0.6980498433113098, 0.3019501864910126]"
919,0,48.15%,75.11%,0.3720,"[0.6893343925476074, 0.31066566705703735]"
920,0,48.10%,75.14%,0.3555,"[0.7007887363433838, 0.29921120405197144]"
921,0,48.05%,75.16%,0.3746,"[0.6875362396240234, 0.31246381998062134]"
922,0,48.00%,75.19%,0.3914,"[0.6760918498039246, 0.3239081799983978]"
923,0,47.94%,75.22%,0.3454,"[0.7079315185546875, 0.2920685112476349]"
924,0,47.89%,75.24%,0.3772,"[0.6857665777206421, 0.3142334222793579]"
925,1,47.95%,75.27%,0.6396,"[0.47248438000679016, 0.5275156497955322]"
926,0,47.90%,75.30%,0.4016,"[0.6692368388175964, 0.33076322078704834]"
927,0,47.84%,75.32%,0.6056,"[0.5457715392112732, 0.4542284905910492]"
928,0,47.79%,75.35%,0.4005,"[0.669970691204071, 0.33002930879592896]"
929,0,47.74%,75.38%,0.4935,"[0.6104679107666016, 0.38953205943107605]"
930,0,47.69%,75.40%,0.3522,"[0.7031078338623047, 0.2968921363353729]"
931,1,47.75%,75.43%,0.3639,"[0.3050673305988312, 0.6949326395988464]"
932,0,47.70%,75.46%,0.6853,"[0.5039210319519043, 0.4960789978504181]"
933,0,47.64%,75.48%,0.3755,"[0.6869416236877441, 0.31305843591690063]"
934,1,47.70%,75.40%,0.9201,"[0.6015244126319885, 0.3984755575656891]"
935,0,47.65%,75.43%,0.3732,"[0.6885223388671875, 0.3114776015281677]"
936,1,47.71%,75.45%,0.3797,"[0.3159388303756714, 0.6840611696243286]"
937,0,47.65%,75.48%,0.4011,"[0.6696129441261292, 0.33038702607154846]"
938,1,47.71%,75.51%,0.3446,"[0.29146572947502136, 0.708534300327301]"
939,0,47.66%,75.53%,0.3918,"[0.6758295893669128, 0.32417038083076477]"
940,1,47.72%,75.56%,0.3825,"[0.3178284466266632, 0.6821715831756592]"
941,1,47.77%,75.58%,0.3639,"[0.30503740906715393, 0.6949626207351685]"
942,0,47.72%,75.61%,0.3654,"[0.6939343810081482, 0.3060656189918518]"
943,0,47.67%,75.64%,0.3529,"[0.7026270627975464, 0.2973729372024536]"
944,1,47.72%,75.66%,0.3689,"[0.3085050880908966, 0.6914949417114258]"
945,0,47.67%,75.58%,0.7218,"[0.48586931824684143, 0.5141306519508362]"
946,1,47.73%,75.61%,0.6591,"[0.4826657772064209, 0.5173342227935791]"
947,0,47.68%,75.63%,0.3775,"[0.6855874061584473, 0.31441259384155273]"
948,1,47.73%,75.55%,0.7054,"[0.5060981512069702, 0.4939018785953522]"
949,0,47.68%,75.58%,0.6549,"[0.5194754600524902, 0.4805245101451874]"
950,1,47.74%,75.60%,0.6731,"[0.4898521602153778, 0.5101478099822998]"
951,1,47.79%,75.53%,0.7060,"[0.506393551826477, 0.49360644817352295]"
952,0,47.74%,75.55%,0.3758,"[0.6867302656173706, 0.313269704580307]"
953,0,47.69%,75.58%,0.3460,"[0.7075445652008057, 0.29245543479919434]"
954,1,47.75%,75.60%,0.6645,"[0.4854928255081177, 0.5145071744918823]"
955,0,47.70%,75.63%,0.5416,"[0.5818118453025818, 0.4181881546974182]"
956,1,47.75%,75.55%,0.7369,"[0.5213962197303772, 0.4786037504673004]"
957,1,47.81%,75.47%,0.8534,"[0.5740522146224976, 0.42594781517982483]"
958,0,47.76%,75.50%,0.3343,"[0.715828537940979, 0.2841714322566986]"
959,1,47.81%,75.52%,0.3825,"[0.3178356885910034, 0.6821643114089966]"
960,1,47.87%,75.44%,0.6963,"[0.501594066619873, 0.4984058737754822]"
961,1,47.92%,75.36%,0.7436,"[0.5246114134788513, 0.47538861632347107]"
962,1,47.98%,75.39%,0.3872,"[0.3210369050502777, 0.6789630651473999]"
963,1,48.03%,75.31%,0.7445,"[0.5250518321990967, 0.4749482274055481]"
964,0,47.98%,75.34%,0.4055,"[0.6666263937950134, 0.3333736062049866]"
965,0,47.93%,75.36%,0.3633,"[0.6953781843185425, 0.3046218156814575]"
966,1,47.98%,75.28%,0.7343,"[0.5201733112335205, 0.4798266887664795]"
967,1,48.04%,75.21%,0.7458,"[0.5256220698356628, 0.47437790036201477]"
968,0,47.99%,75.23%,0.3621,"[0.6961895227432251, 0.3038105070590973]"
969,1,48.04%,75.26%,0.3437,"[0.290828675031662, 0.7091713547706604]"
970,1,48.09%,75.28%,0.6493,"[0.47760412096977234, 0.52239590883255]"
971,0,48.05%,75.31%,0.3726,"[0.6889067888259888, 0.31109318137168884]"
972,0,48.00%,75.33%,0.3737,"[0.6881897449493408, 0.311810165643692]"
973,0,47.95%,75.36%,0.4654,"[0.6278748512268066, 0.37212517857551575]"
974,1,48.00%,75.28%,0.7544,"[0.5296966433525085, 0.4703032672405243]"
975,1,48.05%,75.31%,0.3689,"[0.30851495265960693, 0.6914850473403931]"
976,1,48.11%,75.33%,0.3560,"[0.29950132966041565, 0.700498640537262]"
977,1,48.16%,75.36%,0.3663,"[0.306708425283432, 0.6932915449142456]"
978,0,48.11%,75.38%,0.3544,"[0.7015811800956726, 0.29841887950897217]"
979,1,48.16%,75.31%,0.7004,"[0.503606915473938, 0.4963930547237396]"
980,0,48.11%,75.33%,0.3801,"[0.6837711930274963, 0.31622886657714844]"
981,0,48.07%,75.36%,0.5538,"[0.5747587084770203, 0.4252413213253021]"
982,1,48.12%,75.28%,0.7162,"[0.511378824710846, 0.48862120509147644]"
983,1,48.17%,75.20%,0.8530,"[0.5738706588745117, 0.4261293113231659]"
984,1,48.22%,75.23%,0.6486,"[0.4772002696990967, 0.5227997303009033]"
985,1,48.28%,75.25%,0.6190,"[0.4615245461463928, 0.5384754538536072]"
986,1,48.33%,75.28%,0.6408,"[0.4731366038322449, 0.5268634557723999]"
987,1,48.38%,75.20%,0.7282,"[0.5172409415245056, 0.48275911808013916]"
988,1,48.43%,75.23%,0.3917,"[0.3240845203399658, 0.6759154796600342]"
989,0,48.38%,75.25%,0.5046,"[0.6037290096282959, 0.3962709605693817]"
990,1,48.44%,75.28%,0.3860,"[0.32021868228912354, 0.6797813177108765]"
991,1,48.49%,75.30%,0.6781,"[0.49242517352104187, 0.5075749158859253]"
992,0,48.44%,75.33%,0.3638,"[0.6949996948242188, 0.30500033497810364]"
993,0,48.39%,75.35%,0.4047,"[0.6671510338783264, 0.3328489661216736]"
994,0,48.34%,75.38%,0.3901,"[0.6770041584968567, 0.3229958713054657]"
995,1,48.39%,75.40%,0.3846,"[0.31927141547203064, 0.680728554725647]"
996,0,48.35%,75.43%,0.6613,"[0.5161715745925903, 0.48382845520973206]"
997,0,48.30%,75.45%,0.3492,"[0.7052459120750427, 0.29475411772727966]"
998,1,48.35%,75.38%,0.7433,"[0.524456799030304, 0.47554314136505127]"
999,0,48.30%,75.40%,0.3572,"[0.6996579766273499, 0.30034202337265015]"
1000,0,48.25%,75.42%,0.3467,"[0.707032322883606, 0.2929677367210388]"
1001,1,48.30%,75.45%,0.6527,"[0.4793626666069031, 0.5206372737884521]"
1002,1,48.35%,75.47%,0.6630,"[0.4846719801425934, 0.515328049659729]"
1003,1,48.41%,75.40%,0.9498,"[0.6131935715675354, 0.3868064284324646]"
1004,1,48.46%,75.42%,0.6833,"[0.49507004022598267, 0.5049300193786621]"
1005,0,48.41%,75.45%,0.3400,"[0.7117900252342224, 0.2882099747657776]"
1006,1,48.46%,75.47%,0.6385,"[0.4719003438949585, 0.5280997157096863]"
1007,0,48.41%,75.40%,0.7162,"[0.48858246207237244, 0.5114174485206604]"
1008,0,48.36%,75.42%,0.3584,"[0.698826014995575, 0.3011740446090698]"
1009,1,48.42%,75.35%,0.6954,"[0.5011321306228638, 0.49886780977249146]"
1010,1,48.47%,75.27%,0.8899,"[0.5892983675003052, 0.41070160269737244]"
1011,1,48.52%,75.30%,0.3450,"[0.2917924225330353, 0.7082075476646423]"
1012,0,48.47%,75.32%,0.6831,"[0.5050690174102783, 0.4949309825897217]"
1013,0,48.42%,75.35%,0.3835,"[0.6814619302749634, 0.3185381293296814]"
1014,0,48.37%,75.37%,0.4090,"[0.6642826795578003, 0.3357172906398773]"
1015,1,48.43%,75.39%,0.6748,"[0.4907478988170624, 0.50925213098526]"
1016,1,48.48%,75.42%,0.3514,"[0.29630136489868164, 0.7036986351013184]"
1017,0,48.43%,75.44%,0.3635,"[0.6952702403068542, 0.30472975969314575]"
1018,1,48.48%,75.47%,0.3930,"[0.3249766528606415, 0.6750233769416809]"
1019,0,48.43%,75.49%,0.3662,"[0.6933642029762268, 0.3066357672214508]"
1020,1,48.48%,75.42%,0.9513,"[0.613749623298645, 0.3862503468990326]"
1021,1,48.53%,75.44%,0.3371,"[0.2861708700656891, 0.7138291597366333]"
1022,0,48.48%,75.46%,0.3988,"[0.6711307168006897, 0.3288692831993103]"
1023,0,48.44%,75.49%,0.3802,"[0.6837395429611206, 0.316260427236557]"
1024,0,48.39%,75.51%,0.3498,"[0.704795777797699, 0.2952042818069458]"
1025,1,48.44%,75.54%,0.6562,"[0.48117220401763916, 0.5188277959823608]"
1026,1,48.49%,75.56%,0.3636,"[0.30483031272888184, 0.6951696872711182]"
1027,1,48.54%,75.49%,0.7190,"[0.5127485990524292, 0.4872514009475708]"
1028,0,48.49%,75.51%,0.3752,"[0.6871516108512878, 0.31284835934638977]"
1029,0,48.45%,75.53%,0.3778,"[0.6853388547897339, 0.3146611452102661]"
1030,1,48.50%,75.56%,0.4029,"[0.3316124379634857, 0.6683875918388367]"
1031,0,48.45%,75.58%,0.3567,"[0.6999854445457458, 0.30001455545425415]"
1032,0,48.40%,75.61%,0.3626,"[0.695852518081665, 0.30414748191833496]"
1033,0,48.36%,75.63%,0.3389,"[0.7125875949859619, 0.28741246461868286]"
1034,0,48.31%,75.65%,0.3437,"[0.7091664671897888, 0.29083359241485596]"
1035,1,48.36%,75.68%,0.6630,"[0.4846857488155365, 0.5153141617774963]"
1036,1,48.41%,75.70%,0.6353,"[0.4702490270137787, 0.5297510027885437]"
1037,1,48.46%,75.72%,0.6769,"[0.49183374643325806, 0.5081662535667419]"
1038,1,48.51%,75.75%,0.4148,"[0.3395325839519501, 0.6604675054550171]"
1039,0,48.46%,75.77%,0.3995,"[0.6706257462501526, 0.329374223947525]"
1040,0,48.41%,75.79%,0.3468,"[0.7069739103317261, 0.2930261194705963]"
1041,0,48.37%,75.82%,0.6684,"[0.5125063061714172, 0.4874936640262604]"
1042,1,48.42%,75.74%,0.7410,"[0.5233619213104248, 0.4766380488872528]"
1043,0,48.37%,75.77%,0.3949,"[0.6737791299819946, 0.32622087001800537]"
1044,0,48.33%,75.79%,0.3749,"[0.6873627305030823, 0.3126372694969177]"
1045,0,48.28%,75.81%,0.3797,"[0.6840934753417969, 0.3159065246582031]"
1046,1,48.33%,75.74%,0.7028,"[0.5048156976699829, 0.49518436193466187]"
1047,0,48.28%,75.76%,0.3650,"[0.6942175626754761, 0.30578240752220154]"
1048,0,48.24%,75.79%,0.3765,"[0.6862425208091736, 0.3137574791908264]"
1049,0,48.19%,75.81%,0.3424,"[0.7100429534912109, 0.28995707631111145]"
1050,0,48.14%,75.83%,0.3925,"[0.6753725409507751, 0.32462742924690247]"
1051,0,48.10%,75.86%,0.5096,"[0.600760281085968, 0.3992396891117096]"
1052,0,48.05%,75.88%,0.4160,"[0.6597003936767578, 0.3402996063232422]"
1053,0,48.01%,75.90%,0.3373,"[0.713702380657196, 0.28629764914512634]"
1054,1,48.06%,75.83%,0.7478,"[0.5265911817550659, 0.4734087586402893]"
1055,1,48.11%,75.85%,0.6763,"[0.4914807379245758, 0.5085192918777466]"
1056,1,48.16%,75.78%,0.7043,"[0.5055403709411621, 0.49445968866348267]"
1057,1,48.20%,75.71%,0.9283,"[0.604756236076355, 0.395243763923645]"
1058,1,48.25%,75.64%,0.7284,"[0.5173330903053284, 0.482666939496994]"
1059,0,48.21%,75.66%,0.3458,"[0.7076604962348938, 0.2923395037651062]"
1060,0,48.16%,75.68%,0.3864,"[0.6795130968093872, 0.3204869031906128]"
1061,0,48.12%,75.71%,0.3791,"[0.6844965219497681, 0.3155035078525543]"
1062,1,48.17%,75.73%,0.3685,"[0.30824658274650574, 0.6917534470558167]"
1063,1,48.21%,75.66%,0.7160,"[0.5112807154655457, 0.48871925473213196]"
1064,0,48.17%,75.68%,0.3719,"[0.6893998980522156, 0.3106001317501068]"
1065,1,48.22%,75.70%,0.6833,"[0.49504607915878296, 0.5049538612365723]"
1066,0,48.17%,75.73%,0.3589,"[0.6984463334083557, 0.3015536963939667]"
1067,1,48.22%,75.66%,0.7083,"[0.507503092288971, 0.49249696731567383]"
