round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output
720,1,47.30%,78.36%,0.2543,"[0.22456590831279755, 0.7754340767860413]"
721,1,47.37%,78.39%,0.5117,"[0.40050920844078064, 0.5994908213615417]"
722,1,47.44%,78.42%,0.2247,"[0.20122314989566803, 0.7987768054008484]"
723,0,47.38%,78.45%,0.0138,"[0.9862990975379944, 0.013700935989618301]"
724,1,47.45%,78.48%,0.3816,"[0.3172244727611542, 0.6827755570411682]"
725,0,47.38%,78.51%,0.0168,"[0.9832947850227356, 0.016705244779586792]"
726,1,47.46%,78.54%,0.0680,"[0.06574684381484985, 0.9342532157897949]"
727,0,47.39%,78.57%,0.0355,"[0.9650833606719971, 0.034916605800390244]"
728,0,47.33%,78.60%,0.0079,"[0.9921327233314514, 0.00786729995161295]"
729,1,47.40%,78.63%,0.1277,"[0.11989159882068634, 0.8801084160804749]"
730,1,47.47%,78.66%,0.1229,"[0.11561188846826553, 0.8843881487846375]"
731,1,47.54%,78.69%,0.1237,"[0.1163618192076683, 0.8836382031440735]"
732,1,47.61%,78.72%,0.0625,"[0.06055086478590965, 0.9394491314888]"
733,1,47.68%,78.75%,0.0165,"[0.016342749819159508, 0.98365718126297]"
734,1,47.76%,78.78%,0.0512,"[0.0499466173350811, 0.950053334236145]"
735,0,47.69%,78.80%,0.0172,"[0.9829467535018921, 0.01705321855843067]"
736,1,47.76%,78.83%,0.1626,"[0.15004122257232666, 0.8499587774276733]"
737,1,47.83%,78.86%,0.0144,"[0.014320005662739277, 0.9856799840927124]"
738,0,47.77%,78.76%,2.2493,"[0.10547054558992386, 0.894529402256012]"
739,0,47.70%,78.78%,0.0328,"[0.9677323698997498, 0.03226768970489502]"
740,1,47.77%,78.81%,0.0147,"[0.014628036879003048, 0.985372006893158]"
741,1,47.84%,78.84%,0.0487,"[0.0475739948451519, 0.9524259567260742]"
742,1,47.91%,78.87%,0.0143,"[0.014204626902937889, 0.9857953786849976]"
743,1,47.98%,78.90%,0.0545,"[0.053061213344335556, 0.9469388127326965]"
744,1,48.05%,78.93%,0.1694,"[0.15578964352607727, 0.8442103862762451]"
745,1,48.12%,78.95%,0.0606,"[0.05883984640240669, 0.9411602020263672]"
746,1,48.19%,78.98%,0.0831,"[0.07973670959472656, 0.9202633500099182]"
747,1,48.26%,79.01%,0.0717,"[0.06923265755176544, 0.9307673573493958]"
748,1,48.33%,79.04%,0.0473,"[0.046180952340364456, 0.9538190960884094]"
749,0,48.27%,79.07%,0.0075,"[0.9924875497817993, 0.007512458134442568]"
750,0,48.20%,79.09%,0.0156,"[0.9845396876335144, 0.015460285358130932]"
751,0,48.14%,79.12%,0.0777,"[0.9251975417137146, 0.07480240613222122]"
752,1,48.21%,79.15%,0.0739,"[0.07121685892343521, 0.9287831783294678]"
753,1,48.28%,79.18%,0.0367,"[0.036026328802108765, 0.9639737010002136]"
754,1,48.34%,79.21%,0.0551,"[0.05363784730434418, 0.9463621377944946]"
755,0,48.28%,79.23%,0.0071,"[0.9929214119911194, 0.007078582886606455]"
756,0,48.22%,79.26%,0.0102,"[0.9898374676704407, 0.010162565857172012]"
757,1,48.28%,79.29%,0.0352,"[0.03455222398042679, 0.9654477834701538]"
758,0,48.22%,79.18%,2.7312,"[0.06514345854520798, 0.9348565340042114]"
759,0,48.16%,79.21%,0.0073,"[0.9927535653114319, 0.007246355060487986]"
760,0,48.09%,79.24%,0.5342,"[0.5861368179321289, 0.4138631522655487]"
761,1,48.16%,79.27%,0.0146,"[0.014490779489278793, 0.9855092167854309]"
762,1,48.23%,79.29%,0.0707,"[0.06829366087913513, 0.9317063689231873]"
763,0,48.17%,79.32%,0.0044,"[0.9956069588661194, 0.0043930853717029095]"
764,0,48.10%,79.35%,0.5523,"[0.5756147503852844, 0.4243851602077484]"
765,0,48.04%,79.37%,0.3792,"[0.6844329833984375, 0.3155670166015625]"
766,1,48.11%,79.40%,0.2575,"[0.22704480588436127, 0.7729552388191223]"
767,0,48.05%,79.43%,0.1029,"[0.9022499918937683, 0.0977499783039093]"
768,1,48.11%,79.45%,0.2782,"[0.2428545206785202, 0.7571454048156738]"
769,1,48.18%,79.48%,0.2103,"[0.1896784007549286, 0.810321569442749]"
770,0,48.12%,79.51%,0.0023,"[0.9977255463600159, 0.0022744571324437857]"
771,1,48.19%,79.53%,0.0184,"[0.01825530454516411, 0.9817447066307068]"
772,0,48.12%,79.56%,0.0021,"[0.9978911280632019, 0.0021088889334350824]"
773,1,48.19%,79.59%,0.4184,"[0.3419239819049835, 0.6580759882926941]"
774,1,48.26%,79.61%,0.2724,"[0.23842337727546692, 0.7615765929222107]"
775,1,48.32%,79.64%,0.0210,"[0.02076057717204094, 0.9792394638061523]"
776,1,48.39%,79.67%,0.0216,"[0.02136605978012085, 0.9786338806152344]"
777,1,48.46%,79.69%,0.3086,"[0.2655546963214874, 0.7344452738761902]"
778,1,48.52%,79.72%,0.1383,"[0.1291724294424057, 0.8708275556564331]"
779,0,48.46%,79.74%,0.0638,"[0.9381669163703918, 0.06183309480547905]"
780,1,48.53%,79.77%,0.4379,"[0.3546104431152344, 0.6453895568847656]"
781,0,48.47%,79.80%,0.0016,"[0.9983870983123779, 0.0016129231080412865]"
782,1,48.53%,79.82%,0.0452,"[0.04417381063103676, 0.9558262228965759]"
783,0,48.47%,79.72%,2.0007,"[0.13524338603019714, 0.8647566437721252]"
784,1,48.54%,79.75%,0.2966,"[0.2566632628440857, 0.7433367371559143]"
785,0,48.47%,79.77%,0.0150,"[0.9851144552230835, 0.01488554012030363]"
786,0,48.41%,79.80%,0.0033,"[0.9966775178909302, 0.00332248630002141]"
787,0,48.35%,79.70%,1.0190,"[0.3609459102153778, 0.6390541195869446]"
788,0,48.29%,79.72%,0.0029,"[0.9971303343772888, 0.002869674935936928]"
789,1,48.35%,79.75%,0.2886,"[0.25065550208091736, 0.7493444681167603]"
790,1,48.42%,79.77%,0.0148,"[0.014740251004695892, 0.9852597713470459]"
791,0,48.36%,79.67%,0.7905,"[0.4536014497280121, 0.5463985204696655]"
792,0,48.30%,79.70%,0.0028,"[0.9971700310707092, 0.0028300283011049032]"
793,0,48.24%,79.72%,0.0023,"[0.9977472424507141, 0.00225267861969769]"
794,0,48.18%,79.75%,0.0023,"[0.9977446794509888, 0.002255373867228627]"
795,1,48.24%,79.77%,0.0168,"[0.016668329015374184, 0.9833316802978516]"
796,0,48.18%,79.80%,0.0021,"[0.9979318380355835, 0.0020681244786828756]"
797,0,48.12%,79.82%,0.0017,"[0.9982967972755432, 0.0017031762981787324]"
798,0,48.06%,79.85%,0.0018,"[0.998199462890625, 0.001800565980374813]"
799,1,48.12%,79.88%,0.0191,"[0.01892770081758499, 0.9810723662376404]"
800,1,48.19%,79.90%,0.0215,"[0.021233247593045235, 0.9787667989730835]"
801,0,48.13%,79.93%,0.4516,"[0.6365840435028076, 0.3634158968925476]"
802,1,48.19%,79.95%,0.4705,"[0.37533485889434814, 0.6246651411056519]"
803,0,48.13%,79.85%,1.2087,"[0.2985805571079254, 0.7014194130897522]"
804,0,48.07%,79.88%,0.0020,"[0.9980292916297913, 0.001970705110579729]"
805,1,48.14%,79.90%,0.2509,"[0.22187386453151703, 0.7781261205673218]"
806,1,48.20%,79.80%,1.0998,"[0.6670516729354858, 0.3329482972621918]"
807,1,48.27%,79.83%,0.0239,"[0.02358740009367466, 0.9764126539230347]"
808,1,48.33%,79.85%,0.0211,"[0.020919116213917732, 0.979080855846405]"
809,0,48.27%,79.88%,0.0013,"[0.9986937642097473, 0.0013062896905466914]"
810,0,48.21%,79.90%,0.0019,"[0.9980948567390442, 0.0019050843548029661]"
811,1,48.28%,79.80%,2.4754,"[0.9158695936203003, 0.08413037657737732]"
812,1,48.34%,79.70%,1.5084,"[0.7787439227104187, 0.22125601768493652]"
813,0,48.28%,79.73%,0.0030,"[0.9969921112060547, 0.003007898572832346]"
814,0,48.22%,79.63%,2.2182,"[0.10880879312753677, 0.8911911845207214]"
815,0,48.16%,79.53%,1.3272,"[0.26521533727645874, 0.7347846627235413]"
816,0,48.10%,79.44%,1.1342,"[0.32167765498161316, 0.6783223748207092]"
817,1,48.17%,79.46%,0.1240,"[0.11661756038665771, 0.8833824992179871]"
818,0,48.11%,79.49%,0.0178,"[0.9823775291442871, 0.017622509971261024]"
819,0,48.05%,79.51%,0.0049,"[0.9950681924819946, 0.004931775387376547]"
820,1,48.11%,79.54%,0.2972,"[0.25707900524139404, 0.742920994758606]"
821,1,48.18%,79.56%,0.0244,"[0.024123894050717354, 0.9758761525154114]"
822,0,48.12%,79.59%,0.0031,"[0.9968891739845276, 0.003110884688794613]"
823,1,48.18%,79.61%,0.0234,"[0.023128608241677284, 0.9768714308738708]"
824,0,48.12%,79.64%,0.0045,"[0.9954892992973328, 0.0045106662437319756]"
825,0,48.06%,79.54%,1.8549,"[0.15647470951080322, 0.8435253500938416]"
826,1,48.13%,79.56%,0.3062,"[0.2637583315372467, 0.7362416982650757]"
827,0,48.07%,79.59%,0.0050,"[0.9949853420257568, 0.00501467427238822]"
828,0,48.01%,79.49%,0.7591,"[0.4680914282798767, 0.5319085717201233]"
829,1,48.07%,79.52%,0.0315,"[0.030982786789536476, 0.9690172672271729]"
830,1,48.13%,79.54%,0.0331,"[0.032586030662059784, 0.9674139618873596]"
831,0,48.08%,79.57%,0.0021,"[0.9978851675987244, 0.002114781178534031]"
832,0,48.02%,79.59%,0.0020,"[0.9979528188705444, 0.0020471925381571054]"
833,1,48.08%,79.50%,1.6504,"[0.8080289363861084, 0.1919710785150528]"
834,1,48.14%,79.40%,2.1701,"[0.8858322501182556, 0.11416775733232498]"
835,1,48.21%,79.43%,0.0402,"[0.039385054260492325, 0.9606149196624756]"
836,1,48.27%,79.33%,1.2413,"[0.7109912037849426, 0.2890087366104126]"
837,1,48.33%,79.36%,0.4615,"[0.3696492910385132, 0.6303507089614868]"
838,1,48.39%,79.38%,0.0370,"[0.03634626418352127, 0.9636537432670593]"
839,1,48.45%,79.40%,0.3101,"[0.2666058838367462, 0.7333940863609314]"
840,0,48.39%,79.43%,0.0086,"[0.9914591312408447, 0.008540833368897438]"
841,1,48.46%,79.45%,0.0249,"[0.024634573608636856, 0.9753654599189758]"
842,1,48.52%,79.48%,0.0235,"[0.023205429315567017, 0.9767945408821106]"
843,1,48.58%,79.50%,0.1145,"[0.10822643339633942, 0.8917735815048218]"
844,1,48.64%,79.53%,0.0870,"[0.08329367637634277, 0.9167063236236572]"
845,1,48.70%,79.55%,0.0229,"[0.02263714373111725, 0.977362871170044]"
846,0,48.64%,79.57%,0.0619,"[0.9399678707122803, 0.060032084584236145]"
847,1,48.70%,79.60%,0.0483,"[0.04716135933995247, 0.9528385996818542]"
848,1,48.76%,79.62%,0.0703,"[0.06791999191045761, 0.9320799708366394]"
849,0,48.71%,79.53%,3.0675,"[0.046539388597011566, 0.953460693359375]"
850,0,48.65%,79.55%,0.0939,"[0.9103814363479614, 0.08961856365203857]"
851,0,48.59%,79.58%,0.0608,"[0.9410176873207092, 0.058982279151678085]"
852,0,48.53%,79.60%,0.1376,"[0.8714760541915894, 0.12852393090724945]"
853,0,48.48%,79.63%,0.0966,"[0.9078819751739502, 0.09211798012256622]"
854,0,48.42%,79.65%,0.1482,"[0.8622652888298035, 0.13773475587368011]"
855,1,48.48%,79.67%,0.0797,"[0.07665026187896729, 0.9233496785163879]"
856,1,48.54%,79.70%,0.1090,"[0.10324432700872421, 0.8967556953430176]"
857,0,48.48%,79.72%,0.0737,"[0.9289360046386719, 0.07106400281190872]"
858,0,48.43%,79.74%,0.0784,"[0.9246245622634888, 0.07537547498941422]"
859,1,48.49%,79.77%,0.0594,"[0.057658493518829346, 0.9423415064811707]"
860,1,48.55%,79.79%,0.0619,"[0.06000494211912155, 0.9399950504302979]"
861,1,48.61%,79.81%,0.0197,"[0.01953176036477089, 0.9804682731628418]"
862,0,48.55%,79.72%,2.8751,"[0.05641325190663338, 0.9435867667198181]"
863,0,48.50%,79.75%,0.0229,"[0.9773610830307007, 0.02263897843658924]"
864,0,48.44%,79.77%,0.0208,"[0.9793963432312012, 0.020603714510798454]"
865,0,48.38%,79.68%,2.9360,"[0.053076379001140594, 0.9469236135482788]"
866,0,48.33%,79.58%,1.5823,"[0.20549368858337402, 0.794506311416626]"
867,0,48.27%,79.61%,0.0322,"[0.9683019518852234, 0.031698040664196014]"
868,0,48.22%,79.63%,0.0151,"[0.9849980473518372, 0.015001989901065826]"
869,0,48.16%,79.54%,2.3310,"[0.09719984978437424, 0.9028002023696899]"
870,1,48.22%,79.56%,0.1578,"[0.1460207998752594, 0.853979229927063]"
871,0,48.17%,79.59%,0.0114,"[0.9887111186981201, 0.011288845911622047]"
872,1,48.22%,79.61%,0.1745,"[0.16010724008083344, 0.8398928046226501]"
873,0,48.17%,79.52%,1.6950,"[0.18360836803913116, 0.8163915872573853]"
874,1,48.23%,79.54%,0.2284,"[0.20417089760303497, 0.7958290576934814]"
875,0,48.17%,79.57%,0.0092,"[0.9908530116081238, 0.009147005155682564]"
876,1,48.23%,79.59%,0.4027,"[0.33149197697639465, 0.6685080528259277]"
877,0,48.18%,79.61%,0.0558,"[0.9456897974014282, 0.05431022867560387]"
878,0,48.12%,79.64%,0.0059,"[0.9941582679748535, 0.005841735750436783]"
879,1,48.18%,79.66%,0.2602,"[0.22912205755710602, 0.7708780169487]"
880,0,48.13%,79.68%,0.0553,"[0.9461888074874878, 0.053811173886060715]"
881,0,48.07%,79.71%,0.0072,"[0.9928144812583923, 0.0071854968555271626]"
882,0,48.02%,79.73%,0.0058,"[0.9942232966423035, 0.005776699166744947]"
883,1,48.08%,79.75%,0.3411,"[0.2889883518218994, 0.7110116481781006]"
884,0,48.02%,79.77%,0.0117,"[0.9883918166160583, 0.011608200147747993]"
885,0,47.97%,79.80%,0.0048,"[0.9951984286308289, 0.004801556468009949]"
886,0,47.91%,79.82%,0.0068,"[0.9932559728622437, 0.006743967067450285]"
887,1,47.97%,79.73%,1.1249,"[0.6753309965133667, 0.3246689736843109]"
888,1,48.03%,79.75%,0.0917,"[0.08760198205709457, 0.9123979806900024]"
889,1,48.09%,79.78%,0.5175,"[0.4039900004863739, 0.5960100889205933]"
890,1,48.15%,79.69%,1.2769,"[0.7211093902587891, 0.27889060974121094]"
891,0,48.09%,79.71%,0.0122,"[0.987860381603241, 0.01213961374014616]"
892,1,48.15%,79.73%,0.0974,"[0.0927974283695221, 0.9072025418281555]"
893,1,48.21%,79.75%,0.5388,"[0.41655153036117554, 0.5834485292434692]"
894,0,48.16%,79.78%,0.4081,"[0.6649051904678345, 0.3350948095321655]"
895,0,48.10%,79.69%,1.1599,"[0.313512921333313, 0.6864870190620422]"
896,1,48.16%,79.71%,0.2034,"[0.18406645953655243, 0.8159335851669312]"
897,0,48.11%,79.73%,0.0100,"[0.9900112748146057, 0.009988789446651936]"
898,0,48.05%,79.76%,0.0113,"[0.9887914657592773, 0.01120852492749691]"
899,1,48.11%,79.78%,0.0716,"[0.06908965110778809, 0.9309103488922119]"
900,0,48.06%,79.69%,1.4615,"[0.2318827211856842, 0.7681172490119934]"
901,0,48.00%,79.71%,0.0560,"[0.945580005645752, 0.054419972002506256]"
902,1,48.06%,79.73%,0.1342,"[0.12561354041099548, 0.8743864297866821]"
903,0,48.01%,79.76%,0.0131,"[0.9869792461395264, 0.013020808808505535]"
904,1,48.07%,79.78%,0.2169,"[0.19495651125907898, 0.8050435185432434]"
905,1,48.12%,79.80%,0.1880,"[0.17141938209533691, 0.8285806179046631]"
906,1,48.18%,79.82%,0.1317,"[0.12336598336696625, 0.8766340017318726]"
907,1,48.24%,79.85%,0.0661,"[0.06396369636058807, 0.9360363483428955]"
908,0,48.18%,79.87%,0.0265,"[0.9738204479217529, 0.026179512962698936]"
909,1,48.24%,79.89%,0.1855,"[0.16935202479362488, 0.8306480050086975]"
910,0,48.19%,79.91%,0.0085,"[0.99152010679245, 0.008479900658130646]"
911,1,48.25%,79.93%,0.1668,"[0.15364766120910645, 0.8463523983955383]"
912,1,48.30%,79.96%,0.2183,"[0.1961335837841034, 0.8038663864135742]"
913,1,48.36%,79.98%,0.1601,"[0.14794601500034332, 0.8520539999008179]"
914,0,48.31%,80.00%,0.0247,"[0.9756122827529907, 0.02438776008784771]"
915,0,48.25%,80.02%,0.0106,"[0.9894918203353882, 0.010508117265999317]"
916,0,48.20%,80.04%,0.0350,"[0.9655765891075134, 0.034423429518938065]"
917,1,48.26%,80.07%,0.1588,"[0.14685975015163422, 0.8531402349472046]"
918,0,48.20%,80.09%,0.0224,"[0.9778115153312683, 0.022188479080796242]"
919,0,48.15%,80.11%,0.0362,"[0.9644285440444946, 0.03557152673602104]"
920,0,48.10%,80.13%,0.0085,"[0.9915149211883545, 0.00848507508635521]"
921,0,48.05%,80.15%,0.0340,"[0.9665578007698059, 0.03344224393367767]"
922,0,48.00%,80.17%,0.0271,"[0.9732264876365662, 0.02677348628640175]"
923,0,47.94%,80.19%,0.6756,"[0.5088573098182678, 0.49114277958869934]"
924,0,47.89%,80.22%,0.0129,"[0.9872051477432251, 0.012794860638678074]"
925,1,47.95%,80.24%,0.1019,"[0.09689106047153473, 0.9031089544296265]"
926,0,47.90%,80.26%,0.0134,"[0.986644446849823, 0.013355492614209652]"
927,0,47.84%,80.17%,2.0332,"[0.13092046976089478, 0.86907958984375]"
928,0,47.79%,80.19%,0.0086,"[0.9914478063583374, 0.008552166633307934]"
929,0,47.74%,80.22%,0.4434,"[0.6418271064758301, 0.35817286372184753]"
930,0,47.69%,80.24%,0.0056,"[0.994385838508606, 0.005614126101136208]"
931,1,47.75%,80.26%,0.0483,"[0.047153573483228683, 0.9528464078903198]"
932,0,47.70%,80.17%,1.8636,"[0.15511104464530945, 0.8448889255523682]"
933,0,47.64%,80.19%,0.0119,"[0.988154411315918, 0.011845605447888374]"
934,1,47.70%,80.11%,0.8924,"[0.5903248190879822, 0.40967515110969543]"
935,0,47.65%,80.13%,0.0029,"[0.997083842754364, 0.002916199155151844]"
936,1,47.71%,80.15%,0.0620,"[0.060135308653116226, 0.9398646950721741]"
937,0,47.65%,80.17%,0.0064,"[0.993629515171051, 0.006370469927787781]"
938,1,47.71%,80.19%,0.0727,"[0.07013530284166336, 0.9298647046089172]"
939,0,47.66%,80.21%,0.0035,"[0.9964985847473145, 0.003501406405121088]"
940,1,47.72%,80.23%,0.0641,"[0.0621345117688179, 0.9378654360771179]"
941,1,47.77%,80.25%,0.0805,"[0.07738928496837616, 0.9226107001304626]"
942,0,47.72%,80.28%,0.0035,"[0.9964660406112671, 0.003533976385369897]"
943,0,47.67%,80.30%,0.0045,"[0.99553382396698, 0.004466134123504162]"
944,1,47.72%,80.32%,0.0769,"[0.07400872558355331, 0.9259912967681885]"
945,0,47.67%,80.23%,1.4974,"[0.2237021028995514, 0.7762978672981262]"
946,1,47.73%,80.25%,0.4244,"[0.3458274304866791, 0.6541725993156433]"
947,0,47.68%,80.27%,0.0064,"[0.9935874938964844, 0.0064124492928385735]"
948,1,47.73%,80.30%,0.6812,"[0.49397075176239014, 0.5060291886329651]"
949,0,47.68%,80.21%,1.2101,"[0.29816073179244995, 0.70183926820755]"
950,1,47.74%,80.23%,0.6118,"[0.4576265811920166, 0.5423734188079834]"
951,1,47.79%,80.25%,0.3964,"[0.3272292912006378, 0.6727707386016846]"
952,0,47.74%,80.27%,0.0054,"[0.9946221113204956, 0.0053778779692947865]"
953,0,47.69%,80.29%,0.0039,"[0.9961296319961548, 0.0038703300524502993]"
954,1,47.75%,80.31%,0.2545,"[0.22471657395362854, 0.7752834558486938]"
955,0,47.70%,80.33%,0.5851,"[0.557033121585846, 0.44296684861183167]"
956,1,47.75%,80.36%,0.3172,"[0.27178698778152466, 0.7282130122184753]"
957,1,47.81%,80.27%,0.7562,"[0.5305719375610352, 0.4694279730319977]"
958,0,47.76%,80.29%,0.0130,"[0.9870392680168152, 0.012960707768797874]"
959,1,47.81%,80.31%,0.0676,"[0.06535376608371735, 0.9346462488174438]"
960,1,47.87%,80.33%,0.2470,"[0.21887385845184326, 0.7811261415481567]"
961,1,47.92%,80.35%,0.2029,"[0.18362323939800262, 0.816376805305481]"
962,1,47.98%,80.37%,0.0616,"[0.05970896780490875, 0.9402910470962524]"
963,1,48.03%,80.39%,0.2572,"[0.22679251432418823, 0.7732075452804565]"
964,0,47.98%,80.41%,0.0384,"[0.9623472690582275, 0.03765275701880455]"
965,0,47.93%,80.43%,0.0133,"[0.986810564994812, 0.013189421035349369]"
966,1,47.98%,80.46%,0.2227,"[0.1996709406375885, 0.8003290295600891]"
967,1,48.04%,80.48%,0.1555,"[0.14405566453933716, 0.8559443354606628]"
968,0,47.99%,80.50%,0.0173,"[0.9828745126724243, 0.017125416547060013]"
969,1,48.04%,80.52%,0.0451,"[0.044098395854234695, 0.955901563167572]"
970,1,48.09%,80.54%,0.0912,"[0.08712693303823471, 0.9128730893135071]"
971,0,48.05%,80.56%,0.0153,"[0.9847875237464905, 0.01521245390176773]"
972,0,48.00%,80.58%,0.0224,"[0.9778491258621216, 0.022150885313749313]"
973,0,47.95%,80.49%,1.1092,"[0.3298291563987732, 0.6701709032058716]"
974,1,48.00%,80.51%,0.0893,"[0.08540977537631989, 0.9145902395248413]"
975,1,48.05%,80.53%,0.0372,"[0.03647997975349426, 0.9635200500488281]"
976,1,48.11%,80.55%,0.0374,"[0.036711614578962326, 0.9632883667945862]"
977,1,48.16%,80.57%,0.0348,"[0.034192174673080444, 0.9658078551292419]"
978,0,48.11%,80.59%,0.0115,"[0.9886025786399841, 0.011397420428693295]"
979,1,48.16%,80.61%,0.1897,"[0.17277084290981293, 0.8272291421890259]"
980,0,48.11%,80.63%,0.0146,"[0.9855098724365234, 0.014490117318928242]"
981,0,48.07%,80.65%,0.4956,"[0.609211266040802, 0.390788733959198]"
982,1,48.12%,80.67%,0.1041,"[0.09888659417629242, 0.9011133909225464]"
983,1,48.17%,80.69%,0.5811,"[0.4407142102718353, 0.5592857003211975]"
984,1,48.22%,80.71%,0.1194,"[0.11255884915590286, 0.8874412178993225]"
985,1,48.28%,80.73%,0.1134,"[0.10719472914934158, 0.892805278301239]"
986,1,48.33%,80.75%,0.0865,"[0.08289016038179398, 0.9171097874641418]"
987,1,48.38%,80.77%,0.0780,"[0.07506079226732254, 0.9249392747879028]"
988,1,48.43%,80.79%,0.0311,"[0.03060196526348591, 0.969398021697998]"
989,0,48.38%,80.71%,1.2862,"[0.27631676197052, 0.72368323802948]"
990,1,48.44%,80.73%,0.0332,"[0.03265795856714249, 0.9673420190811157]"
991,1,48.49%,80.75%,0.1735,"[0.15926747024059296, 0.8407325148582458]"
992,0,48.44%,80.77%,0.0073,"[0.9927554726600647, 0.007244579493999481]"
993,0,48.39%,80.78%,0.0060,"[0.9940352439880371, 0.0059647029265761375]"
994,0,48.34%,80.80%,0.0220,"[0.9782460927963257, 0.021753868088126183]"
995,1,48.39%,80.82%,0.0336,"[0.033030830323696136, 0.9669691324234009]"
996,0,48.35%,80.74%,2.3972,"[0.0909709557890892, 0.9090290069580078]"
997,0,48.30%,80.76%,0.0049,"[0.995152473449707, 0.004847534466534853]"
998,1,48.35%,80.78%,0.0640,"[0.06203436478972435, 0.9379656910896301]"
999,0,48.30%,80.80%,0.0066,"[0.993431031703949, 0.006568992976099253]"
1000,0,48.25%,80.82%,0.0054,"[0.9945915341377258, 0.005408438853919506]"
1001,1,48.30%,80.84%,0.2715,"[0.23775136470794678, 0.7622486352920532]"
1002,1,48.35%,80.86%,0.0793,"[0.07621069252490997, 0.9237892627716064]"
1003,1,48.41%,80.88%,0.3977,"[0.328116238117218, 0.6718837022781372]"
1004,1,48.46%,80.90%,0.1026,"[0.09753407537937164, 0.9024658799171448]"
1005,0,48.41%,80.91%,0.0075,"[0.9925177097320557, 0.007482290733605623]"
1006,1,48.46%,80.93%,0.1347,"[0.12599527835845947, 0.8740047216415405]"
1007,0,48.41%,80.85%,1.8070,"[0.16414517164230347, 0.8358548283576965]"
1008,0,48.36%,80.87%,0.0070,"[0.9930158853530884, 0.006984134204685688]"
1009,1,48.42%,80.89%,0.1222,"[0.11506746709346771, 0.8849325180053711]"
1010,1,48.47%,80.91%,0.2560,"[0.22585351765155792, 0.7741464972496033]"
1011,1,48.52%,80.93%,0.0365,"[0.03580458462238312, 0.9641954302787781]"
1012,0,48.47%,80.85%,1.9553,"[0.14152583479881287, 0.8584741950035095]"
1013,0,48.42%,80.87%,0.0055,"[0.994528591632843, 0.005471454001963139]"
1014,0,48.37%,80.89%,0.0078,"[0.9922276139259338, 0.007772334385663271]"
1015,1,48.43%,80.91%,0.2299,"[0.20542126893997192, 0.7945787906646729]"
1016,1,48.48%,80.92%,0.0460,"[0.045003216713666916, 0.9549968242645264]"
1017,0,48.43%,80.94%,0.0061,"[0.9938904047012329, 0.0061095841228961945]"
1018,1,48.48%,80.96%,0.0462,"[0.045173678547143936, 0.9548263549804688]"
1019,0,48.43%,80.98%,0.0184,"[0.981788158416748, 0.018211867660284042]"
1020,1,48.48%,80.90%,1.2104,"[0.70192551612854, 0.29807451367378235]"
1021,1,48.53%,80.92%,0.0411,"[0.040298644453287125, 0.959701418876648]"
1022,0,48.48%,80.94%,0.0046,"[0.9953743815422058, 0.004625694360584021]"
1023,0,48.44%,80.96%,0.0027,"[0.9972558617591858, 0.0027441016864031553]"
1024,0,48.39%,80.98%,0.0069,"[0.9931550025939941, 0.00684503884986043]"
1025,1,48.44%,80.99%,0.0928,"[0.08866345137357712, 0.9113366007804871]"
1026,1,48.49%,81.01%,0.0436,"[0.04270396754145622, 0.9572960138320923]"
1027,1,48.54%,81.03%,0.2200,"[0.19748970866203308, 0.8025103211402893]"
1028,0,48.49%,81.05%,0.0052,"[0.9948235750198364, 0.005176416132599115]"
1029,0,48.45%,81.07%,0.0113,"[0.9888119697570801, 0.011188012547791004]"
1030,1,48.50%,81.09%,0.0342,"[0.033654239028692245, 0.9663457870483398]"
1031,0,48.45%,81.10%,0.0070,"[0.9930174350738525, 0.006982533261179924]"
1032,0,48.40%,81.12%,0.0075,"[0.9925646781921387, 0.0074353269301354885]"
1033,0,48.36%,81.14%,0.0187,"[0.9814557433128357, 0.018544264137744904]"
1034,0,48.31%,81.16%,0.0033,"[0.9967293739318848, 0.003270610934123397]"
1035,1,48.36%,81.18%,0.1588,"[0.146805539727211, 0.8531944751739502]"
1036,1,48.41%,81.20%,0.1017,"[0.09666063636541367, 0.9033393859863281]"
1037,1,48.46%,81.21%,0.1308,"[0.1226402297616005, 0.8773598074913025]"
1038,1,48.51%,81.23%,0.0295,"[0.02905767783522606, 0.9709423780441284]"
1039,0,48.46%,81.25%,0.0071,"[0.9929330348968506, 0.007066929712891579]"
1040,0,48.41%,81.27%,0.0060,"[0.9939822554588318, 0.006017691921442747]"
1041,0,48.37%,81.19%,2.5605,"[0.07726757228374481, 0.9227323532104492]"
1042,1,48.42%,81.21%,0.0939,"[0.08965257555246353, 0.9103474617004395]"
1043,0,48.37%,81.23%,0.0119,"[0.9881736636161804, 0.011826364323496819]"
1044,0,48.33%,81.24%,0.0115,"[0.9885335564613342, 0.011466369032859802]"
1045,0,48.28%,81.26%,0.0230,"[0.9772948026657104, 0.022705160081386566]"
1046,1,48.33%,81.28%,0.1093,"[0.10357312113046646, 0.896426796913147]"
1047,0,48.28%,81.30%,0.0071,"[0.9928863644599915, 0.007113587111234665]"
1048,0,48.24%,81.32%,0.0064,"[0.9936104416847229, 0.006389519665390253]"
1049,0,48.19%,81.33%,0.0079,"[0.9921091198921204, 0.007890849374234676]"
1050,0,48.14%,81.35%,0.0215,"[0.9787200689315796, 0.021279865875840187]"
