round,ground_truth,correct_percentage,loss,prediction,agent0hw,agent1hw
499,2,32.40%,0.9187,2,0.050000001,0.949999988
500,26,32.53%,0.8054,26,0.050000001,0.949999988
501,7,32.67%,1.2812,7,0.050000001,0.949999988
502,12,32.60%,2.9736,27,0.050000001,0.949999988
503,2,32.74%,0.8986,2,0.050000001,0.949999988
504,13,32.87%,2.5045,13,0.050000001,0.949999988
505,3,33.00%,1.5289,3,0.050000001,0.949999988
506,0,33.14%,1.9693,0,0.050000001,0.949999988
507,7,33.27%,1.4174,7,0.050000001,0.949999988
508,17,33.20%,2.1632,16,0.050000001,0.949999988
509,11,33.14%,2.2556,2,0.050000001,0.949999988
510,2,33.27%,0.8213,2,0.050000001,0.949999988
511,10,33.40%,0.5839,10,0.050000001,0.949999988
512,19,33.33%,3.186,11,0.050000001,0.949999988
513,24,33.46%,1.5986,24,0.050000001,0.949999988
514,23,33.40%,2.5195,10,0.050000001,0.949999988
515,12,33.33%,3.2448,2,0.050000001,0.949999988
516,10,33.46%,0.5359,10,0.050000001,0.949999988
517,17,33.59%,1.8802,17,0.050000001,0.949999988
518,18,33.53%,2.4232,21,0.050000001,0.949999988
519,20,33.46%,3.1884,16,0.050000001,0.949999988
520,22,33.40%,2.0204,2,0.050000001,0.949999988
521,24,33.33%,1.1602,8,0.050000001,0.949999988
522,4,33.46%,1.3715,4,0.050000001,0.949999988
523,21,33.59%,1.4062,21,0.050000001,0.949999988
524,15,33.71%,1.3191,15,0.050000001,0.949999988
525,7,33.84%,1.3195,7,0.050000001,0.949999988
526,9,33.97%,1.9074,9,0.050000001,0.949999988
527,18,33.90%,2.8121,17,0.050000001,0.949999988
528,0,34.03%,1.5504,0,0.050000001,0.949999988
529,18,33.96%,2.3683,17,0.050000001,0.949999988
530,8,34.09%,0.6981,8,0.050000001,0.949999988
531,15,34.21%,1.3491,15,0.050000001,0.949999988
532,8,34.33%,0.6633,8,0.050000001,0.949999988
533,15,34.46%,1.2405,15,0.050000001,0.949999988
534,14,34.58%,1.4948,14,0.050000001,0.949999988
535,5,34.70%,1.4515,5,0.050000001,0.949999988
536,3,34.82%,1.6357,3,0.050000001,0.949999988
537,16,34.94%,1.9225,16,0.050000001,0.949999988
538,10,35.06%,0.4813,10,0.050000001,0.949999988
539,15,35.19%,1.1068,15,0.050000001,0.949999988
540,13,35.30%,1.7197,13,0.050000001,0.949999988
541,9,35.42%,1.2249,9,0.050000001,0.949999988
542,11,35.36%,2.2733,2,0.050000001,0.949999988
543,11,35.48%,2.3278,11,0.050000001,0.949999988
544,26,35.60%,1.0726,26,0.050000001,0.949999988
545,5,35.71%,1.1016,5,0.050000001,0.949999988
546,11,35.83%,1.9385,11,0.050000001,0.949999988
547,12,35.77%,2.0636,27,0.050000001,0.949999988
548,21,35.88%,1.3973,21,0.050000001,0.949999988
549,1,36.00%,1.4516,1,0.050000001,0.949999988
550,1,36.12%,1.7692,1,0.050000001,0.949999988
551,4,36.23%,1.3695,4,0.050000001,0.949999988
552,25,36.17%,2.1964,2,0.050000001,0.949999988
553,4,36.28%,1.0974,4,0.050000001,0.949999988
554,21,36.40%,1.3891,21,0.050000001,0.949999988
555,26,36.51%,1.0803,26,0.050000001,0.949999988
556,27,36.45%,2.4116,14,0.050000001,0.949999988
557,14,36.56%,1.8643,14,0.050000001,0.949999988
558,23,36.49%,2.1774,10,0.050000001,0.949999988
559,5,36.61%,0.9406,5,0.050000001,0.949999988
560,16,36.72%,1.686,16,0.050000001,0.949999988
561,15,36.83%,1.0813,15,0.050000001,0.949999988
562,5,36.94%,1.0663,5,0.050000001,0.949999988
563,8,37.06%,0.6578,8,0.050000001,0.949999988
564,5,37.17%,1.6252,5,0.050000001,0.949999988
565,15,37.28%,1.084,15,0.050000001,0.949999988
566,4,37.39%,1.1392,4,0.050000001,0.949999988
567,21,37.50%,1.2838,21,0.050000001,0.949999988
568,5,37.61%,1.9668,5,0.050000001,0.949999988
569,4,37.72%,0.9806,4,0.050000001,0.949999988
570,17,37.65%,1.6904,15,0.050000001,0.949999988
571,14,37.76%,1.28,14,0.050000001,0.949999988
572,14,37.87%,1.3331,14,0.050000001,0.949999988
573,15,37.98%,0.9424,15,0.050000001,0.949999988
574,25,37.91%,2.0258,15,0.050000001,0.949999988
575,2,38.02%,0.805,2,0.050000001,0.949999988
576,26,38.13%,0.7445,26,0.050000001,0.949999988
577,14,38.24%,1.4128,14,0.050000001,0.949999988
578,11,38.34%,1.279,11,0.050000001,0.949999988
579,14,38.45%,1.264,14,0.050000001,0.949999988
580,5,38.55%,1.1407,5,0.050000001,0.949999988
581,6,38.49%,2.5208,11,0.050000001,0.949999988
582,15,38.59%,0.9233,15,0.050000001,0.949999988
583,27,38.53%,2.1624,15,0.050000001,0.949999988
584,24,38.63%,1.0946,24,0.050000001,0.949999988
585,16,38.74%,1.7426,16,0.050000001,0.949999988
586,16,38.84%,2.0647,16,0.050000001,0.949999988
587,21,38.95%,1.0851,21,0.050000001,0.949999988
588,24,39.05%,1.007,24,0.050000001,0.949999988
589,3,39.15%,1.2556,3,0.050000001,0.949999988
590,9,39.26%,1.1782,9,0.050000001,0.949999988
591,8,39.36%,0.5359,8,0.050000001,0.949999988
592,25,39.46%,1.8413,25,0.050000001,0.949999988
593,5,39.56%,1.4665,5,0.050000001,0.949999988
594,6,39.66%,1.8826,6,0.050000001,0.949999988
595,3,39.77%,1.103,3,0.050000001,0.949999988
596,7,39.70%,1.2439,4,0.050000001,0.949999988
597,23,39.63%,2.3176,10,0.050000001,0.949999988
598,6,39.57%,1.7303,5,0.050000001,0.949999988
599,16,39.67%,1.3797,16,0.050000001,0.949999988
600,2,39.77%,0.5821,2,0.050000001,0.949999988
601,0,39.87%,1.3535,0,0.050000001,0.949999988
602,13,39.97%,2.336,13,0.050000001,0.949999988
603,14,40.07%,1.1972,14,0.050000001,0.949999988
604,3,40.17%,1.2176,3,0.050000001,0.949999988
605,10,40.26%,0.4131,10,0.050000001,0.949999988
606,25,40.36%,1.745,25,0.050000001,0.949999988
607,17,40.46%,2.0536,17,0.050000001,0.949999988
608,15,40.56%,0.8159,15,0.050000001,0.949999988
609,2,40.66%,0.5858,2,0.050000001,0.949999988
610,17,40.75%,1.557,17,0.050000001,0.949999988
611,3,40.85%,0.9714,3,0.050000001,0.949999988
612,10,40.95%,0.67,10,0.050000001,0.949999988
613,22,40.88%,1.9833,2,0.050000001,0.949999988
614,2,40.98%,0.5359,2,0.050000001,0.949999988
615,25,41.07%,2,25,0.050000001,0.949999988
616,12,41.00%,3.0695,2,0.050000001,0.949999988
617,5,41.10%,1.1357,5,0.050000001,0.949999988
618,25,41.20%,1.8181,25,0.050000001,0.949999988
619,17,41.29%,1.6392,17,0.050000001,0.949999988
620,3,41.38%,0.9042,3,0.050000001,0.949999988
621,5,41.48%,0.865,5,0.050000001,0.949999988
622,27,41.41%,2.3342,6,0.050000001,0.949999988
623,18,41.35%,2.6085,5,0.050000001,0.949999988
624,19,41.28%,4.8481,2,0.050000001,0.949999988
625,21,41.37%,1.0313,21,0.050000001,0.949999988
626,21,41.47%,1.0232,21,0.050000001,0.949999988
627,17,41.56%,1.375,17,0.050000001,0.949999988
628,5,41.65%,0.6991,5,0.050000001,0.949999988
629,3,41.75%,1.0417,3,0.050000001,0.949999988
630,6,41.68%,1.6908,5,0.050000001,0.949999988
631,16,41.77%,1.3289,16,0.050000001,0.949999988
632,16,41.86%,1.2933,16,0.050000001,0.949999988
633,25,41.96%,1.5437,25,0.050000001,0.949999988
634,15,42.05%,0.9627,15,0.050000001,0.949999988
635,5,42.14%,0.7704,5,0.050000001,0.949999988
636,16,42.23%,1.2208,16,0.050000001,0.949999988
637,6,42.16%,1.6977,25,0.050000001,0.949999988
638,12,42.10%,3.0035,27,0.050000001,0.949999988
639,27,42.03%,1.9309,15,0.050000001,0.949999988
640,14,42.12%,0.881,14,0.050000001,0.949999988
641,6,42.21%,1.4309,6,0.050000001,0.949999988
642,10,42.30%,0.3537,10,0.050000001,0.949999988
643,0,42.39%,1.2706,0,0.050000001,0.949999988
644,5,42.48%,0.604,5,0.050000001,0.949999988
645,6,42.57%,1.3941,6,0.050000001,0.949999988
646,26,42.50%,4.5908,9,0.050000001,0.949999988
647,10,42.59%,0.4704,10,0.050000001,0.949999988
648,8,42.68%,0.5759,8,0.050000001,0.949999988
649,6,42.77%,1.3156,6,0.050000001,0.949999988
650,16,42.86%,1.053,16,0.050000001,0.949999988
651,14,42.94%,0.9779,14,0.050000001,0.949999988
652,20,42.88%,3.0897,10,0.050000001,0.949999988
653,5,42.97%,0.7824,5,0.050000001,0.949999988
654,11,42.90%,2.7133,3,0.050000001,0.949999988
655,6,42.99%,1.1792,6,0.050000001,0.949999988
656,0,43.07%,1.5324,0,0.050000001,0.949999988
657,7,43.16%,1.2269,7,0.050000001,0.949999988
658,15,43.25%,0.8044,15,0.050000001,0.949999988
659,11,43.18%,2.6767,3,0.050000001,0.949999988
660,16,43.27%,0.9636,16,0.050000001,0.949999988
661,17,43.35%,1.2952,17,0.050000001,0.949999988
662,14,43.44%,0.7779,14,0.050000001,0.949999988
663,5,43.52%,0.7159,5,0.050000001,0.949999988
664,21,43.61%,0.9028,21,0.050000001,0.949999988
665,14,43.69%,0.7437,14,0.050000001,0.949999988
666,1,43.63%,2.196,7,0.050000001,0.949999988
667,20,43.56%,5.2598,21,0.050000001,0.949999988
668,1,43.65%,1.1091,1,0.050000001,0.949999988
669,17,43.73%,1.2629,17,0.050000001,0.949999988
670,18,43.67%,2.2113,17,0.050000001,0.949999988
671,26,43.75%,0.7045,26,0.050000001,0.949999988
672,7,43.83%,1.1032,7,0.050000001,0.949999988
673,1,43.92%,1.0968,1,0.050000001,0.949999988
674,7,44.00%,0.9203,7,0.050000001,0.949999988
675,2,44.08%,0.6347,2,0.050000001,0.949999988
676,20,44.02%,4.3615,21,0.050000001,0.949999988
677,25,44.10%,1.4394,25,0.050000001,0.949999988
678,0,44.18%,1.4542,0,0.050000001,0.949999988
679,26,44.26%,0.5728,26,0.050000001,0.949999988
680,19,44.20%,4.1721,25,0.050000001,0.949999988
681,11,44.28%,1.848,11,0.050000001,0.949999988
682,8,44.36%,0.8497,8,0.050000001,0.949999988
683,23,44.44%,1.9576,23,0.050000001,0.949999988
684,9,44.53%,1.3038,9,0.050000001,0.949999988
685,10,44.61%,0.9287,10,0.050000001,0.949999988
686,17,44.69%,1.1403,17,0.050000001,0.949999988
687,14,44.77%,0.5416,14,0.050000001,0.949999988
688,11,44.70%,2.3046,3,0.050000001,0.949999988
689,24,44.78%,0.9039,24,0.050000001,0.949999988
690,16,44.86%,0.9155,16,0.050000001,0.949999988
691,22,44.80%,1.861,2,0.050000001,0.949999988
692,2,44.88%,0.6042,2,0.050000001,0.949999988
693,15,44.96%,0.9063,15,0.050000001,0.949999988
694,24,45.04%,1.2256,24,0.050000001,0.949999988
695,16,45.11%,0.9173,16,0.050000001,0.949999988
696,4,45.19%,1.0862,4,0.050000001,0.949999988
697,24,45.27%,1.1821,24,0.050000001,0.949999988
698,16,45.35%,0.859,16,0.050000001,0.949999988
699,7,45.43%,0.8826,7,0.050000001,0.949999988
700,3,45.51%,0.9355,3,0.050000001,0.949999988
701,10,45.58%,0.3728,10,0.050000001,0.949999988
702,8,45.66%,0.4052,8,0.050000001,0.949999988
703,23,45.60%,1.9296,10,0.050000001,0.949999988
704,14,45.67%,0.3941,14,0.050000001,0.949999988
705,1,45.75%,0.7968,1,0.050000001,0.949999988
706,10,45.83%,0.3612,10,0.050000001,0.949999988
707,12,45.76%,4.2841,3,0.050000001,0.949999988
708,25,45.84%,1.4961,25,0.050000001,0.949999988
709,9,45.92%,0.9432,9,0.050000001,0.949999988
710,6,45.99%,1.0651,6,0.050000001,0.949999988
711,27,45.93%,2.1071,14,0.050000001,0.949999988
712,9,46.00%,0.8905,9,0.050000001,0.949999988
713,8,46.08%,0.3917,8,0.050000001,0.949999988
714,14,46.15%,0.418,14,0.050000001,0.949999988
715,25,46.23%,1.1891,25,0.050000001,0.949999988
716,15,46.30%,0.7766,15,0.050000001,0.949999988
717,26,46.24%,0.6532,8,0.050000001,0.949999988
718,24,46.31%,0.7485,24,0.050000001,0.949999988
719,20,46.25%,2.9056,26,0.050000001,0.949999988
720,6,46.32%,1.0073,6,0.050000001,0.949999988
721,21,46.40%,0.9344,21,0.050000001,0.949999988
722,10,46.47%,0.2852,10,0.050000001,0.949999988
723,23,46.41%,1.743,10,0.050000001,0.949999988
724,11,46.48%,1.3735,11,0.050000001,0.949999988
725,0,46.56%,1.479,0,0.050000001,0.949999988
726,7,46.63%,0.8184,7,0.050000001,0.949999988
727,13,46.70%,2.3249,13,0.050000001,0.949999988
728,26,46.64%,1.314,8,0.050000001,0.949999988
729,8,46.71%,0.4633,8,0.050000001,0.949999988
730,5,46.79%,0.6852,5,0.050000001,0.949999988
731,15,46.86%,0.6516,15,0.050000001,0.949999988
732,18,46.79%,2.2857,5,0.050000001,0.949999988
733,26,46.87%,0.8582,26,0.050000001,0.949999988
734,2,46.94%,0.4697,2,0.050000001,0.949999988
735,6,47.01%,0.9454,6,0.050000001,0.949999988
736,15,47.08%,0.618,15,0.050000001,0.949999988
737,0,47.15%,1.21,0,0.050000001,0.949999988
738,24,47.23%,0.6279,24,0.050000001,0.949999988
739,26,47.30%,0.4883,26,0.050000001,0.949999988
740,2,47.37%,0.4742,2,0.050000001,0.949999988
741,26,47.44%,0.4168,26,0.050000001,0.949999988
742,16,47.51%,0.744,16,0.050000001,0.949999988
743,0,47.58%,1.1349,0,0.050000001,0.949999988
744,13,47.65%,1.746,13,0.050000001,0.949999988
745,26,47.72%,0.5547,26,0.050000001,0.949999988
746,23,47.66%,1.6578,10,0.050000001,0.949999988
747,5,47.73%,0.609,5,0.050000001,0.949999988
748,9,47.80%,0.8124,9,0.050000001,0.949999988
749,16,47.87%,0.6783,16,0.050000001,0.949999988
750,15,47.94%,0.6336,15,0.050000001,0.949999988
751,4,48.01%,1.0204,4,0.050000001,0.949999988
752,24,48.07%,0.7227,24,0.050000001,0.949999988
753,2,48.14%,0.4551,2,0.050000001,0.949999988
754,3,48.21%,0.9031,3,0.050000001,0.949999988
755,24,48.28%,0.6526,24,0.050000001,0.949999988
756,4,48.35%,0.9791,4,0.050000001,0.949999988
757,14,48.42%,0.368,14,0.050000001,0.949999988
758,3,48.48%,0.8492,3,0.050000001,0.949999988
759,16,48.55%,0.5984,16,0.050000001,0.949999988
760,0,48.62%,1.0996,0,0.050000001,0.949999988
761,4,48.69%,0.9026,4,0.050000001,0.949999988
762,24,48.75%,0.5774,24,0.050000001,0.949999988
763,15,48.82%,0.5503,15,0.050000001,0.949999988
764,27,48.76%,1.9194,15,0.050000001,0.949999988
765,11,48.83%,1.7907,11,0.050000001,0.949999988
766,12,48.76%,2.1679,27,0.050000001,0.949999988
767,27,48.83%,1.6653,27,0.050000001,0.949999988
768,1,48.89%,0.7516,1,0.050000001,0.949999988
769,0,48.96%,0.9352,0,0.050000001,0.949999988
770,5,49.03%,0.487,5,0.050000001,0.949999988
771,6,49.09%,0.976,6,0.050000001,0.949999988
772,24,49.16%,0.5582,24,0.050000001,0.949999988
773,2,49.22%,0.3606,2,0.050000001,0.949999988
774,27,49.29%,1.4958,27,0.050000001,0.949999988
775,0,49.36%,0.8688,0,0.050000001,0.949999988
776,5,49.42%,0.5072,5,0.050000001,0.949999988
777,9,49.49%,0.8394,9,0.050000001,0.949999988
778,13,49.42%,5.2383,21,0.050000001,0.949999988
779,10,49.49%,0.3602,10,0.050000001,0.949999988
780,0,49.55%,0.8588,0,0.050000001,0.949999988
781,16,49.62%,0.5425,16,0.050000001,0.949999988
782,26,49.68%,0.4169,26,0.050000001,0.949999988
783,22,49.62%,1.9631,2,0.050000001,0.949999988
784,6,49.68%,0.9933,6,0.050000001,0.949999988
785,12,49.75%,1.8736,12,0.050000001,0.949999988
786,3,49.81%,1.0105,3,0.050000001,0.949999988
787,10,49.87%,0.2897,10,0.050000001,0.949999988
788,9,49.94%,0.6579,9,0.050000001,0.949999988
789,14,50.00%,0.3391,14,0.050000001,0.949999988
790,5,50.06%,0.392,5,0.050000001,0.949999988
791,15,50.13%,0.5176,15,0.050000001,0.949999988
792,23,50.19%,1.5087,23,0.050000001,0.949999988
793,24,50.25%,0.4526,24,0.050000001,0.949999988
794,15,50.31%,0.5017,15,0.050000001,0.949999988
795,0,50.38%,0.8145,0,0.050000001,0.949999988
796,4,50.44%,0.7724,4,0.050000001,0.949999988
797,5,50.50%,0.3697,5,0.050000001,0.949999988
798,23,50.56%,1.3915,23,0.050000001,0.949999988
799,22,50.50%,1.649,2,0.050000001,0.949999988
800,16,50.56%,0.5413,16,0.050000001,0.949999988
801,21,50.62%,0.9533,21,0.050000001,0.949999988
802,24,50.68%,0.4672,24,0.050000001,0.949999988
803,1,50.75%,0.4959,1,0.050000001,0.949999988
804,26,50.81%,0.259,26,0.050000001,0.949999988
805,14,50.87%,0.2344,14,0.050000001,0.949999988
806,6,50.93%,1.2689,6,0.050000001,0.949999988
807,7,50.99%,0.9199,7,0.050000001,0.949999988
808,12,51.05%,1.5736,12,0.050000001,0.949999988
809,1,51.11%,0.3172,1,0.050000001,0.949999988
810,1,51.17%,0.6585,1,0.050000001,0.949999988
811,7,51.23%,0.8525,7,0.050000001,0.949999988
812,24,51.29%,0.4394,24,0.050000001,0.949999988
813,9,51.23%,1.5438,14,0.050000001,0.949999988
814,11,51.29%,1.3743,11,0.050000001,0.949999988
815,26,51.35%,0.2175,26,0.050000001,0.949999988
816,4,51.41%,0.7708,4,0.050000001,0.949999988
817,6,51.47%,1.355,6,0.050000001,0.949999988
818,0,51.53%,0.6262,0,0.050000001,0.949999988
819,1,51.59%,0.266,1,0.050000001,0.949999988
820,27,51.64%,1.5388,27,0.050000001,0.949999988
821,15,51.70%,0.4864,15,0.050000001,0.949999988
822,11,51.76%,1.2802,11,0.050000001,0.949999988
823,13,51.82%,1.4028,13,0.050000001,0.949999988
824,6,51.88%,0.7951,6,0.050000001,0.949999988
825,14,51.94%,0.2375,14,0.050000001,0.949999988
826,15,52.00%,0.4519,15,0.050000001,0.949999988
827,0,52.05%,0.6139,0,0.050000001,0.949999988
828,3,52.11%,0.791,3,0.050000001,0.949999988
829,7,52.17%,0.8131,7,0.050000001,0.949999988
830,10,52.23%,0.2651,10,0.050000001,0.949999988
831,10,52.28%,0.2918,10,0.050000001,0.949999988
832,16,52.34%,0.4896,16,0.050000001,0.949999988
833,21,52.40%,0.8445,21,0.050000001,0.949999988
834,17,52.46%,1.4901,17,0.050000001,0.949999988
835,17,52.51%,1.3972,17,0.050000001,0.949999988
836,4,52.57%,0.6935,4,0.050000001,0.949999988
837,7,52.63%,0.7505,7,0.050000001,0.949999988
838,20,52.56%,2.8726,21,0.050000001,0.949999988
839,4,52.62%,0.6248,4,0.050000001,0.949999988
840,11,52.68%,1.225,11,0.050000001,0.949999988
841,6,52.73%,0.7754,6,0.050000001,0.949999988
842,24,52.79%,0.359,24,0.050000001,0.949999988
843,2,52.84%,0.3651,2,0.050000001,0.949999988
844,11,52.90%,1.1097,11,0.050000001,0.949999988
845,0,52.96%,0.6106,0,0.050000001,0.949999988
846,6,53.01%,0.6388,6,0.050000001,0.949999988
847,27,53.07%,1.4735,27,0.050000001,0.949999988
848,23,53.00%,1.2218,16,0.050000001,0.949999988
849,18,52.94%,2.5193,5,0.050000001,0.949999988
850,3,53.00%,0.7936,3,0.050000001,0.949999988
851,27,52.93%,1.4101,14,0.050000001,0.949999988
852,18,52.87%,2.289,7,0.050000001,0.949999988
853,0,52.93%,0.5667,0,0.050000001,0.949999988
854,15,52.98%,0.4088,15,0.050000001,0.949999988
855,16,53.04%,0.519,16,0.050000001,0.949999988
856,8,53.09%,0.4444,8,0.050000001,0.949999988
857,1,53.15%,0.5478,1,0.050000001,0.949999988
858,26,53.20%,0.1946,26,0.050000001,0.949999988
859,10,53.26%,0.2334,10,0.050000001,0.949999988
860,15,53.31%,0.3948,15,0.050000001,0.949999988
861,6,53.36%,0.526,6,0.050000001,0.949999988
862,26,53.42%,0.1943,26,0.050000001,0.949999988
863,1,53.47%,0.4232,1,0.050000001,0.949999988
864,3,53.53%,0.679,3,0.050000001,0.949999988
865,19,53.46%,2.8162,6,0.050000001,0.949999988
866,14,53.52%,0.5184,14,0.050000001,0.949999988
867,2,53.57%,0.7305,2,0.050000001,0.949999988
868,3,53.62%,0.6329,3,0.050000001,0.949999988
869,24,53.68%,0.3161,24,0.050000001,0.949999988
870,2,53.73%,0.3359,2,0.050000001,0.949999988
871,4,53.78%,0.5747,4,0.050000001,0.949999988
872,24,53.84%,0.3185,24,0.050000001,0.949999988
873,13,53.89%,1.3866,13,0.050000001,0.949999988
874,23,53.94%,1.0594,23,0.050000001,0.949999988
875,10,54.00%,0.2019,10,0.050000001,0.949999988
876,16,54.05%,0.441,16,0.050000001,0.949999988
877,3,54.10%,0.6147,3,0.050000001,0.949999988
878,1,54.15%,0.3631,1,0.050000001,0.949999988
879,16,54.20%,0.4865,16,0.050000001,0.949999988
880,14,54.26%,0.2327,14,0.050000001,0.949999988
881,27,54.31%,1.16,27,0.050000001,0.949999988
882,26,54.36%,0.317,26,0.050000001,0.949999988
883,2,54.41%,0.3263,2,0.050000001,0.949999988
884,17,54.46%,1.1206,17,0.050000001,0.949999988
885,21,54.51%,0.8063,21,0.050000001,0.949999988
886,24,54.57%,0.2997,24,0.050000001,0.949999988
887,21,54.62%,0.7651,21,0.050000001,0.949999988
888,24,54.67%,0.2782,24,0.050000001,0.949999988
889,19,54.61%,2.813,6,0.050000001,0.949999988
890,1,54.66%,0.293,1,0.050000001,0.949999988
891,18,54.60%,1.9143,1,0.050000001,0.949999988
892,8,54.65%,0.3837,8,0.050000001,0.949999988
893,24,54.70%,0.2783,24,0.050000001,0.949999988
894,15,54.75%,0.3837,15,0.050000001,0.949999988
895,5,54.80%,0.4812,5,0.050000001,0.949999988
896,9,54.85%,0.6847,9,0.050000001,0.949999988
897,4,54.90%,0.5696,4,0.050000001,0.949999988
898,4,54.95%,0.5993,4,0.050000001,0.949999988
899,5,55.00%,0.3236,5,0.050000001,0.949999988
900,7,55.05%,0.7473,7,0.050000001,0.949999988
901,4,55.10%,0.4882,4,0.050000001,0.949999988
902,0,55.15%,0.482,0,0.050000001,0.949999988
903,23,55.20%,1.0908,23,0.050000001,0.949999988
904,3,55.25%,0.6522,3,0.050000001,0.949999988
905,16,55.30%,0.3562,16,0.050000001,0.949999988
906,2,55.35%,0.2348,2,0.050000001,0.949999988
907,6,55.40%,0.6169,6,0.050000001,0.949999988
908,24,55.45%,0.2286,24,0.050000001,0.949999988
909,8,55.49%,0.3216,8,0.050000001,0.949999988
910,16,55.54%,0.3841,16,0.050000001,0.949999988
911,13,55.59%,1.4314,13,0.050000001,0.949999988
912,11,55.64%,1.0671,11,0.050000001,0.949999988
913,24,55.69%,0.2259,24,0.050000001,0.949999988
914,11,55.74%,1.0152,11,0.050000001,0.949999988
915,24,55.79%,0.2049,24,0.050000001,0.949999988
916,2,55.83%,0.1846,2,0.050000001,0.949999988
917,3,55.88%,0.5171,3,0.050000001,0.949999988
918,16,55.93%,0.317,16,0.050000001,0.949999988
919,0,55.98%,0.4254,0,0.050000001,0.949999988
920,13,56.03%,1.1766,13,0.050000001,0.949999988
921,18,56.07%,1.7605,18,0.050000001,0.949999988
922,17,56.12%,1.0547,17,0.050000001,0.949999988
923,17,56.17%,1.1273,17,0.050000001,0.949999988
924,27,56.22%,1.1001,27,0.050000001,0.949999988
925,24,56.26%,0.1857,24,0.050000001,0.949999988
926,6,56.31%,0.6439,6,0.050000001,0.949999988
927,3,56.36%,0.5082,3,0.050000001,0.949999988
928,15,56.40%,0.3955,15,0.050000001,0.949999988
929,4,56.45%,0.3793,4,0.050000001,0.949999988
930,20,56.39%,2.4721,26,0.050000001,0.949999988
931,1,56.44%,0.1773,1,0.050000001,0.949999988
932,8,56.48%,0.2939,8,0.050000001,0.949999988
933,27,56.53%,0.9928,27,0.050000001,0.949999988
934,2,56.58%,0.2192,2,0.050000001,0.949999988
935,11,56.62%,0.7321,11,0.050000001,0.949999988
936,25,56.56%,1.7277,6,0.050000001,0.949999988
937,27,56.61%,0.9651,27,0.050000001,0.949999988
938,21,56.66%,0.6573,21,0.050000001,0.949999988
939,17,56.70%,1.0483,17,0.050000001,0.949999988
940,3,56.75%,0.5637,3,0.050000001,0.949999988
941,14,56.79%,0.2386,14,0.050000001,0.949999988
942,10,56.84%,0.2661,10,0.050000001,0.949999988
943,21,56.89%,0.6736,21,0.050000001,0.949999988
944,1,56.93%,0.2597,1,0.050000001,0.949999988
945,11,56.98%,0.7692,11,0.050000001,0.949999988
946,7,57.02%,0.6663,7,0.050000001,0.949999988
947,6,57.07%,0.6155,6,0.050000001,0.949999988
948,16,57.11%,0.326,16,0.050000001,0.949999988
949,6,57.16%,0.6061,6,0.050000001,0.949999988
950,16,57.20%,0.3319,16,0.050000001,0.949999988
951,10,57.25%,0.2447,10,0.050000001,0.949999988
952,0,57.29%,0.4371,0,0.050000001,0.949999988
953,8,57.34%,0.2399,8,0.050000001,0.949999988
954,9,57.38%,0.8987,9,0.050000001,0.949999988
955,9,57.43%,0.7539,9,0.050000001,0.949999988
956,27,57.37%,1.8838,15,0.050000001,0.949999988
957,25,57.31%,1.6393,11,0.050000001,0.949999988
958,13,57.35%,1.1614,13,0.050000001,0.949999988
959,25,57.29%,1.5556,11,0.050000001,0.949999988
960,24,57.34%,0.1678,24,0.050000001,0.949999988
961,1,57.38%,0.1407,1,0.050000001,0.949999988
962,27,57.42%,0.9052,27,0.050000001,0.949999988
963,18,57.37%,3.7637,2,0.050000001,0.949999988
964,22,57.31%,1.6652,2,0.050000001,0.949999988
965,10,57.35%,0.182,10,0.050000001,0.949999988
966,5,57.39%,0.3745,5,0.050000001,0.949999988
967,25,57.44%,1.3202,25,0.050000001,0.949999988
968,1,57.48%,0.1308,1,0.050000001,0.949999988
969,13,57.53%,0.8903,13,0.050000001,0.949999988
970,17,57.57%,0.8204,17,0.050000001,0.949999988
971,6,57.61%,0.5847,6,0.050000001,0.949999988
972,0,57.66%,0.4515,0,0.050000001,0.949999988
973,1,57.70%,0.1331,1,0.050000001,0.949999988
974,13,57.74%,0.7843,13,0.050000001,0.949999988
975,12,57.68%,1.4406,27,0.050000001,0.949999988
976,2,57.73%,0.228,2,0.050000001,0.949999988
977,13,57.77%,0.653,13,0.050000001,0.949999988
978,2,57.81%,0.2327,2,0.050000001,0.949999988
979,21,57.86%,0.6663,21,0.050000001,0.949999988
980,4,57.90%,0.4151,4,0.050000001,0.949999988
981,11,57.94%,0.7867,11,0.050000001,0.949999988
982,12,57.88%,4.1648,5,0.050000001,0.949999988
983,2,57.93%,0.1971,2,0.050000001,0.949999988
984,21,57.97%,0.6229,21,0.050000001,0.949999988
985,12,57.91%,1.6861,27,0.050000001,0.949999988
986,13,57.95%,0.5704,13,0.050000001,0.949999988
987,6,58.00%,0.4418,6,0.050000001,0.949999988
988,0,58.04%,0.4622,0,0.050000001,0.949999988
989,17,58.08%,0.8058,17,0.050000001,0.949999988
990,26,58.12%,0.1433,26,0.050000001,0.949999988
991,27,58.17%,1.3174,27,0.050000001,0.949999988
992,18,58.21%,1.608,18,0.050000001,0.949999988
993,22,58.25%,1.3575,22,0.050000001,0.949999988
994,13,58.29%,0.4499,13,0.050000001,0.949999988
995,16,58.33%,0.2729,16,0.050000001,0.949999988
996,25,58.38%,1.1719,25,0.050000001,0.949999988
997,1,58.42%,0.1511,1,0.050000001,0.949999988
998,25,58.46%,1.0308,25,0.050000001,0.949999988
