round,ground_truth,correct_percentage,loss,softmax_output,hedge_weights
248,10,2.41%,2.9567,"[0.03215814381837845, 0.017362231388688087, 0.04059433937072754, 0.044909607619047165, 0.016106294468045235, 0.04004775732755661, 0.0643826276063919, 0.0901593491435051, 0.032803501933813095, 0.03878846392035484, 0.053428083658218384, 0.025690142065286636, 0.013685007579624653, 0.02029142528772354, 0.044882871210575104, 0.025835784152150154, 0.06720002740621567, 0.02948136441409588, 0.025034232065081596, 0.01052865944802761, 0.01570487767457962, 0.05277308449149132, 0.029521258547902107, 0.010490801185369492, 0.04791295900940895, 0.010931354947388172, 0.051369789987802505, 0.04792593792080879]","[0.021708231419324875, 0.9782918095588684]"
249,25,2.40%,4.5478,"[0.03509674593806267, 0.016754068434238434, 0.03704628720879555, 0.042213499546051025, 0.015063844621181488, 0.04494632035493851, 0.068428173661232, 0.0899471640586853, 0.03136606886982918, 0.03930284455418587, 0.05210752785205841, 0.025574393570423126, 0.014282174408435822, 0.01979023590683937, 0.0443098321557045, 0.023448433727025986, 0.07478078454732895, 0.029849175363779068, 0.02261674590408802, 0.009908070787787437, 0.013192021287977695, 0.05656875669956207, 0.03473220765590668, 0.008883114904165268, 0.047717414796352386, 0.010583281517028809, 0.046339597553014755, 0.04515117034316063]","[0.007947158068418503, 0.9920527935028076]"
250,6,2.39%,2.7614,"[0.0370715856552124, 0.017181135714054108, 0.03666899725794792, 0.042582280933856964, 0.016223490238189697, 0.03926180675625801, 0.06560584902763367, 0.09106361120939255, 0.03622811287641525, 0.036802005022764206, 0.055752288550138474, 0.026016026735305786, 0.013603021390736103, 0.02191391959786415, 0.044625964015722275, 0.024513306096196175, 0.07200022786855698, 0.027904855087399483, 0.023674700409173965, 0.009865834377706051, 0.015165102668106556, 0.053857117891311646, 0.03335133567452431, 0.009460413828492165, 0.04446669667959213, 0.01072484627366066, 0.04597556218504906, 0.048439908772706985]","[0.019594831392169, 0.9804051518440247]"
251,23,2.38%,4.3651,"[0.03677072376012802, 0.017233630642294884, 0.03734307363629341, 0.04248153045773506, 0.01643620990216732, 0.03838656097650528, 0.06705580651760101, 0.09195882827043533, 0.036949895322322845, 0.035984113812446594, 0.05556239187717438, 0.02602377161383629, 0.013435019180178642, 0.022658636793494225, 0.04496423155069351, 0.024131687358021736, 0.07086005061864853, 0.028234414756298065, 0.02383614331483841, 0.010019929148256779, 0.015640566125512123, 0.05271372199058533, 0.03211706504225731, 0.00979273859411478, 0.04459233954548836, 0.011051456443965435, 0.04521738737821579, 0.0485481321811676]","[0.018799690529704094, 0.9812002778053284]"
252,16,2.37%,2.8403,"[0.038177113980054855, 0.01719571277499199, 0.03753465786576271, 0.04244333505630493, 0.016428252682089806, 0.03805515170097351, 0.06775395572185516, 0.09335511922836304, 0.03949712589383125, 0.03513246774673462, 0.0557861402630806, 0.02629908174276352, 0.01281030010432005, 0.02331581339240074, 0.045059408992528915, 0.023555349558591843, 0.07071726769208908, 0.027555612847208977, 0.023626388981938362, 0.009835537523031235, 0.015727050602436066, 0.05154296010732651, 0.03186678886413574, 0.00982373021543026, 0.04443667456507683, 0.011263236403465271, 0.04268630966544151, 0.04851946979761124]","[0.016867320984601974, 0.9831326603889465]"
253,18,2.36%,3.7576,"[0.036823030561208725, 0.01795518398284912, 0.03795439377427101, 0.043603889644145966, 0.01828729547560215, 0.03273799642920494, 0.06484486162662506, 0.0941089615225792, 0.04450349137187004, 0.03285033255815506, 0.05891283601522446, 0.027164634317159653, 0.012069330550730228, 0.025299983099102974, 0.04372214153409004, 0.025598598644137383, 0.06416512280702591, 0.02604174055159092, 0.025022778660058975, 0.010292600840330124, 0.018976079300045967, 0.04741085693240166, 0.0281511303037405, 0.01136558037251234, 0.04212551191449165, 0.011524946428835392, 0.045314908027648926, 0.053171779960393906]","[0.013881898485124111, 0.9861180782318115]"
254,24,2.35%,3.1295,"[0.03569737821817398, 0.018709992989897728, 0.04027897119522095, 0.044685348868370056, 0.020383436232805252, 0.026965009048581123, 0.060837522149086, 0.09294170141220093, 0.049327097833156586, 0.03034260682761669, 0.060485903173685074, 0.0272353645414114, 0.011353617534041405, 0.02797425538301468, 0.04438015818595886, 0.028590742498636246, 0.056540656834840775, 0.024753257632255554, 0.028161251917481422, 0.011063044890761375, 0.023708874359726906, 0.041596412658691406, 0.02332504279911518, 0.013685310259461403, 0.03888911008834839, 0.01165201235562563, 0.048036471009254456, 0.05839943140745163]","[0.010079652070999146, 0.9899203181266785]"
255,22,2.34%,3.8516,"[0.03825470060110092, 0.01860705390572548, 0.03766145184636116, 0.044281672686338425, 0.01616198569536209, 0.03986107185482979, 0.06787160784006119, 0.09641683101654053, 0.04600658267736435, 0.034763235598802567, 0.05724475905299187, 0.028887413442134857, 0.010981868021190166, 0.021662091836333275, 0.04041539132595062, 0.023427005857229233, 0.06495831906795502, 0.025131886824965477, 0.023584522306919098, 0.00995028018951416, 0.015997264534235, 0.04952783137559891, 0.02989785000681877, 0.010306740179657936, 0.045783497393131256, 0.012316867709159851, 0.04099816083908081, 0.04904215782880783]","[0.007961555384099483, 0.9920384287834167]"
256,0,2.33%,3.2789,"[0.03825181722640991, 0.0190073624253273, 0.03731844574213028, 0.04398597031831741, 0.015902362763881683, 0.03960144892334938, 0.06649647653102875, 0.0938955545425415, 0.047424156218767166, 0.03538740426301956, 0.05875429883599281, 0.02941974811255932, 0.010952718555927277, 0.021235788241028786, 0.04010821133852005, 0.02392503432929516, 0.06369227916002274, 0.02448105812072754, 0.024168523028492928, 0.010262682102620602, 0.01617586985230446, 0.049315765500068665, 0.02955630049109459, 0.010466882027685642, 0.04592583701014519, 0.012180984951555729, 0.041742924600839615, 0.05036409571766853]","[0.004848778247833252, 0.9951512217521667]"
257,1,2.33%,3.9621,"[0.03685763105750084, 0.019097696989774704, 0.03904592618346214, 0.043472807854413986, 0.019872093573212624, 0.027069581672549248, 0.06097669526934624, 0.09069228172302246, 0.05131162330508232, 0.03057563491165638, 0.06189047172665596, 0.027713293209671974, 0.01126161776483059, 0.027742162346839905, 0.043795954436063766, 0.028596248477697372, 0.05648326501250267, 0.024043172597885132, 0.028588715940713882, 0.01131796557456255, 0.023440521210432053, 0.0412481464445591, 0.023659033700823784, 0.013715844601392746, 0.03905368968844414, 0.011549248360097408, 0.0471993051469326, 0.05972931906580925]","[0.0034280528780072927, 0.996571958065033]"
258,10,2.32%,2.7843,"[0.038943417370319366, 0.019671758636832237, 0.03840933367609978, 0.043096207082271576, 0.01935930922627449, 0.02791225165128708, 0.060794249176979065, 0.09094423800706863, 0.052839357405900955, 0.03063279017806053, 0.061964601278305054, 0.027855413034558296, 0.011100909672677517, 0.02722076326608658, 0.04326065257191658, 0.028261832892894745, 0.05774665251374245, 0.023539772257208824, 0.028423985466361046, 0.011047258973121643, 0.02266436442732811, 0.04142944514751434, 0.02465977892279625, 0.013172709383070469, 0.038656916469335556, 0.01174864824861288, 0.045271433889865875, 0.05937200039625168]","[0.003389659570530057, 0.9966103434562683]"
259,10,2.31%,2.7399,"[0.04436367005109787, 0.020442433655261993, 0.032700315117836, 0.04102984815835953, 0.016025137156248093, 0.03623667359352112, 0.060424648225307465, 0.08948121219873428, 0.05495382845401764, 0.03408744931221008, 0.0645652785897255, 0.02925112657248974, 0.011404666118323803, 0.02329736389219761, 0.040774766355752945, 0.025864558294415474, 0.06397280097007751, 0.022113030776381493, 0.024916892871260643, 0.010075073689222336, 0.018074005842208862, 0.04716658964753151, 0.03113934025168419, 0.010173737071454525, 0.040007151663303375, 0.011572456918656826, 0.03955153003334999, 0.05633443593978882]","[0.004183219280093908, 0.9958167672157288]"
260,15,2.30%,3.6086,"[0.039741482585668564, 0.019413327798247337, 0.036614567041397095, 0.04194570705294609, 0.02133086323738098, 0.022180873900651932, 0.056417711079120636, 0.08666183054447174, 0.05640435218811035, 0.027851680293679237, 0.06698952615261078, 0.02710057981312275, 0.011353814974427223, 0.03199461102485657, 0.0451359897851944, 0.030625633895397186, 0.05344853922724724, 0.022316496819257736, 0.030336914584040642, 0.011342115700244904, 0.027908632531762123, 0.03826780989766121, 0.023317130282521248, 0.014849504455924034, 0.034296900033950806, 0.010925241746008396, 0.04660303518176079, 0.06462514400482178]","[0.00245981034822762, 0.9975401759147644]"
261,11,2.29%,3.5565,"[0.04356256127357483, 0.01962185651063919, 0.031904350966215134, 0.040589671581983566, 0.019740667194128036, 0.02424456924200058, 0.05374493449926376, 0.08385661989450455, 0.06015077233314514, 0.02931511588394642, 0.07173323631286621, 0.02771274745464325, 0.011854077689349651, 0.031539902091026306, 0.04477612301707268, 0.030764853581786156, 0.0554703064262867, 0.02084636315703392, 0.028338639065623283, 0.010776053182780743, 0.026846542954444885, 0.04064573720097542, 0.02679656259715557, 0.013081636279821396, 0.03361080586910248, 0.010405480861663818, 0.0431315116584301, 0.06493819504976273]","[0.0015492563834413886, 0.998450756072998]"
262,9,2.28%,3.4894,"[0.04861972853541374, 0.019759781658649445, 0.02697056345641613, 0.03920900076627731, 0.017759544774889946, 0.02681160718202591, 0.05006822571158409, 0.08064238727092743, 0.06519370526075363, 0.030776677653193474, 0.07778511941432953, 0.028715061023831367, 0.012264897115528584, 0.030669288709759712, 0.04380476847290993, 0.03090200386941433, 0.05694464594125748, 0.018920935690402985, 0.02590010315179825, 0.009988217614591122, 0.02586841955780983, 0.043304476886987686, 0.031528543680906296, 0.011172905564308167, 0.03255103528499603, 0.009795060381293297, 0.03881324082612991, 0.06526004523038864]","[0.0010000000474974513, 0.9996833205223083]"
263,15,2.27%,3.4434,"[0.04784686863422394, 0.0198359377682209, 0.0289169754832983, 0.04023824632167816, 0.01867515966296196, 0.023459456861019135, 0.04897160083055496, 0.08047898858785629, 0.06504897028207779, 0.02904399298131466, 0.0783982053399086, 0.028328007087111473, 0.011837050318717957, 0.032130077481269836, 0.04458516463637352, 0.032357826828956604, 0.053271546959877014, 0.01885523647069931, 0.027920737862586975, 0.010165520012378693, 0.028764786198735237, 0.040583204478025436, 0.02901478111743927, 0.01249579805880785, 0.031324997544288635, 0.009849422611296177, 0.040532421320676804, 0.06706906855106354]","[0.0010612861951813102, 0.9989387392997742]"
264,16,2.26%,2.9883,"[0.04831534996628761, 0.020150773227214813, 0.02974487841129303, 0.04094826802611351, 0.018950205296278, 0.021237926557660103, 0.04638919234275818, 0.07858051359653473, 0.06645120680332184, 0.027883559465408325, 0.07994192093610764, 0.028317738324403763, 0.011548766866326332, 0.03291251137852669, 0.045149121433496475, 0.03474150970578194, 0.04949154704809189, 0.018121078610420227, 0.02968972735106945, 0.010302947834134102, 0.031885113567113876, 0.03825099393725395, 0.027341820299625397, 0.013451466336846352, 0.02951621450483799, 0.009716727770864964, 0.04139426350593567, 0.06957469880580902]","[0.0010000000474974513, 0.9991880655288696]"
265,5,2.26%,3.9419,"[0.05202564597129822, 0.020355015993118286, 0.02843181975185871, 0.04100668802857399, 0.017912765964865685, 0.020676391199231148, 0.04261644557118416, 0.07583726942539215, 0.07044310867786407, 0.027554232627153397, 0.08354533463716507, 0.02854098565876484, 0.011378894560039043, 0.03291785344481468, 0.045609649270772934, 0.036775290966033936, 0.047768447548151016, 0.0166471004486084, 0.029880385845899582, 0.009853889234364033, 0.0337383970618248, 0.037316516041755676, 0.028126433491706848, 0.013042092323303223, 0.02762300707399845, 0.009310303255915642, 0.03938668221235275, 0.07167936861515045]","[0.0010312977246940136, 0.9989686608314514]"
266,15,2.25%,3.2763,"[0.056284885853528976, 0.020665133371949196, 0.027000857517123222, 0.04093759134411812, 0.016816530376672745, 0.02072043903172016, 0.03884338214993477, 0.07332970201969147, 0.07491976022720337, 0.027442893013358116, 0.08659148216247559, 0.02859106846153736, 0.01115766353905201, 0.03283027932047844, 0.045886505395174026, 0.03890007361769676, 0.0463905930519104, 0.015263054519891739, 0.029592078179121017, 0.00924830511212349, 0.03511236980557442, 0.03612741827964783, 0.029117997735738754, 0.01239896658807993, 0.026103179901838303, 0.008922381326556206, 0.03698040544986725, 0.07382502406835556]","[0.0021031927317380905, 0.9978968501091003]"
267,9,2.24%,3.6228,"[0.05075817555189133, 0.02121030166745186, 0.030554993078112602, 0.041865214705467224, 0.018991664052009583, 0.01902901381254196, 0.04067803919315338, 0.07369881868362427, 0.0707123652100563, 0.026587819680571556, 0.08122982829809189, 0.028517374768853188, 0.010954069904983044, 0.03361857309937477, 0.04534448683261871, 0.04082423448562622, 0.045105207711458206, 0.016304101794958115, 0.03218410164117813, 0.010255444794893265, 0.03670644015073776, 0.0337490513920784, 0.025262733921408653, 0.014483188278973103, 0.026571987196803093, 0.009530993178486824, 0.04122615605592728, 0.07404568791389465]","[0.0010982946259900928, 0.9989017248153687]"
268,17,2.23%,4.2250,"[0.05643448606133461, 0.02177726849913597, 0.027524927631020546, 0.04122691974043846, 0.017666617408394814, 0.01964685693383217, 0.03556868061423302, 0.06908410042524338, 0.07687694579362869, 0.027338342741131783, 0.08418016135692596, 0.028572967275977135, 0.011008912697434425, 0.03369180113077164, 0.04570329934358597, 0.04518532380461693, 0.044032782316207886, 0.01440467406064272, 0.03129102289676666, 0.009543460793793201, 0.038063377141952515, 0.03249280899763107, 0.026891116052865982, 0.013162106275558472, 0.024452097713947296, 0.00887648481875658, 0.0380452498793602, 0.07725726068019867]","[0.0010000000474974513, 0.999487042427063]"
269,12,2.22%,4.4919,"[0.054200105369091034, 0.02224007621407509, 0.028429711237549782, 0.041315339505672455, 0.01816873997449875, 0.0203299168497324, 0.037009820342063904, 0.06950559467077255, 0.07324335724115372, 0.028459234163165092, 0.08153681457042694, 0.028297947719693184, 0.011205332353711128, 0.033283352851867676, 0.045474741607904434, 0.04575740173459053, 0.04556884989142418, 0.015191002748906612, 0.03170328587293625, 0.009837827645242214, 0.036336518824100494, 0.03267331421375275, 0.026331277564167976, 0.013323056511580944, 0.02526911534368992, 0.009112524800002575, 0.03994033858180046, 0.07625537365674973]","[0.0010000000474974513, 0.999154269695282]"
270,15,2.21%,3.1257,"[0.05443830043077469, 0.022650079801678658, 0.027520116418600082, 0.04074080288410187, 0.017975257709622383, 0.021601775661110878, 0.03710560500621796, 0.06839144229888916, 0.07166244834661484, 0.02993139810860157, 0.08078518509864807, 0.028193803504109383, 0.011741814203560352, 0.03273442015051842, 0.04523570090532303, 0.04697321355342865, 0.047472428530454636, 0.015333056449890137, 0.031141426414251328, 0.009829392656683922, 0.0344596691429615, 0.03324802592396736, 0.027209408581256866, 0.012678183615207672, 0.025349175557494164, 0.009012538939714432, 0.040404241532087326, 0.0761810839176178]","[0.0025091359857469797, 0.9974908828735352]"
271,26,2.21%,3.1411,"[0.050574079155921936, 0.023006651550531387, 0.028691759333014488, 0.04070831090211868, 0.018875211477279663, 0.021766357123851776, 0.03880744427442551, 0.06806748360395432, 0.06714947521686554, 0.03106217458844185, 0.07785394042730331, 0.02788614109158516, 0.012257721275091171, 0.03249649330973625, 0.045093778520822525, 0.04782170057296753, 0.048806674778461456, 0.01635959930717945, 0.03204643726348877, 0.01047462411224842, 0.033389270305633545, 0.033539410680532455, 0.025967851281166077, 0.013261249288916588, 0.02623489312827587, 0.009292777627706528, 0.04364510625600815, 0.07486332207918167]","[0.0023400355130434036, 0.9976599812507629]"
272,27,2.20%,2.6178,"[0.04929131641983986, 0.023274632170796394, 0.028609421104192734, 0.04043559357523918, 0.018895845860242844, 0.022595591843128204, 0.0392843596637249, 0.0673324391245842, 0.06411869078874588, 0.032607272267341614, 0.07660549134016037, 0.027417173609137535, 0.012787154875695705, 0.03196399286389351, 0.04505116119980812, 0.04890313372015953, 0.050691261887550354, 0.016846850514411926, 0.03198220208287239, 0.010576513595879078, 0.03190891817212105, 0.034192200750112534, 0.026169156655669212, 0.012980731204152107, 0.02681770920753479, 0.009307067841291428, 0.045460231602191925, 0.07389385998249054]","[0.0012179106706753373, 0.9987820386886597]"
273,13,2.19%,3.4600,"[0.054559845477342606, 0.02333058789372444, 0.025359967723488808, 0.03930458426475525, 0.017218144610524178, 0.024792997166514397, 0.03646739199757576, 0.06451163440942764, 0.06569403409957886, 0.034593407064676285, 0.07912249118089676, 0.027134746313095093, 0.013345896266400814, 0.031331028789281845, 0.044911470264196396, 0.05171946808695793, 0.05317706987261772, 0.015655463561415672, 0.029709139838814735, 0.009614439681172371, 0.030131762847304344, 0.03489217534661293, 0.029842372983694077, 0.010955443605780602, 0.025914419442415237, 0.008615854196250439, 0.04228135943412781, 0.07581283897161484]","[0.0010000000474974513, 0.9992080330848694]"
274,3,2.18%,3.2283,"[0.04579828679561615, 0.022990934550762177, 0.02919107675552368, 0.039875250309705734, 0.01934436522424221, 0.02352319471538067, 0.042046595364809036, 0.06770224869251251, 0.057392291724681854, 0.03486109897494316, 0.07415234297513962, 0.02633919008076191, 0.01353045366704464, 0.03173533082008362, 0.04427166283130646, 0.048429276794195175, 0.055427536368370056, 0.01841830648481846, 0.0313391275703907, 0.010661203414201736, 0.028712071478366852, 0.03569445013999939, 0.02657512202858925, 0.012563075870275497, 0.02896851859986782, 0.009434277191758156, 0.04898614063858986, 0.07203657180070877]","[0.0010000000474974513, 0.9993168711662292]"
275,21,2.17%,3.3322,"[0.045456696301698685, 0.022885970771312714, 0.028744909912347794, 0.04000004008412361, 0.01921815052628517, 0.02430528588593006, 0.04252680391073227, 0.06744308024644852, 0.0558951310813427, 0.03600470721721649, 0.07364150881767273, 0.02585005573928356, 0.013814122416079044, 0.03193560242652893, 0.04358318820595741, 0.048426494002342224, 0.05800400674343109, 0.018691252917051315, 0.030437186360359192, 0.010363269597291946, 0.027238696813583374, 0.036384742707014084, 0.027565503492951393, 0.01191963255405426, 0.029572028666734695, 0.009436280466616154, 0.04925147071480751, 0.07140417397022247]","[0.0010000000474974513, 0.9992433786392212]"
276,5,2.17%,3.7094,"[0.042555857449769974, 0.022965243086218834, 0.029125461354851723, 0.04025118798017502, 0.019810350611805916, 0.024149330332875252, 0.04357348009943962, 0.0671408474445343, 0.05349179357290268, 0.03653941676020622, 0.07250319421291351, 0.025625061243772507, 0.014149289578199387, 0.032065507024526596, 0.0426674410700798, 0.04824085161089897, 0.05863348767161369, 0.019436223432421684, 0.03046131692826748, 0.010626145638525486, 0.026730118319392204, 0.03702259808778763, 0.026915134862065315, 0.01225451473146677, 0.030331481248140335, 0.009635363705456257, 0.0522085465490818, 0.07089069485664368]","[0.0014939922839403152, 0.9985059499740601]"
277,0,2.16%,3.2114,"[0.045179106295108795, 0.023089494556188583, 0.026160603389143944, 0.039895035326480865, 0.018226545304059982, 0.027500934898853302, 0.042251769453287125, 0.0661359652876854, 0.05333736166357994, 0.03917858377099037, 0.07417389750480652, 0.025310447439551353, 0.014722641557455063, 0.031222613528370857, 0.04150509089231491, 0.04857254773378372, 0.06261637806892395, 0.01877695322036743, 0.027753228321671486, 0.00960573460906744, 0.0242867860943079, 0.039279501885175705, 0.03097558207809925, 0.010365098714828491, 0.030598517507314682, 0.00929250381886959, 0.049473050981760025, 0.07051404565572739]","[0.001119912602007389, 0.9988800883293152]"
278,26,2.15%,2.9839,"[0.041805416345596313, 0.023467695340514183, 0.027790158987045288, 0.04040810093283653, 0.019310561940073967, 0.026348676532506943, 0.04336186498403549, 0.06590117514133453, 0.051138535141944885, 0.038544829934835434, 0.07175896316766739, 0.025361860170960426, 0.014889783225953579, 0.03154129907488823, 0.04133082553744316, 0.04927283525466919, 0.06027750298380852, 0.019717443734407425, 0.02919401042163372, 0.010392749682068825, 0.025202585384249687, 0.0384274497628212, 0.028122952207922935, 0.011569821275770664, 0.0307764932513237, 0.00962900836020708, 0.053633689880371094, 0.07082364708185196]","[0.0017454252811148763, 0.9982545971870422]"
279,9,2.14%,3.1973,"[0.03931643068790436, 0.0236261785030365, 0.029151206836104393, 0.04079347476363182, 0.020086342468857765, 0.02565101347863674, 0.04424462839961052, 0.06545814126729965, 0.04901965707540512, 0.0383916012942791, 0.06947915256023407, 0.025137227028608322, 0.015042643994092941, 0.031772930175065994, 0.04124786704778671, 0.049785878509283066, 0.05927504971623421, 0.02050541341304779, 0.030208241194486618, 0.010942468419671059, 0.025504086166620255, 0.03787761181592941, 0.026208236813545227, 0.012394136749207973, 0.031075796112418175, 0.009859360754489899, 0.05736085772514343, 0.07058440148830414]","[0.0014046205906197429, 0.9985954165458679]"
280,16,2.14%,2.7761,"[0.040039028972387314, 0.0237747710198164, 0.02815479412674904, 0.04082321748137474, 0.01911834441125393, 0.02781021036207676, 0.04395396634936333, 0.06466922163963318, 0.0475417859852314, 0.040640752762556076, 0.06919123977422714, 0.024809997528791428, 0.015512350015342236, 0.030942976474761963, 0.04099930450320244, 0.050051767379045486, 0.06118500232696533, 0.020524099469184875, 0.029187671840190887, 0.010570183396339417, 0.023982275277376175, 0.0392133891582489, 0.027734300121665, 0.01150161400437355, 0.031559474766254425, 0.009733670391142368, 0.05713420733809471, 0.06964030116796494]","[0.0010000000474974513, 0.9990671277046204]"
281,21,2.13%,3.2141,"[0.03967393934726715, 0.023939091712236404, 0.027597829699516296, 0.04064570367336273, 0.018578989431262016, 0.029687199741601944, 0.04413609951734543, 0.06377104669809341, 0.04559420421719551, 0.04273408278822899, 0.06803019344806671, 0.024490011855959892, 0.016030266880989075, 0.030123665928840637, 0.04064536467194557, 0.050061292946338654, 0.06356215476989746, 0.0208315160125494, 0.028477903455495834, 0.010447904467582703, 0.022521262988448143, 0.040343593806028366, 0.028557177633047104, 0.010953904129564762, 0.03221525251865387, 0.009702339768409729, 0.05809508264064789, 0.06855294108390808]","[0.0010000000474974513, 0.999025285243988]"
282,18,2.12%,3.6158,"[0.03942008689045906, 0.02406979724764824, 0.026600703597068787, 0.04040026292204857, 0.017634138464927673, 0.032319650053977966, 0.044359948486089706, 0.06269311159849167, 0.04327007755637169, 0.04512130096554756, 0.06742163002490997, 0.024377895519137383, 0.016763167455792427, 0.028780275955796242, 0.04017172381281853, 0.04963124915957451, 0.06568391621112823, 0.021113645285367966, 0.027506262063980103, 0.010310372337698936, 0.020975643768906593, 0.042519960552453995, 0.030029233545064926, 0.01031068991869688, 0.03285423666238785, 0.009612434543669224, 0.058866746723651886, 0.06718176603317261]","[0.0010000000474974513, 0.9991025328636169]"
283,2,2.11%,3.6755,"[0.03860704228281975, 0.02443971298635006, 0.026448339223861694, 0.04025715962052345, 0.017296694219112396, 0.03375893831253052, 0.04463468864560127, 0.06174845993518829, 0.04154355451464653, 0.046693067997694016, 0.06615515053272247, 0.024277620017528534, 0.01726369373500347, 0.0278136245906353, 0.03990339860320091, 0.04937537759542465, 0.06641048192977905, 0.02151324227452278, 0.02770533226430416, 0.010484925471246243, 0.020109044387936592, 0.043779756873846054, 0.03008330427110195, 0.01022651232779026, 0.033155374228954315, 0.009691042825579643, 0.0606546625494957, 0.06596971303224564]","[0.0010000000474974513, 0.9990681409835815]"
284,22,2.11%,3.6163,"[0.04035976156592369, 0.025035729631781578, 0.024678336456418037, 0.03985811769962311, 0.015374531038105488, 0.0401882603764534, 0.04453663155436516, 0.06072226166725159, 0.03922691568732262, 0.050479233264923096, 0.06527837365865707, 0.02425168640911579, 0.018133878707885742, 0.025323031470179558, 0.03879404440522194, 0.04825717210769653, 0.06962147355079651, 0.021435031667351723, 0.025918111205101013, 0.009878858923912048, 0.017558319494128227, 0.047060467302799225, 0.03396046534180641, 0.008831408806145191, 0.033615946769714355, 0.009593861177563667, 0.058410897850990295, 0.06361721456050873]","[0.001199356629513204, 0.9988006353378296]"
285,19,2.10%,4.5160,"[0.03728795051574707, 0.025023525580763817, 0.027112459763884544, 0.04038096219301224, 0.0168945100158453, 0.03549714758992195, 0.04470442980527878, 0.059805963188409805, 0.03915238752961159, 0.04933179169893265, 0.06377017498016357, 0.023890560492873192, 0.017820455133914948, 0.026524145156145096, 0.03941486403346062, 0.049400076270103455, 0.06744766980409622, 0.022025294601917267, 0.028435328975319862, 0.01076266635209322, 0.018857011571526527, 0.04525190219283104, 0.029996655881404877, 0.010133272968232632, 0.033597420901060104, 0.009865851141512394, 0.06370101869106293, 0.06391454488039017]","[0.0010000000474974513, 0.9991061091423035]"
286,5,2.09%,3.4453,"[0.03703702241182327, 0.025198733434081078, 0.02708190307021141, 0.04017375037074089, 0.016507111489772797, 0.03672482445836067, 0.04468473792076111, 0.058511704206466675, 0.03808335214853287, 0.050920408219099045, 0.06288223713636398, 0.023793421685695648, 0.018233560025691986, 0.025806784629821777, 0.03934783488512039, 0.04932001233100891, 0.06805621832609177, 0.022167690098285675, 0.02865583263337612, 0.011053424328565598, 0.018165595829486847, 0.046275943517684937, 0.030458662658929825, 0.009957008995115757, 0.033693499863147736, 0.009846648201346397, 0.06455092132091522, 0.06281118839979172]","[0.0011713741114363074, 0.998828649520874]"
287,7,2.08%,2.8560,"[0.03640007600188255, 0.025446977466344833, 0.027402039617300034, 0.04011579975485802, 0.016244275495409966, 0.03818875923752785, 0.04480874910950661, 0.05757101997733116, 0.036920931190252304, 0.05247030407190323, 0.061459943652153015, 0.02361350879073143, 0.01852244697511196, 0.025137757882475853, 0.03929341956973076, 0.04931378364562988, 0.06839169561862946, 0.022458553314208984, 0.02896837145090103, 0.011371415108442307, 0.017564067617058754, 0.04686443880200386, 0.03039906546473503, 0.009892173111438751, 0.034026939421892166, 0.009908785112202168, 0.065615214407444, 0.06162945181131363]","[0.0010000000474974513, 0.9990213513374329]"
288,13,2.08%,3.6849,"[0.03675024211406708, 0.025835158303380013, 0.027004066854715347, 0.03991272300481796, 0.015431969426572323, 0.04175136983394623, 0.04509282112121582, 0.05745665356516838, 0.035585034638643265, 0.054562829434871674, 0.06014515459537506, 0.023527586832642555, 0.01888349838554859, 0.023918408900499344, 0.03884357586503029, 0.048557452857494354, 0.06948164850473404, 0.02267119102180004, 0.028427565470337868, 0.011344819329679012, 0.016392963007092476, 0.048221103847026825, 0.031726304441690445, 0.009370723739266396, 0.03442512825131416, 0.009957592003047466, 0.06477046757936478, 0.059951912611722946]","[0.0010025097290053964, 0.9989975094795227]"
289,0,2.07%,3.3516,"[0.035500746220350266, 0.025633040815591812, 0.028517652302980423, 0.04031939059495926, 0.016114618629217148, 0.039437729865312576, 0.04569011926651001, 0.05785727500915527, 0.035387732088565826, 0.05337889492511749, 0.0591871440410614, 0.02337639406323433, 0.018574245274066925, 0.024775084108114243, 0.03917189687490463, 0.048945240676403046, 0.06815274804830551, 0.02306888811290264, 0.029730377718806267, 0.011902439408004284, 0.017062315717339516, 0.04712077975273132, 0.02982511557638645, 0.01003011129796505, 0.03429300710558891, 0.010100298561155796, 0.06691315770149231, 0.05993355065584183]","[0.0010276335524395108, 0.9989723563194275]"
290,5,2.06%,3.3231,"[0.03535357490181923, 0.025464670732617378, 0.029684947803616524, 0.04060865193605423, 0.016502559185028076, 0.03805045783519745, 0.04613596946001053, 0.05825166776776314, 0.03533654659986496, 0.052385684102773666, 0.05836706608533859, 0.02330130524933338, 0.018290644511580467, 0.02541518025100231, 0.039527371525764465, 0.04927866905927658, 0.06719112396240234, 0.02325970120728016, 0.03076302818953991, 0.0123092420399189, 0.01753718964755535, 0.046270836144685745, 0.02870163507759571, 0.010456031188368797, 0.03392813354730606, 0.010185765102505684, 0.0676591768860817, 0.0597832165658474]","[0.0011243849294260144, 0.998875617980957]"
