round,ground_truth,fused_pred,fused_correct,loss,correct_percentage,agent0_hw,agent1_hw,agent0_pred,agent0_correct,agent1_pred,agent1_correct
628,5,5,1,0.1671,57.71%,0.9989995360374451,0.001000471063889563,5,1,5,1
629,23,23,1,0.9084,57.78%,0.9989976286888123,0.0010024041403084993,23,1,23,1
630,19,19,1,1.5677,57.84%,0.9989999532699585,0.0010000822367146611,19,1,19,1
631,13,13,1,0.6298,57.91%,0.998999834060669,0.0010001767659559846,13,1,13,1
632,27,27,1,0.5889,57.98%,0.9989843368530273,0.0010156536009162664,27,1,27,1
633,21,21,1,0.2478,58.04%,0.9989970922470093,0.0010029010009020567,21,1,21,1
634,12,12,1,1.7732,58.11%,0.9989964365959167,0.0010035379091277719,12,1,12,1
635,6,6,1,0.6441,58.18%,0.9989888072013855,0.0010111893061548471,6,1,6,1
636,10,10,1,0.3158,58.24%,0.9989888072013855,0.0010111770825460553,10,1,10,1
637,0,0,1,0.5392,58.31%,0.9989878535270691,0.00101213448215276,0,1,0,1
638,16,16,1,0.2893,58.37%,0.9989907741546631,0.0010092254960909486,16,1,16,1
639,11,11,1,4.4618,58.44%,0.9989924430847168,0.0010075890459120274,11,1,13,0
640,23,23,1,0.7324,58.50%,0.9989995956420898,0.0010004123905673623,23,1,23,1
641,3,3,1,0.5903,58.57%,0.998998761177063,0.0010012495331466198,3,1,3,1
642,24,24,1,0.5945,58.63%,0.9989993572235107,0.0010006810771301389,24,1,24,1
643,21,21,1,0.2250,58.70%,0.9989982843399048,0.0010017211316153407,21,1,21,1
644,27,27,1,0.6332,58.76%,0.9989950060844421,0.0010050092823803425,27,1,27,1
645,8,8,1,0.6751,58.82%,0.9989935755729675,0.001006443751975894,8,1,8,1
646,27,27,1,0.8565,58.89%,0.9989861249923706,0.0010138963116332889,27,1,17,0
647,26,26,1,1.0427,58.95%,0.9989888072013855,0.001011183951050043,26,1,26,1
648,25,25,1,1.4569,59.01%,0.9989999532699585,0.0010000846814364195,25,1,25,1
649,24,24,1,0.5540,59.08%,0.9990000128746033,0.0010000112233683467,24,1,24,1
650,27,27,1,0.4382,59.14%,0.9989749789237976,0.0010250177001580596,27,1,27,1
651,3,3,1,0.5240,59.20%,0.9989954233169556,0.001004548161290586,3,1,3,1
652,0,0,1,0.4814,59.26%,0.9989943504333496,0.0010056921746581793,0,1,0,1
653,6,6,1,0.5409,59.33%,0.998996913433075,0.0010030766716226935,6,1,6,1
654,17,17,1,0.7044,59.39%,0.9989966154098511,0.0010034102015197277,17,1,17,1
655,2,2,1,0.6262,59.45%,0.998996376991272,0.0010036079911515117,2,1,2,1
656,5,5,1,0.2598,59.51%,0.9989992380142212,0.0010007972596213222,5,1,5,1
657,12,12,1,1.6580,59.57%,0.9989693760871887,0.0010306625626981258,12,1,12,1
658,8,8,1,1.6344,59.64%,0.998984694480896,0.0010153425391763449,8,1,27,0
659,14,17,0,3.0937,59.55%,0.9989811182022095,0.0010189104359596968,14,1,17,0
660,14,14,1,0.3549,59.61%,0.9989805221557617,0.0010194891365244985,14,1,14,1
661,7,7,1,0.2293,59.67%,0.9989839196205139,0.0010161076206713915,7,1,7,1
662,9,9,1,1.2304,59.73%,0.9989790916442871,0.001020919531583786,9,1,9,1
663,6,6,1,0.5198,59.79%,0.9989863634109497,0.0010136148193851113,6,1,6,1
664,20,3,0,2.4471,59.70%,0.9989964365959167,0.0010035510640591383,20,1,20,1
665,2,2,1,0.5798,59.76%,0.9989978671073914,0.001002166303806007,2,1,2,1
666,9,9,1,1.1341,59.82%,0.9989755153656006,0.0010244979057461023,9,1,9,1
667,7,7,1,2.2068,59.88%,0.9989978671073914,0.0010021590860560536,7,1,14,0
668,23,23,1,0.6099,59.94%,0.9989944100379944,0.0010056302417069674,23,1,23,1
669,4,4,1,0.6988,60.00%,0.9989999532699585,0.0010000825859606266,4,1,4,1
670,7,7,1,0.2070,60.06%,0.9989979863166809,0.0010020487243309617,7,1,7,1
671,12,12,1,1.3397,60.12%,0.9989942908287048,0.0010056942701339722,12,1,12,1
672,17,17,1,0.6690,60.18%,0.998984694480896,0.0010153476614505053,17,1,17,1
673,10,10,1,0.2819,60.24%,0.9989848732948303,0.0010151496389880776,10,1,10,1
674,16,16,1,0.2436,60.30%,0.9989850521087646,0.0010149967856705189,16,1,16,1
675,20,23,0,2.6247,60.21%,0.9989996552467346,0.0010003689676523209,20,1,23,0
676,21,21,1,0.1999,60.27%,0.9989990592002869,0.0010009652469307184,21,1,21,1
677,16,16,1,0.2361,60.32%,0.9990000128746033,0.0010000055190175772,16,1,16,1
678,24,24,1,0.5034,60.38%,0.9989997148513794,0.0010003048228099942,24,1,24,1
679,21,21,1,1.3825,60.44%,0.9989963173866272,0.0010037225438281894,21,1,10,0
680,27,27,1,0.3571,60.50%,0.9989877343177795,0.0010123035172000527,27,1,27,1
681,10,10,1,0.2660,60.56%,0.9989888668060303,0.0010111286537721753,10,1,10,1
682,9,9,1,1.0295,60.61%,0.9989860653877258,0.0010139738442376256,9,1,9,1
683,4,4,1,0.5804,60.67%,0.9989950656890869,0.001004928955808282,4,1,4,1
684,16,16,1,0.2243,60.73%,0.9990000128746033,0.0010000253096222878,16,1,16,1
685,10,10,1,0.2736,60.79%,0.9989999532699585,0.0010000801412388682,10,1,10,1
686,14,14,1,0.3329,60.84%,0.9989953637123108,0.0010046586394309998,14,1,14,1
687,5,5,1,0.1322,60.90%,0.9989961385726929,0.0010038226610049605,5,1,5,1
688,5,5,1,0.1245,60.96%,0.9989882707595825,0.0010117512429133058,5,1,5,1
689,17,17,1,0.6212,61.01%,0.9989880919456482,0.0010119142243638635,17,1,17,1
690,22,4,0,2.3140,60.93%,0.9989932179450989,0.001006817677989602,22,1,22,1
691,3,3,1,0.5989,60.98%,0.9989999532699585,0.0010000658221542835,3,1,3,1
692,1,1,1,0.4162,61.04%,0.9989928603172302,0.0010071428259834647,1,1,1,1
693,18,18,1,1.1703,61.10%,0.9989999532699585,0.0010000403271988034,18,1,18,1
694,3,3,1,0.4440,61.15%,0.9989997744560242,0.0010002184426411986,3,1,3,1
695,4,4,1,1.2943,61.21%,0.9989993572235107,0.00100064801517874,4,1,20,0
696,3,3,1,0.4398,61.26%,0.9989952445030212,0.001004791003651917,3,1,3,1
697,19,19,1,1.8197,61.32%,0.9989994168281555,0.001000584103167057,19,1,22,0
698,14,14,1,0.2861,61.37%,0.9989979267120361,0.0010021041380241513,14,1,14,1
699,26,26,1,0.9651,61.43%,0.9989979863166809,0.0010020426707342267,26,1,26,1
700,13,13,1,0.6220,61.48%,0.9989997148513794,0.0010003066854551435,13,1,13,1
701,4,4,1,0.5003,61.54%,0.9989980459213257,0.0010019856272265315,4,1,4,1
702,2,2,1,0.4907,61.59%,0.9989935159683228,0.0010064685484394431,2,1,2,1
703,27,27,1,0.4391,61.65%,0.998989462852478,0.0010105236433446407,27,1,17,0
704,18,18,1,1.0794,61.70%,0.9989982843399048,0.001001723692752421,18,1,18,1
705,16,16,1,0.1750,61.76%,0.998999834060669,0.0010001539485529065,16,1,16,1
706,9,9,1,0.6943,61.81%,0.9989945292472839,0.0010055036982521415,9,1,9,1
707,16,16,1,2.2079,61.86%,0.9989979863166809,0.0010020197369158268,16,1,6,0
708,2,2,1,0.4553,61.92%,0.9989974498748779,0.0010025396477431059,2,1,2,1
709,2,2,1,0.4480,61.97%,0.9989996552467346,0.0010003810748457909,2,1,2,1
710,12,12,1,1.2686,62.03%,0.9989997744560242,0.001000240445137024,12,1,12,1
711,14,14,1,0.5254,62.08%,0.9989596009254456,0.0010404115309938788,14,1,14,1
712,15,15,1,0.2766,62.13%,0.998963475227356,0.001036508590914309,15,1,15,1
713,14,14,1,0.2549,62.18%,0.9989567399024963,0.0010432573035359383,14,1,14,1
714,3,3,1,0.3419,62.24%,0.9989596009254456,0.001040422823280096,3,1,3,1
715,16,16,1,0.1796,62.29%,0.9989802241325378,0.001019737683236599,16,1,16,1
716,23,23,1,0.5155,62.34%,0.9989980459213257,0.0010019793407991529,23,1,23,1
717,6,6,1,0.7518,62.40%,0.9989930391311646,0.0010069743730127811,6,1,0,0
718,9,9,1,0.7878,62.45%,0.9989957213401794,0.0010043015936389565,9,1,14,0
719,2,2,1,0.3758,62.50%,0.9989989399909973,0.0010010433616116643,2,1,2,1
720,24,24,1,0.4780,62.55%,0.9989999532699585,0.0010000591864809394,24,1,24,1
721,7,7,1,0.2626,62.60%,0.9989995360374451,0.0010004841024056077,7,1,7,1
722,17,17,1,0.5795,62.66%,0.9989950656890869,0.001004916150122881,17,1,17,1
723,14,14,1,0.9198,62.71%,0.9989997148513794,0.0010002958588302135,14,1,27,0
724,10,10,1,0.2413,62.76%,0.9989995956420898,0.0010003781644627452,10,1,10,1
725,19,19,1,1.2992,62.81%,0.9989997744560242,0.0010001891059800982,19,1,19,1
726,12,12,1,1.1409,62.86%,0.9989933967590332,0.0010066190734505653,12,1,12,1
727,2,2,1,0.3278,62.91%,0.998996376991272,0.0010036282474175096,2,1,2,1
728,1,1,1,0.5123,62.96%,0.998998761177063,0.0010012625716626644,1,1,1,1
729,6,6,1,0.4203,63.01%,0.9989989399909973,0.001001062453724444,6,1,6,1
730,14,14,1,0.2534,63.06%,0.9989981055259705,0.0010019087931141257,14,1,14,1
731,2,2,1,0.3330,63.11%,0.9989990592002869,0.0010009605903178453,2,1,2,1
732,4,4,1,1.1847,63.17%,0.9989988803863525,0.0010011259000748396,4,1,20,0
733,15,15,1,0.2831,63.22%,0.9989986419677734,0.0010013633873313665,15,1,15,1
734,24,24,1,0.4447,63.27%,0.9989995956420898,0.0010003976058214903,24,1,24,1
735,15,15,1,0.2574,63.32%,0.9989963173866272,0.0010036994935944676,15,1,15,1
736,21,21,1,0.1671,63.36%,0.9989962577819824,0.0010037764441221952,21,1,21,1
737,4,4,1,0.4489,63.41%,0.9989959001541138,0.0010040953056886792,4,1,4,1
738,2,2,1,0.2746,63.46%,0.9989966154098511,0.0010033518774434924,2,1,2,1
739,4,4,1,0.4363,63.51%,0.9989927411079407,0.001007269835099578,4,1,4,1
740,16,16,1,0.1261,63.56%,0.9990000128746033,0.0010000079637393355,16,1,16,1
741,7,7,1,0.1527,63.61%,0.9989982843399048,0.0010017177555710077,7,1,7,1
742,3,3,1,0.2973,63.66%,0.998995304107666,0.0010046986863017082,3,1,3,1
743,12,12,1,1.0619,63.71%,0.9989986419677734,0.001001356984488666,12,1,12,1
744,0,0,1,1.5020,63.76%,0.9989960789680481,0.0010039337212219834,0,1,16,0
745,24,24,1,0.3962,63.81%,0.9989961385726929,0.0010038596810773015,24,1,24,1
746,26,26,1,0.8756,63.86%,0.998995840549469,0.0010041218483820558,26,1,26,1
747,7,7,1,0.1453,63.90%,0.9989996552467346,0.0010003640782088041,7,1,7,1
748,5,5,1,0.1005,63.95%,0.9989999532699585,0.0010000478941947222,5,1,5,1
749,19,2,0,1.7217,63.87%,0.9989954233169556,0.0010046096285805106,19,1,18,0
750,10,10,1,0.1971,63.91%,0.9989957809448242,0.0010042126523330808,10,1,10,1
751,16,16,1,0.1208,63.96%,0.9989997744560242,0.00100024975836277,16,1,16,1
752,0,0,1,0.4122,64.01%,0.9989978671073914,0.0010021193884313107,0,1,0,1
753,0,0,1,0.4059,64.06%,0.9989928007125854,0.0010071550495922565,0,1,0,1
754,25,25,1,1.3403,64.11%,0.9989995956420898,0.0010004357900470495,25,1,25,1
755,7,7,1,0.1348,64.15%,0.9989985823631287,0.0010014268336817622,7,1,7,1
756,0,0,1,0.3761,64.20%,0.9989993572235107,0.001000678283162415,0,1,0,1
757,8,8,1,0.6449,64.25%,0.9989979863166809,0.0010020212503150105,8,1,8,1
758,23,23,1,0.6432,64.30%,0.998999834060669,0.0010001629125326872,23,1,16,0
759,21,21,1,0.1550,64.34%,0.9989966154098511,0.0010034139268100262,21,1,21,1
760,18,18,1,0.9196,64.39%,0.9989994168281555,0.0010006055235862732,18,1,18,1
761,25,25,1,1.2006,64.44%,0.9989994764328003,0.0010005536023527384,25,1,25,1
762,2,2,1,0.2339,64.48%,0.9989981055259705,0.0010018787579610944,2,1,2,1
763,14,14,1,0.3956,64.53%,0.9989790916442871,0.0010209447937086225,14,1,14,1
764,24,24,1,0.3591,64.58%,0.9989837408065796,0.0010162941180169582,24,1,24,1
765,21,21,1,0.1493,64.62%,0.9989837408065796,0.0010162749094888568,21,1,21,1
766,18,18,1,0.8380,64.67%,0.998988926410675,0.0010111022274941206,18,1,18,1
767,7,7,1,0.1680,64.71%,0.998999834060669,0.0010001809569075704,7,1,7,1
768,7,7,1,0.1215,64.76%,0.9989994764328003,0.00100056326482445,7,1,7,1
769,6,6,1,0.3671,64.81%,0.998998761177063,0.0010012637358158827,6,1,6,1
770,17,17,1,0.5753,64.85%,0.9989883899688721,0.00101161387283355,17,1,17,1
771,17,17,1,0.5775,64.90%,0.998984158039093,0.0010157988872379065,17,1,17,1
772,15,15,1,0.2235,64.94%,0.998974621295929,0.0010253615910187364,15,1,15,1
773,16,16,1,0.1107,64.99%,0.9989746809005737,0.001025291276164353,16,1,16,1
774,18,18,1,1.4774,65.03%,0.9989991188049316,0.0010009084362536669,18,1,26,0
775,6,6,1,1.1203,65.08%,0.9989981651306152,0.001001841272227466,6,1,3,0
776,18,2,0,0.9436,64.99%,0.9989991188049316,0.0010009018005803227,18,1,18,1
777,7,7,1,0.1098,65.04%,0.9989989995956421,0.0010009941179305315,7,1,7,1
778,25,25,1,0.9961,65.08%,0.9990000128746033,0.0010000038892030716,25,1,25,1
779,10,10,1,0.1766,65.13%,0.9989996552467346,0.001000377000309527,10,1,10,1
780,27,27,1,0.3258,65.17%,0.9989858269691467,0.0010141670936718583,27,1,27,1
781,12,6,0,3.4767,65.09%,0.9989888072013855,0.0010112229501828551,12,1,19,0
782,7,7,1,0.1039,65.13%,0.9989919662475586,0.0010080515639856458,7,1,7,1
783,15,15,1,0.1972,65.18%,0.9989919662475586,0.0010080401552841067,15,1,15,1
784,16,16,1,0.1061,65.22%,0.9989921450614929,0.0010078432969748974,16,1,16,1
785,26,26,1,0.9190,65.27%,0.9989966154098511,0.0010034063598141074,26,1,26,1
786,12,7,0,2.2906,65.18%,0.998935878276825,0.0010641325497999787,12,1,1,0
787,24,24,1,0.3314,65.23%,0.9989417195320129,0.0010583120165392756,24,1,24,1
788,15,15,1,0.1892,65.27%,0.9989426732063293,0.0010573589242994785,15,1,15,1
789,2,2,1,0.2078,65.32%,0.9989431500434875,0.0010568775469437242,2,1,2,1
790,15,3,0,0.7111,65.23%,0.998999834060669,0.0010001508053392172,15,1,3,0
791,8,8,1,0.5852,65.28%,0.9989994168281555,0.0010006041266024113,8,1,8,1
792,24,24,1,0.3181,65.32%,0.998999297618866,0.0010007512755692005,24,1,24,1
793,14,17,0,0.3785,65.24%,0.9989995360374451,0.0010004726937040687,14,1,17,0
794,0,0,1,0.2993,65.28%,0.9989972710609436,0.0010027189273387194,0,1,0,1
795,3,3,1,0.2839,65.33%,0.9989988207817078,0.0010011742124333978,3,1,3,1
796,27,27,1,0.2946,65.37%,0.9989966154098511,0.0010034103179350495,27,1,27,1
797,15,15,1,0.1598,65.41%,0.9989956617355347,0.0010043691145256162,15,1,15,1
798,0,0,1,0.2873,65.46%,0.9989961385726929,0.0010038802865892649,0,1,0,1
799,26,26,1,0.7554,65.50%,0.9989989399909973,0.0010010795667767525,26,1,26,1
800,0,0,1,0.2774,65.54%,0.9989985823631287,0.001001428929157555,0,1,0,1
801,24,24,1,0.2851,65.59%,0.9990000128746033,0.001000008312985301,24,1,24,1
802,6,6,1,0.8363,65.63%,0.998999834060669,0.0010001944610849023,6,1,3,0
803,6,6,1,0.3119,65.67%,0.9989976286888123,0.0010023973882198334,6,1,6,1
804,10,10,1,0.1702,65.71%,0.9989999532699585,0.0010000464972108603,10,1,10,1
805,17,17,1,0.5644,65.76%,0.9989885091781616,0.0010115283075720072,17,1,17,1
806,16,16,1,0.0972,65.80%,0.9989891648292542,0.0010108884889632463,16,1,16,1
807,15,15,1,0.1392,65.84%,0.9989891648292542,0.0010108385467901826,15,1,15,1
808,16,16,1,0.0985,65.88%,0.9989933371543884,0.0010067089460790157,16,1,16,1
809,9,9,1,0.7348,65.93%,0.9989944100379944,0.00100559345446527,9,1,9,1
810,2,2,1,0.1888,65.97%,0.9989994168281555,0.001000618445686996,2,1,2,1
811,6,6,1,0.2736,66.01%,0.9989989995956421,0.0010010279947891831,6,1,6,1
812,1,1,1,0.3746,66.05%,0.9989983439445496,0.0010016632732003927,1,1,1,1
813,2,2,1,0.1837,66.09%,0.9989974498748779,0.0010025798110291362,2,1,2,1
814,23,23,1,0.3914,66.13%,0.9989998936653137,0.0010000909678637981,23,1,23,1
815,24,24,1,0.2556,66.18%,0.9990000128746033,0.0010000134352594614,24,1,24,1
816,14,14,1,0.1831,66.22%,0.9989979267120361,0.001002078060992062,14,1,14,1
817,8,8,1,0.5281,66.26%,0.998999834060669,0.0010001615155488253,8,1,8,1
818,1,1,1,5.9103,66.30%,0.9989987015724182,0.0010013367282226682,1,1,5,0
819,17,17,1,0.4726,66.34%,0.9989987015724182,0.0010012723505496979,17,1,17,1
820,14,14,1,0.1712,66.38%,0.9990000128746033,0.0010000187903642654,14,1,14,1
821,13,6,0,0.9606,66.30%,0.9989948272705078,0.0010051955468952656,13,1,1,0
822,21,21,1,0.1357,66.34%,0.9989943504333496,0.0010056380415335298,21,1,21,1
823,11,11,1,1.8199,66.38%,0.9989989995956421,0.00100099912378937,11,1,11,1
824,11,11,1,1.5002,66.42%,0.9989997744560242,0.0010002178605645895,11,1,3,0
825,9,9,1,0.5085,66.46%,0.9989824891090393,0.0010175316128879786,9,1,9,1
826,7,7,1,0.0925,66.51%,0.9989829659461975,0.0010170515161007643,7,1,7,1
827,4,4,1,0.3511,66.55%,0.9989895224571228,0.0010105094406753778,4,1,4,1
828,15,15,1,0.1246,66.59%,0.9989892244338989,0.0010107714915648103,15,1,15,1
829,17,17,1,0.4188,66.63%,0.9989789128303528,0.0010210456093773246,17,1,17,1
830,20,11,0,1.9996,66.55%,0.9989988803863525,0.001001153257675469,20,1,11,0
831,25,25,1,0.9754,66.59%,0.9989994764328003,0.0010005213553085923,25,1,25,1
832,6,6,1,0.2864,66.63%,0.9989963173866272,0.0010036726016551256,6,1,6,1
833,10,10,1,0.1516,66.67%,0.9989974498748779,0.001002501929178834,10,1,10,1
834,25,25,1,0.8751,66.71%,0.998999834060669,0.0010001689661294222,25,1,25,1
835,26,26,1,0.6865,66.75%,0.998999834060669,0.0010001779301092029,26,1,26,1
836,26,26,1,0.6790,66.79%,0.998999834060669,0.0010001539485529065,26,1,26,1
837,17,17,1,0.3814,66.83%,0.9989907741546631,0.001009237370453775,17,1,17,1
838,27,27,1,0.3948,66.87%,0.9989981055259705,0.001001935568638146,27,1,9,0
839,1,1,1,0.3505,66.90%,0.9989962577819824,0.0010037758620455861,1,1,1,1
840,4,4,1,0.5961,66.94%,0.9989993572235107,0.0010006619850173593,4,1,13,0
841,4,4,1,2.3337,66.98%,0.998999297618866,0.0010007142554968596,4,1,21,0
842,7,7,1,0.1317,67.02%,0.9989679455757141,0.001032085157930851,7,1,7,1
843,1,1,1,1.1209,67.06%,0.9989978075027466,0.0010021771304309368,1,1,1,1
844,23,23,1,0.3500,67.10%,0.9989946484565735,0.0010053470032289624,23,1,23,1
845,11,11,1,0.6563,67.14%,0.9989996552467346,0.0010003552306443453,11,1,11,1
846,2,2,1,0.1598,67.18%,0.9989897608757019,0.0010102364467456937,2,1,2,1
847,9,9,1,0.4041,67.22%,0.9989917874336243,0.0010082009248435497,9,1,9,1
848,4,4,1,0.2891,67.26%,0.9989922046661377,0.0010077727492898703,4,1,4,1
849,16,16,1,0.0987,67.29%,0.9990000128746033,0.0010000145994126797,16,1,16,1
850,21,21,1,0.1366,67.33%,0.9990000128746033,0.0010000057518482208,21,1,21,1
851,3,6,0,0.4068,67.25%,0.9989978671073914,0.0010021532652899623,3,1,6,0
852,24,24,1,0.2486,67.29%,0.9989999532699585,0.0010000342736020684,24,1,24,1
853,26,26,1,0.5835,67.33%,0.9990000128746033,0.0010000274050980806,26,1,26,1
854,12,12,1,0.9116,67.37%,0.9989976286888123,0.0010023866780102253,12,1,12,1
855,5,5,1,0.1151,67.41%,0.9989948868751526,0.0010051182471215725,5,1,5,1
856,10,10,1,0.1482,67.44%,0.9989984631538391,0.001001541968435049,10,1,10,1
857,14,14,1,0.1482,67.48%,0.9989980459213257,0.001001955009996891,14,1,14,1
858,5,5,1,0.1119,67.52%,0.9989973306655884,0.001002661301754415,5,1,5,1
859,3,3,1,0.2511,67.56%,0.9989992380142212,0.0010008011013269424,3,1,3,1
860,6,6,1,0.2182,67.60%,0.9989995956420898,0.001000384334474802,6,1,6,1
861,7,7,1,0.0816,67.63%,0.9989926218986511,0.0010073597077280283,7,1,7,1
862,9,27,0,2.3161,67.56%,0.9989684224128723,0.0010316174011677504,9,1,27,0
863,4,4,1,0.3141,67.59%,0.998999834060669,0.0010001783957704902,4,1,4,1
864,11,11,1,1.0022,67.63%,0.998999297618866,0.0010007084347307682,11,1,16,0
865,6,6,1,0.2634,67.67%,0.9989961981773376,0.0010038074105978012,6,1,6,1
866,26,26,1,0.5811,67.70%,0.9989987015724182,0.0010012947022914886,26,1,26,1
867,0,0,1,0.2290,67.74%,0.9989954233169556,0.0010045904200524092,0,1,0,1
868,16,16,1,0.4273,67.78%,0.9989995360374451,0.0010004853829741478,16,1,16,1
869,9,9,1,0.3941,67.82%,0.998997151851654,0.001002833480015397,9,1,9,1
870,15,15,1,0.1267,67.85%,0.9989999532699585,0.0010000504553318024,15,1,15,1
871,27,27,1,0.2315,67.89%,0.9989961385726929,0.0010038766777142882,27,1,27,1
872,21,21,1,0.1928,67.93%,0.998999297618866,0.0010007095988839865,21,1,21,1
873,10,10,1,0.5304,67.96%,0.9990000128746033,0.0010000028414651752,10,1,25,0
874,24,24,1,0.2240,68.00%,0.9990000128746033,0.0010000017937272787,24,1,24,1
875,5,5,1,0.0926,68.04%,0.9989999532699585,0.001000061398372054,5,1,5,1
876,6,6,1,0.1799,68.07%,0.9989950060844421,0.0010049912380054593,6,1,6,1
877,14,14,1,0.1376,68.11%,0.9989984631538391,0.001001521828584373,14,1,14,1
878,21,21,1,0.1196,68.15%,0.9989985823631287,0.0010014412691816688,21,1,21,1
879,16,16,1,0.0932,68.18%,0.9990000128746033,0.0010000258916988969,16,1,16,1
880,6,6,1,0.2472,68.22%,0.9989888668060303,0.0010111602023243904,6,1,6,1
881,17,17,1,0.4760,68.25%,0.9989997744560242,0.0010002510389313102,17,1,27,0
882,18,18,1,0.6398,68.29%,0.9989950060844421,0.0010050181299448013,18,1,18,1
883,24,24,1,0.2118,68.33%,0.998998761177063,0.0010012389393523335,24,1,24,1
884,2,2,1,0.1399,68.36%,0.9989989995956421,0.0010010028490796685,2,1,2,1
885,6,6,1,0.5989,68.40%,0.9989966154098511,0.0010033927392214537,6,1,11,0
886,14,14,1,0.1272,68.43%,0.9989997744560242,0.001000224961899221,14,1,14,1
887,17,17,1,0.3673,68.47%,0.9989984035491943,0.0010016125161200762,17,1,17,1
888,0,0,1,0.2048,68.50%,0.9989983439445496,0.001001651049591601,0,1,0,1
889,14,14,1,0.1210,68.54%,0.9989961981773376,0.001003787387162447,14,1,14,1
890,21,21,1,0.1035,68.57%,0.9989962577819824,0.0010037528118118644,21,1,21,1
891,19,19,1,1.2947,68.61%,0.9989963173866272,0.0010036900639533997,19,1,19,1
892,4,4,1,0.2388,68.65%,0.9989835023880005,0.0010165292769670486,4,1,4,1
893,21,21,1,0.2642,68.68%,0.9989998936653137,0.0010001015616580844,21,1,24,0
894,22,4,0,2.3507,68.60%,0.9989969730377197,0.0010030374396592379,22,1,22,1
895,9,9,1,0.2910,68.64%,0.9989970326423645,0.0010029597906395793,9,1,9,1
896,0,0,1,0.1927,68.67%,0.9989949464797974,0.0010050697019323707,0,1,0,1
897,12,12,1,0.7771,68.71%,0.9989954233169556,0.0010045581730082631,12,1,12,1
898,21,21,1,0.0928,68.74%,0.9989962577819824,0.001003729528747499,21,1,21,1
899,21,21,1,0.1090,68.78%,0.9989991188049316,0.0010008779354393482,21,1,21,1
900,6,6,1,1.1974,68.81%,0.9989880323410034,0.0010119850048795342,6,1,21,0
901,10,10,1,0.1202,68.85%,0.9989946484565735,0.0010053138248622417,10,1,10,1
902,16,16,1,0.0695,68.88%,0.9989948868751526,0.0010051262797787786,16,1,16,1
903,11,11,1,0.5521,68.92%,0.9989998936653137,0.0010001269401982427,11,1,11,1
904,6,6,1,0.1336,68.95%,0.998993456363678,0.001006545266136527,6,1,6,1
905,11,21,0,1.6067,68.87%,0.9989982843399048,0.0010017353342846036,11,1,23,0
906,0,0,1,0.1761,68.91%,0.9989978671073914,0.0010021526832133532,0,1,0,1
907,12,12,1,0.7105,68.94%,0.9989968538284302,0.0010031728306785226,12,1,12,1
908,25,25,1,0.7284,68.98%,0.998995840549469,0.0010041878558695316,25,1,25,1
909,2,2,1,0.1342,69.01%,0.99899822473526,0.0010017544263973832,2,1,2,1
910,10,10,1,0.1204,69.05%,0.9990000128746033,0.0010000077309086919,10,1,10,1
911,24,24,1,0.2068,69.08%,0.9989999532699585,0.0010000341571867466,24,1,24,1
912,16,16,1,0.0669,69.11%,0.9990000128746033,0.0010000006295740604,16,1,16,1
913,3,21,0,1.9267,69.04%,0.9989963173866272,0.0010036948369815946,3,1,21,0
914,0,0,1,0.1648,69.07%,0.9989944696426392,0.00100555585231632,0,1,0,1
915,10,10,1,0.1037,69.10%,0.9989974498748779,0.0010025545489042997,10,1,10,1
916,1,1,1,0.3150,69.14%,0.9989868402481079,0.001013138797134161,1,1,1,1
917,26,17,0,2.3873,69.06%,0.9989972710609436,0.0010027282405644655,26,1,27,0
918,16,16,1,0.0841,69.10%,0.9990000128746033,0.0010000031907111406,16,1,22,0
919,6,6,1,0.1528,69.13%,0.9989795088768005,0.001020499155856669,6,1,6,1
920,25,25,1,0.6214,69.16%,0.9989963173866272,0.001003725454211235,25,1,25,1
921,16,16,1,0.0613,69.20%,0.9989968538284302,0.001003136858344078,16,1,16,1
922,6,6,1,0.1174,69.23%,0.9989973902702332,0.0010026289382949471,6,1,6,1
923,5,5,1,0.0908,69.26%,0.9989966750144958,0.0010033121798187494,5,1,5,1
924,11,11,1,0.4455,69.30%,0.9990000128746033,0.0010000205365940928,11,1,11,1
925,16,16,1,0.0587,69.33%,0.9989998936653137,0.0010001301998272538,16,1,16,1
926,2,2,1,0.1750,69.36%,0.9989983439445496,0.001001694705337286,2,1,2,1
927,22,22,1,1.7644,69.40%,0.9989964365959167,0.0010036001913249493,22,1,22,1
928,15,15,1,0.1143,69.43%,0.9989976286888123,0.001002408331260085,15,1,15,1
929,1,1,1,0.2718,69.46%,0.9989944696426392,0.001005562604404986,1,1,1,1
930,1,1,1,0.2683,69.50%,0.99899822473526,0.001001808443106711,1,1,1,1
931,26,26,1,0.4627,69.53%,0.998999297618866,0.0010006834054365754,26,1,26,1
932,9,9,1,0.5166,69.56%,0.9989892244338989,0.0010107809212058783,9,1,17,0
933,10,10,1,0.0964,69.59%,0.9989894032478333,0.0010105989640578628,10,1,10,1
934,0,0,1,0.1458,69.63%,0.9989894032478333,0.001010600826703012,0,1,0,1
935,0,0,1,0.1442,69.66%,0.9989891052246094,0.0010108782444149256,0,1,0,1
936,21,21,1,0.0858,69.69%,0.9989818930625916,0.0010180893586948514,21,1,21,1
937,25,25,1,1.0841,69.72%,0.9989996552467346,0.0010003307834267616,25,1,18,0
938,26,26,1,0.4321,69.76%,0.9989999532699585,0.0010000546462833881,26,1,26,1
