round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output
1199,0,48.58%,83.08%,0.0060,"[0.9946398138999939, 0.00536018330603838]"
1200,1,48.63%,83.10%,0.0665,"[0.057929445058107376, 0.9420705437660217]"
1201,0,48.59%,83.11%,0.0042,"[0.9967271089553833, 0.003272834699600935]"
1202,1,48.63%,83.13%,0.0449,"[0.038281213492155075, 0.961718738079071]"
1203,0,48.59%,83.14%,0.0047,"[0.9941079616546631, 0.005892012268304825]"
1204,1,48.63%,83.15%,0.1235,"[0.11056002229452133, 0.8894399404525757]"
1205,0,48.59%,83.17%,0.0094,"[0.9935142993927002, 0.006485725287348032]"
1206,1,48.63%,83.18%,0.0462,"[0.03228255733847618, 0.9677174091339111]"
1207,1,48.68%,83.20%,0.0699,"[0.051034726202487946, 0.9489652514457703]"
1208,0,48.64%,83.21%,0.0060,"[0.9968552589416504, 0.003144766902551055]"
1209,0,48.60%,83.22%,0.0015,"[0.9959569573402405, 0.004042990040034056]"
1210,0,48.55%,83.24%,0.0007,"[0.9989281296730042, 0.0010718267876654863]"
1211,1,48.60%,83.25%,0.0814,"[0.05439186096191406, 0.9456081390380859]"
1212,0,48.56%,83.18%,1.5688,"[0.1881176084280014, 0.8118824362754822]"
1213,1,48.60%,83.20%,0.0187,"[0.015249202959239483, 0.9847508668899536]"
1214,0,48.56%,83.13%,3.9024,"[0.020867183804512024, 0.9791328310966492]"
1215,1,48.60%,83.14%,0.4916,"[0.17892953753471375, 0.8210704922676086]"
1216,1,48.64%,83.16%,0.0934,"[0.09246242791414261, 0.9075376391410828]"
1217,0,48.60%,83.17%,0.0133,"[0.9848378896713257, 0.01516213919967413]"
1218,0,48.56%,83.18%,0.0052,"[0.9932204484939575, 0.006779510993510485]"
1219,1,48.61%,83.20%,0.1407,"[0.24655233323574066, 0.7534477114677429]"
1220,0,48.57%,83.21%,0.0076,"[0.9954522252082825, 0.004547852091491222]"
1221,0,48.53%,83.22%,0.0019,"[0.9983904361724854, 0.0016096032923087478]"
1222,1,48.57%,83.24%,0.0166,"[0.020761221647262573, 0.9792388081550598]"
1223,0,48.53%,83.17%,2.8919,"[0.05556102097034454, 0.9444389939308167]"
1224,1,48.57%,83.18%,0.0819,"[0.09443406760692596, 0.9055659770965576]"
1225,1,48.61%,83.20%,0.0934,"[0.054634854197502136, 0.9453651905059814]"
1226,1,48.66%,83.21%,0.1079,"[0.13516290485858917, 0.864837110042572]"
1227,1,48.70%,83.22%,0.1637,"[0.18173116445541382, 0.8182688355445862]"
1228,0,48.66%,83.24%,0.1180,"[0.8716105222702026, 0.12838949263095856]"
1229,0,48.62%,83.17%,0.3303,"[0.3106629550457001, 0.6893370747566223]"
1230,1,48.66%,83.18%,0.0303,"[0.03527233377099037, 0.9647276401519775]"
1231,1,48.70%,83.20%,0.0424,"[0.041565071791410446, 0.9584349393844604]"
1232,1,48.74%,83.21%,0.0515,"[0.0514795258641243, 0.9485204815864563]"
1233,1,48.78%,83.23%,0.1100,"[0.08029790222644806, 0.9197020530700684]"
1234,0,48.74%,83.16%,1.3575,"[0.17869623005390167, 0.8213037848472595]"
1235,1,48.79%,83.17%,0.1130,"[0.08287345618009567, 0.9171265363693237]"
1236,0,48.75%,83.19%,0.0168,"[0.9853811860084534, 0.014618857763707638]"
1237,0,48.71%,83.20%,0.0083,"[0.9918556213378906, 0.008144384250044823]"
1238,0,48.67%,83.21%,0.0030,"[0.9970099925994873, 0.002989973174408078]"
1239,0,48.63%,83.15%,3.1281,"[0.04199158400297165, 0.9580084085464478]"
1240,1,48.67%,83.16%,0.0124,"[0.011036181822419167, 0.9889638423919678]"
1241,1,48.71%,83.17%,0.3449,"[0.16496019065380096, 0.8350398540496826]"
1242,0,48.67%,83.19%,0.0025,"[0.9973956346511841, 0.00260441517457366]"
1243,0,48.63%,83.20%,0.0017,"[0.9984350800514221, 0.0015649355482310057]"
1244,1,48.67%,83.21%,0.0429,"[0.05749544873833656, 0.9425045251846313]"
1245,1,48.72%,83.23%,0.1299,"[0.13435658812522888, 0.8656433820724487]"
1246,0,48.68%,83.24%,0.0182,"[0.9844932556152344, 0.015506799332797527]"
1247,1,48.72%,83.25%,0.0670,"[0.0653245598077774, 0.934675395488739]"
1248,1,48.76%,83.27%,0.0779,"[0.1139797642827034, 0.886020302772522]"
1249,0,48.72%,83.28%,0.0109,"[0.9825057983398438, 0.017494209110736847]"
1250,0,48.68%,83.29%,0.0142,"[0.9810694456100464, 0.01893053762614727]"
1251,1,48.72%,83.31%,0.0681,"[0.06491642445325851, 0.9350836277008057]"
1252,0,48.68%,83.32%,0.0118,"[0.9933746457099915, 0.00662537757307291]"
1253,0,48.64%,83.33%,0.0032,"[0.99760901927948, 0.0023909483570605516]"
1254,1,48.69%,83.35%,0.0187,"[0.019994964823126793, 0.9800050258636475]"
1255,1,48.73%,83.36%,0.1456,"[0.16651809215545654, 0.8334819078445435]"
1256,1,48.77%,83.37%,0.0460,"[0.042839858680963516, 0.9571601748466492]"
1257,1,48.81%,83.39%,0.0366,"[0.04803252965211868, 0.9519674777984619]"
1258,0,48.77%,83.40%,0.0027,"[0.9971463084220886, 0.002853707643225789]"
1259,1,48.81%,83.41%,0.0426,"[0.023949993774294853, 0.9760500192642212]"
1260,1,48.85%,83.43%,0.0998,"[0.1005227118730545, 0.8994773030281067]"
1261,1,48.89%,83.44%,0.1115,"[0.11790747195482254, 0.8820925354957581]"
1262,0,48.85%,83.45%,0.1406,"[0.9020841717720032, 0.09791577607393265]"
1263,1,48.89%,83.47%,0.0595,"[0.048873335123062134, 0.9511266350746155]"
1264,1,48.93%,83.48%,0.0741,"[0.09461753815412521, 0.905382513999939]"
1265,0,48.89%,83.49%,0.0175,"[0.9858777523040771, 0.014122255146503448]"
1266,1,48.93%,83.50%,0.0235,"[0.024662693962454796, 0.9753373265266418]"
1267,1,48.97%,83.52%,0.0588,"[0.040704887360334396, 0.9592950940132141]"
1268,1,49.01%,83.53%,0.0687,"[0.03409138694405556, 0.9659085869789124]"
1269,0,48.98%,83.54%,0.0214,"[0.9844868779182434, 0.015513075515627861]"
1270,0,48.94%,83.48%,3.5346,"[0.05906340107321739, 0.9409366250038147]"
1271,1,48.98%,83.49%,0.0350,"[0.03718242421746254, 0.9628176093101501]"
1272,1,49.02%,83.50%,0.0825,"[0.07865051925182343, 0.9213495254516602]"
1273,0,48.98%,83.52%,0.0304,"[0.9553660750389099, 0.04463391751050949]"
1274,1,49.02%,83.53%,0.0616,"[0.0598175935447216, 0.9401823878288269]"
1275,0,48.98%,83.54%,0.0064,"[0.9826578497886658, 0.017342129722237587]"
1276,0,48.94%,83.56%,0.0034,"[0.9955239295959473, 0.004476137924939394]"
1277,0,48.90%,83.57%,0.0021,"[0.9985705614089966, 0.0014293927233666182]"
1278,0,48.87%,83.58%,0.0006,"[0.9993707537651062, 0.0006292156758718193]"
1279,0,48.83%,83.59%,2.6040,"[0.9039455056190491, 0.09605450928211212]"
1280,1,48.87%,83.61%,0.0106,"[0.013306628912687302, 0.9866934418678284]"
1281,1,48.91%,83.62%,0.0376,"[0.032900892198085785, 0.967099130153656]"
1282,0,48.87%,83.63%,0.0084,"[0.9897229671478271, 0.010277033783495426]"
1283,1,48.91%,83.64%,0.0639,"[0.06152027100324631, 0.9384797811508179]"
1284,1,48.95%,83.66%,0.0650,"[0.06408396363258362, 0.9359160661697388]"
1285,0,48.91%,83.67%,0.0055,"[0.9870789051055908, 0.012921148911118507]"
1286,1,48.95%,83.68%,0.1564,"[0.057521987706422806, 0.9424779415130615]"
1287,0,48.91%,83.70%,0.0167,"[0.9826012253761292, 0.017398802563548088]"
1288,0,48.88%,83.71%,0.0227,"[0.9958851933479309, 0.004114795476198196]"
1289,1,48.91%,83.72%,0.0605,"[0.05784803256392479, 0.9421519041061401]"
1290,1,48.95%,83.73%,0.0373,"[0.03644334524869919, 0.963556706905365]"
1291,0,48.92%,83.75%,0.0016,"[0.9983160495758057, 0.0016840181779116392]"
1292,1,48.96%,83.76%,0.0201,"[0.020743517205119133, 0.9792565107345581]"
1293,0,48.92%,83.77%,0.0029,"[0.9970704317092896, 0.0029295843560248613]"
1294,1,48.96%,83.78%,0.0265,"[0.02795894630253315, 0.9720410108566284]"
1295,1,49.00%,83.80%,0.0550,"[0.051665518432855606, 0.9483344554901123]"
1296,1,49.04%,83.81%,0.0840,"[0.048524387180805206, 0.9514756798744202]"
1297,1,49.08%,83.82%,0.0466,"[0.03175370395183563, 0.9682462811470032]"
1298,1,49.11%,83.83%,0.0955,"[0.06104079633951187, 0.9389591813087463]"
1299,1,49.15%,83.85%,0.1150,"[0.11521314829587936, 0.8847867846488953]"
1300,1,49.19%,83.86%,0.1400,"[0.08569563925266266, 0.9143043756484985]"
1301,0,49.16%,83.87%,0.0073,"[0.9910090565681458, 0.008990916423499584]"
1302,0,49.12%,83.88%,0.0044,"[0.9981215596199036, 0.0018783779814839363]"
1303,1,49.16%,83.90%,0.0143,"[0.0181241724640131, 0.9818758368492126]"
1304,1,49.20%,83.91%,0.0228,"[0.03176799416542053, 0.9682319760322571]"
1305,0,49.16%,83.92%,0.0141,"[0.9924095869064331, 0.0075903721153736115]"
1306,1,49.20%,83.93%,0.0228,"[0.03188089653849602, 0.9681191444396973]"
1307,0,49.16%,83.87%,3.0572,"[0.1209857165813446, 0.879014253616333]"
1308,0,49.12%,83.88%,0.4516,"[0.9738812446594238, 0.02611875720322132]"
1309,1,49.16%,83.89%,0.0178,"[0.043663956224918365, 0.9563360810279846]"
1310,0,49.12%,83.83%,2.3474,"[0.04545595496892929, 0.9545440077781677]"
1311,1,49.16%,83.84%,0.0832,"[0.09958305209875107, 0.900416910648346]"
1312,0,49.12%,83.85%,0.0085,"[0.9731712937355042, 0.02682867832481861]"
1313,1,49.16%,83.87%,0.0377,"[0.03240352123975754, 0.9675965309143066]"
1314,1,49.20%,83.88%,0.0324,"[0.04483923688530922, 0.9551607966423035]"
1315,0,49.16%,83.81%,2.7255,"[0.049037620425224304, 0.9509623050689697]"
1316,0,49.13%,83.83%,0.0053,"[0.9933558702468872, 0.006644196342676878]"
1317,0,49.09%,83.76%,3.4831,"[0.029137512668967247, 0.9708624482154846]"
1318,1,49.13%,83.78%,0.0216,"[0.020689211785793304, 0.9793108105659485]"
1319,1,49.17%,83.79%,0.0473,"[0.04731559380888939, 0.9526844024658203]"
1320,0,49.13%,83.80%,0.0030,"[0.9965208768844604, 0.0034790965728461742]"
1321,1,49.17%,83.81%,0.2680,"[0.3199605643749237, 0.6800393462181091]"
1322,1,49.21%,83.82%,0.0582,"[0.044608522206544876, 0.955391526222229]"
1323,0,49.17%,83.76%,0.8168,"[0.3191887140274048, 0.6808112859725952]"
1324,1,49.21%,83.77%,0.0308,"[0.03375069424510002, 0.9662492871284485]"
1325,1,49.25%,83.79%,0.0727,"[0.05518105998635292, 0.944818913936615]"
1326,1,49.28%,83.80%,0.1381,"[0.09008392691612244, 0.9099160432815552]"
1327,0,49.25%,83.81%,0.0172,"[0.9782246351242065, 0.021775349974632263]"
1328,0,49.21%,83.82%,0.0038,"[0.9961925745010376, 0.003807459492236376]"
1329,0,49.17%,83.76%,3.0290,"[0.05159879848361015, 0.9484012126922607]"
1330,0,49.14%,83.77%,0.0010,"[0.9990218877792358, 0.000978049822151661]"
1331,0,49.10%,83.78%,0.0011,"[0.9993402361869812, 0.0006597129395231605]"
1332,1,49.14%,83.80%,0.0269,"[0.029308492317795753, 0.9706915020942688]"
1333,0,49.10%,83.81%,0.0018,"[0.9980345368385315, 0.0019654601346701384]"
1334,0,49.06%,83.82%,0.2450,"[0.8565422892570496, 0.14345765113830566]"
1335,0,49.03%,83.83%,0.0006,"[0.9995638728141785, 0.00043612669105641544]"
1336,1,49.07%,83.84%,0.0537,"[0.03253829479217529, 0.9674617052078247]"
1337,0,49.03%,83.86%,0.0024,"[0.9967756867408752, 0.0032243598252534866]"
1338,0,48.99%,83.87%,0.0010,"[0.9991632699966431, 0.0008367550326511264]"
1339,1,49.03%,83.88%,0.0422,"[0.03290946036577225, 0.9670905470848083]"
1340,0,48.99%,83.89%,0.0029,"[0.9953054189682007, 0.004694558214396238]"
1341,0,48.96%,83.90%,0.2592,"[0.9298803806304932, 0.07011966407299042]"
1342,1,48.99%,83.84%,0.6068,"[0.6163302659988403, 0.38366973400115967]"
1343,1,49.03%,83.85%,0.0532,"[0.05229995772242546, 0.9477000832557678]"
1344,0,49.00%,83.87%,0.0050,"[0.9950124621391296, 0.004987468011677265]"
1345,0,48.96%,83.88%,0.0015,"[0.998618483543396, 0.001381552778184414]"
1346,1,49.00%,83.89%,0.0799,"[0.08241766691207886, 0.9175822734832764]"
1347,0,48.96%,83.83%,1.5168,"[0.2143360823392868, 0.785663902759552]"
1348,0,48.93%,83.84%,0.0028,"[0.9963749051094055, 0.003625107929110527]"
1349,0,48.89%,83.85%,0.0015,"[0.9985570311546326, 0.0014430192532017827]"
1350,1,48.93%,83.86%,0.1203,"[0.11024994403123856, 0.889750063419342]"
1351,0,48.89%,83.88%,0.0032,"[0.9983919262886047, 0.0016080981586128473]"
1352,0,48.85%,83.89%,0.0006,"[0.9987900853157043, 0.0012099562445655465]"
1353,0,48.82%,83.90%,0.0620,"[0.9503729939460754, 0.049627017229795456]"
1354,1,48.86%,83.91%,0.0394,"[0.036181408911943436, 0.9638186097145081]"
1355,0,48.82%,83.92%,0.0012,"[0.9985105395317078, 0.0014894172782078385]"
1356,1,48.86%,83.94%,0.0262,"[0.02363217994570732, 0.9763678312301636]"
1357,0,48.82%,83.95%,0.0014,"[0.9988439083099365, 0.0011560742277652025]"
1358,0,48.79%,83.96%,0.0005,"[0.9991697072982788, 0.0008303436916321516]"
1359,1,48.82%,83.97%,0.0881,"[0.0551462396979332, 0.9448537230491638]"
1360,1,48.86%,83.98%,0.1165,"[0.10755752772092819, 0.892442524433136]"
1361,0,48.83%,83.99%,0.0076,"[0.9938839077949524, 0.006116032134741545]"
1362,0,48.79%,84.01%,0.0015,"[0.9982157945632935, 0.001784179825335741]"
1363,0,48.75%,84.02%,0.0007,"[0.9991268515586853, 0.0008731355192139745]"
1364,0,48.72%,84.03%,0.4793,"[0.6041619181632996, 0.39583802223205566]"
1365,0,48.68%,84.04%,0.0894,"[0.8623241186141968, 0.13767586648464203]"
1366,0,48.65%,84.05%,0.0002,"[0.9997429251670837, 0.00025712483329698443]"
1367,0,48.61%,84.06%,0.0002,"[0.9998296499252319, 0.00017035609926097095]"
1368,0,48.58%,84.00%,3.2103,"[0.04361885040998459, 0.95638108253479]"
1369,1,48.61%,84.01%,0.0208,"[0.01721988432109356, 0.9827800989151001]"
1370,1,48.65%,84.03%,0.0797,"[0.07235895097255707, 0.9276410341262817]"
1371,1,48.69%,83.97%,1.0551,"[0.7285083532333374, 0.271491676568985]"
1372,0,48.65%,83.98%,0.0091,"[0.9913181066513062, 0.00868193432688713]"
1373,1,48.69%,83.92%,1.8228,"[0.783794105052948, 0.21620586514472961]"
1374,0,48.65%,83.93%,0.0452,"[0.9151558876037598, 0.08484407514333725]"
1375,1,48.69%,83.94%,0.2646,"[0.23915421962738037, 0.7608457803726196]"
1376,1,48.73%,83.95%,0.3986,"[0.3138395845890045, 0.6861603856086731]"
1377,1,48.77%,83.96%,0.1996,"[0.19173423945903778, 0.808265745639801]"
1378,1,48.80%,83.97%,0.2787,"[0.2564224302768707, 0.7435775995254517]"
1379,1,48.84%,83.99%,0.2126,"[0.20848459005355835, 0.7915153503417969]"
1380,1,48.88%,84.00%,0.1426,"[0.12329500168561935, 0.8767049908638]"
1381,1,48.91%,83.94%,0.6234,"[0.5052083730697632, 0.4947916269302368]"
1382,1,48.95%,83.95%,0.2121,"[0.2182251513004303, 0.7817748188972473]"
1383,1,48.99%,83.96%,0.2771,"[0.17913633584976196, 0.820863664150238]"
1384,0,48.95%,83.97%,0.0718,"[0.9501405954360962, 0.04985937476158142]"
1385,1,48.99%,83.98%,0.1958,"[0.2677824795246124, 0.73221755027771]"
1386,1,49.03%,83.99%,0.1497,"[0.1494700163602829, 0.8505299687385559]"
1387,0,48.99%,83.93%,1.7505,"[0.18371397256851196, 0.816286027431488]"
1388,0,48.96%,83.95%,0.0140,"[0.9844400882720947, 0.015559958294034004]"
1389,0,48.92%,83.96%,0.0042,"[0.9963750243186951, 0.003624966600909829]"
1390,1,48.96%,83.97%,0.0225,"[0.022424397990107536, 0.9775756597518921]"
1391,0,48.92%,83.98%,0.1466,"[0.9870922565460205, 0.012907732278108597]"
1392,1,48.96%,83.99%,0.0370,"[0.04434088617563248, 0.955659031867981]"
1393,0,48.92%,83.93%,2.1331,"[0.08329321444034576, 0.9167068004608154]"
1394,0,48.89%,83.94%,0.0052,"[0.9956183433532715, 0.004381637554615736]"
1395,0,48.85%,83.95%,0.2094,"[0.9492642283439636, 0.05073578655719757]"
1396,0,48.82%,83.89%,3.8587,"[0.02015872672200203, 0.9798412322998047]"
1397,1,48.86%,83.91%,0.0141,"[0.013322195038199425, 0.9866777658462524]"
1398,1,48.89%,83.92%,0.0309,"[0.02895096130669117, 0.9710490107536316]"
1399,1,48.93%,83.93%,0.0313,"[0.036490410566329956, 0.9635095596313477]"
1400,1,48.97%,83.94%,0.1034,"[0.14745807647705078, 0.852541983127594]"
1401,1,49.00%,83.95%,0.1726,"[0.07775244116783142, 0.922247588634491]"
1402,0,48.97%,83.96%,0.0168,"[0.965703010559082, 0.034296970814466476]"
1403,0,48.93%,83.97%,0.0043,"[0.99201500415802, 0.007985002361238003]"
1404,1,48.97%,83.99%,0.0222,"[0.026007071137428284, 0.9739930033683777]"
1405,1,49.00%,84.00%,0.1055,"[0.08401264995336533, 0.9159873723983765]"
1406,1,49.04%,84.01%,0.1833,"[0.16400131583213806, 0.8359986543655396]"
1407,0,49.01%,83.95%,2.0385,"[0.12419555336236954, 0.8758044242858887]"
1408,1,49.04%,83.96%,0.0717,"[0.06325679272413254, 0.9367431402206421]"
1409,0,49.01%,83.90%,2.3360,"[0.13909916579723358, 0.8609008193016052]"
1410,1,49.04%,83.91%,0.0473,"[0.0366768017411232, 0.9633232355117798]"
1411,1,49.08%,83.92%,0.0393,"[0.029355935752391815, 0.9706440567970276]"
1412,1,49.12%,83.93%,0.1003,"[0.06768488138914108, 0.9323151111602783]"
1413,0,49.08%,83.95%,0.0120,"[0.9829354286193848, 0.017064526677131653]"
1414,0,49.05%,83.96%,0.0042,"[0.9968275427818298, 0.0031724232248961926]"
1415,1,49.08%,83.97%,0.0286,"[0.019177205860614777, 0.9808228611946106]"
1416,1,49.12%,83.98%,0.0707,"[0.06557999551296234, 0.9344199895858765]"
1417,0,49.08%,83.99%,0.0040,"[0.9970096349716187, 0.0029903186950832605]"
1418,1,49.12%,84.00%,0.0274,"[0.026803217828273773, 0.973196804523468]"
1419,0,49.08%,83.94%,1.8638,"[0.12486524879932404, 0.8751347661018372]"
1420,0,49.05%,83.95%,0.0043,"[0.9935089945793152, 0.006490974687039852]"
1421,1,49.09%,83.97%,0.0247,"[0.03379896655678749, 0.9662010669708252]"
1422,0,49.05%,83.98%,0.1544,"[0.998353123664856, 0.0016469017136842012]"
1423,1,49.09%,83.99%,0.0267,"[0.04419678449630737, 0.9558032155036926]"
1424,0,49.05%,83.93%,2.9106,"[0.08308310061693192, 0.9169169068336487]"
1425,0,49.02%,83.94%,0.0010,"[0.9992075562477112, 0.0007925127283670008]"
1426,1,49.05%,83.95%,0.0196,"[0.020220529288053513, 0.9797794222831726]"
1427,1,49.09%,83.96%,0.0307,"[0.024358073249459267, 0.9756419062614441]"
1428,1,49.13%,83.97%,0.1578,"[0.08223514258861542, 0.9177649021148682]"
1429,0,49.09%,83.99%,0.0162,"[0.9904272556304932, 0.009572740644216537]"
1430,0,49.06%,83.93%,2.3791,"[0.08559133112430573, 0.9144086837768555]"
1431,0,49.02%,83.94%,0.0013,"[0.9988734126091003, 0.001126596936956048]"
1432,0,48.99%,83.95%,0.0005,"[0.999446451663971, 0.000553589896298945]"
1433,0,48.95%,83.96%,0.0005,"[0.9997478127479553, 0.00025212494074366987]"
1434,1,48.99%,83.97%,0.0376,"[0.03472385182976723, 0.9652761816978455]"
1435,1,49.03%,83.98%,0.0863,"[0.08234275132417679, 0.9176572561264038]"
1436,0,48.99%,83.99%,0.0027,"[0.9975290894508362, 0.002470878418534994]"
1437,1,49.03%,84.01%,0.0436,"[0.04407348111271858, 0.9559265375137329]"
1438,0,48.99%,84.02%,0.0008,"[0.9990781545639038, 0.0009218142949976027]"
1439,0,48.96%,84.03%,0.0008,"[0.9992561936378479, 0.0007438432658091187]"
1440,0,48.92%,84.04%,0.0006,"[0.9993249177932739, 0.0006751617765985429]"
1441,0,48.89%,84.05%,0.0002,"[0.9997552037239075, 0.0002448385348543525]"
1442,1,48.93%,84.06%,0.0287,"[0.0284265149384737, 0.9715734720230103]"
1443,1,48.96%,84.07%,0.0780,"[0.07605225592851639, 0.9239476919174194]"
1444,0,48.93%,84.08%,0.0547,"[0.9684714078903198, 0.03152861073613167]"
1445,0,48.89%,84.09%,0.0031,"[0.9978193044662476, 0.0021807565353810787]"
1446,1,48.93%,84.04%,1.6394,"[0.8419223427772522, 0.1580776423215866]"
1447,1,48.96%,84.05%,0.0629,"[0.062391385436058044, 0.9376085996627808]"
1448,1,49.00%,84.06%,0.4889,"[0.45135802030563354, 0.5486420392990112]"
1449,0,48.97%,84.07%,0.0178,"[0.9834254384040833, 0.016574615612626076]"
1450,1,49.00%,84.08%,0.2750,"[0.24343827366828918, 0.7565616965293884]"
1451,1,49.04%,84.09%,0.2691,"[0.2382577806711197, 0.7617421746253967]"
1452,1,49.07%,84.10%,0.3258,"[0.27549755573272705, 0.724502444267273]"
1453,1,49.11%,84.11%,0.3623,"[0.27845218777656555, 0.7215477824211121]"
1454,0,49.07%,84.12%,0.1406,"[0.8285039067268372, 0.17149604856967926]"
1455,1,49.11%,84.13%,0.1554,"[0.12897071242332458, 0.8710293173789978]"
1456,1,49.14%,84.15%,0.0742,"[0.08100907504558563, 0.9189909100532532]"
1457,1,49.18%,84.16%,0.1003,"[0.11212456971406937, 0.8878754377365112]"
1458,0,49.14%,84.17%,0.0086,"[0.9876524209976196, 0.012347603216767311]"
1459,1,49.18%,84.18%,0.0406,"[0.03283509984612465, 0.9671648740768433]"
1460,0,49.14%,84.19%,0.0034,"[0.9982457160949707, 0.001754260272718966]"
1461,1,49.18%,84.20%,0.0352,"[0.03948642686009407, 0.9605135917663574]"
1462,0,49.15%,84.21%,0.0033,"[0.9984084963798523, 0.001591554842889309]"
1463,0,49.11%,84.22%,0.0018,"[0.9992039799690247, 0.0007960579823702574]"
1464,0,49.08%,84.16%,3.8312,"[0.022196229547262192, 0.9778037667274475]"
1465,1,49.11%,84.17%,0.0206,"[0.02954564057290554, 0.9704543352127075]"
1466,0,49.08%,84.19%,0.0085,"[0.9949668049812317, 0.00503318989649415]"
1467,0,49.05%,84.20%,0.0033,"[0.9905695915222168, 0.00943040382117033]"
1468,1,49.08%,84.21%,0.0178,"[0.017088865861296654, 0.9829111695289612]"
1469,0,49.05%,84.22%,0.0013,"[0.9985601305961609, 0.0014398564817383885]"
1470,1,49.08%,84.23%,0.0204,"[0.022325554862618446, 0.9776744246482849]"
1471,0,49.05%,84.17%,2.1132,"[0.11613970249891281, 0.8838603496551514]"
1472,0,49.02%,84.18%,0.0012,"[0.9981371164321899, 0.0018628130201250315]"
1473,1,49.05%,84.19%,0.0259,"[0.023457704111933708, 0.9765423536300659]"
1474,1,49.08%,84.20%,0.0711,"[0.0658176988363266, 0.934182345867157]"
1475,0,49.05%,84.21%,0.0348,"[0.9611147046089172, 0.038885314017534256]"
1476,0,49.02%,84.22%,0.0054,"[0.9959551095962524, 0.0040449718944728374]"
1477,0,48.99%,84.24%,0.0009,"[0.9988759160041809, 0.0011240150779485703]"
1478,1,49.02%,84.25%,0.0243,"[0.024111755192279816, 0.975888192653656]"
1479,1,49.05%,84.26%,0.1117,"[0.08725889027118683, 0.9127410650253296]"
1480,1,49.09%,84.27%,0.1239,"[0.12678803503513336, 0.8732119798660278]"
1481,0,49.06%,84.21%,1.6919,"[0.2002423107624054, 0.7997576594352722]"
1482,0,49.02%,84.15%,2.2743,"[0.09619993716478348, 0.9038001298904419]"
1483,0,48.99%,84.16%,0.0283,"[0.9879429936408997, 0.012056970968842506]"
1484,0,48.96%,84.11%,2.9499,"[0.0707441121339798, 0.9292558431625366]"
1485,1,48.99%,84.12%,0.0576,"[0.047821104526519775, 0.9521788358688354]"
1486,0,48.96%,84.13%,0.0062,"[0.9936351776123047, 0.006364785600453615]"
1487,1,48.99%,84.14%,0.0865,"[0.08181622624397278, 0.9181838035583496]"
1488,0,48.96%,84.15%,0.0081,"[0.9904689192771912, 0.009531097486615181]"
1489,0,48.93%,84.09%,2.3047,"[0.07055839151144028, 0.9294415712356567]"
1490,0,48.89%,84.04%,2.8410,"[0.05756932497024536, 0.9424306154251099]"
1491,0,48.86%,84.05%,0.0055,"[0.9936745166778564, 0.0063255284912884235]"
1492,1,48.89%,84.06%,0.0438,"[0.03934566304087639, 0.9606542587280273]"
1493,1,48.93%,84.07%,0.0807,"[0.07678062468767166, 0.9232194423675537]"
1494,1,48.96%,84.08%,0.0972,"[0.10193539410829544, 0.8980646133422852]"
1495,0,48.93%,84.09%,0.0219,"[0.9840488433837891, 0.01595120131969452]"
1496,1,48.96%,84.10%,0.1122,"[0.1012372374534607, 0.8987628221511841]"
1497,0,48.93%,84.11%,0.0086,"[0.9945462942123413, 0.005453723948448896]"
1498,1,48.97%,84.12%,0.0976,"[0.09675295650959015, 0.903247058391571]"
1499,1,49.00%,84.13%,0.2501,"[0.2187785655260086, 0.7812214493751526]"
1500,1,49.03%,84.14%,0.2302,"[0.1760634034872055, 0.8239365816116333]"
1501,1,49.07%,84.15%,0.1843,"[0.17453491687774658, 0.8254650831222534]"
1502,1,49.10%,84.17%,0.1838,"[0.15769559144973755, 0.8423044085502625]"
1503,1,49.14%,84.18%,0.2015,"[0.21641266345977783, 0.7835873365402222]"
1504,0,49.10%,84.19%,0.0494,"[0.9901710152626038, 0.009829039685428143]"
1505,0,49.07%,84.20%,0.0058,"[0.9844105243682861, 0.01558949425816536]"
1506,1,49.10%,84.21%,0.1546,"[0.14474979043006897, 0.8552502393722534]"
1507,1,49.14%,84.22%,0.2674,"[0.2309344857931137, 0.7690654993057251]"
1508,1,49.17%,84.23%,0.3018,"[0.20737339556217194, 0.7926265597343445]"
1509,0,49.14%,84.24%,0.0922,"[0.9857396483421326, 0.014260388910770416]"
1510,0,49.11%,84.18%,1.9004,"[0.13439860939979553, 0.8656014204025269]"
1511,0,49.07%,84.19%,0.2577,"[0.9323574900627136, 0.06764248758554459]"
1512,0,49.04%,84.20%,0.0022,"[0.9983304142951965, 0.0016695385565981269]"
1513,0,49.01%,84.21%,0.0013,"[0.9990278482437134, 0.0009721706155687571]"
1514,1,49.04%,84.22%,0.1896,"[0.07553620636463165, 0.9244637489318848]"
1515,1,49.08%,84.23%,0.1066,"[0.09642832726240158, 0.9035717248916626]"
1516,1,49.11%,84.25%,0.1789,"[0.16685274243354797, 0.8331472277641296]"
1517,1,49.14%,84.26%,0.1900,"[0.19427761435508728, 0.8057224154472351]"
1518,0,49.11%,84.27%,0.0109,"[0.9669227600097656, 0.03307729959487915]"
1519,0,49.08%,84.28%,0.0029,"[0.9958252906799316, 0.004174786154180765]"
1520,1,49.11%,84.29%,0.1938,"[0.18913546204566956, 0.8108645677566528]"
1521,0,49.08%,84.30%,0.0032,"[0.9969022274017334, 0.0030977907590568066]"
1522,1,49.11%,84.31%,0.0843,"[0.058138854801654816, 0.9418611526489258]"
