round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output
1549,0,49.23%,84.19%,0.0774,"[0.9255285859107971, 0.07447143644094467]"
1550,0,49.19%,84.14%,2.0438,"[0.1268128603696823, 0.8731871843338013]"
1551,1,49.23%,84.15%,0.1545,"[0.13339658081531525, 0.8666033744812012]"
1552,1,49.26%,84.16%,0.3517,"[0.3316340446472168, 0.6683659553527832]"
1553,0,49.23%,84.17%,0.0781,"[0.9249374270439148, 0.07506253570318222]"
1554,0,49.20%,84.12%,2.0182,"[0.1348053216934204, 0.8651947379112244]"
1555,1,49.23%,84.13%,0.1819,"[0.15701115131378174, 0.8429888486862183]"
1556,0,49.20%,84.14%,0.0777,"[0.9252816438674927, 0.0747184082865715]"
1557,0,49.17%,84.15%,0.078,"[0.9249830842018127, 0.07501693069934845]"
1558,0,49.13%,84.16%,0.0783,"[0.9247580766677856, 0.07524190098047256]"
1559,0,49.10%,84.17%,0.0799,"[0.9237080812454224, 0.07629190385341644]"
1560,1,49.14%,84.18%,0.1453,"[0.13090689480304718, 0.8690930604934692]"
1561,1,49.17%,84.19%,0.1367,"[0.12822793424129486, 0.871772050857544]"
1562,0,49.14%,84.20%,0.0832,"[0.9216150045394897, 0.07838498800992966]"
1563,0,49.10%,84.21%,0.0779,"[0.9251033663749695, 0.07489664852619171]"
1564,0,49.07%,84.22%,0.0818,"[0.9209680557250977, 0.07903193682432175]"
1565,0,49.04%,84.23%,0.1095,"[0.8713706135749817, 0.12862946093082428]"
1566,1,49.07%,84.24%,0.1323,"[0.12433331459760666, 0.875666618347168]"
1567,0,49.04%,84.25%,0.0815,"[0.921603262424469, 0.07839673012495041]"
1568,0,49.01%,84.26%,0.0792,"[0.9239364862442017, 0.07606355100870132]"
1569,0,48.98%,84.27%,0.0772,"[0.9256555438041687, 0.07434443384408951]"
1570,0,48.95%,84.21%,1.9807,"[0.13843519985675812, 0.8615647554397583]"
1571,0,48.92%,84.16%,1.9295,"[0.16217337548732758, 0.8378266096115112]"
1572,0,48.89%,84.17%,0.2015,"[0.8352880477905273, 0.16471195220947266]"
1573,0,48.86%,84.18%,0.8245,"[0.524169385433197, 0.475830614566803]"
1574,0,48.83%,84.19%,0.0793,"[0.923136830329895, 0.076863132417202]"
1575,0,48.79%,84.20%,0.0769,"[0.9260472059249878, 0.07395279407501221]"
1576,1,48.83%,84.21%,0.1403,"[0.13093344867229462, 0.8690665364265442]"
1577,0,48.80%,84.22%,0.0786,"[0.9245651960372925, 0.07543472945690155]"
1578,1,48.83%,84.23%,0.1613,"[0.1496758759021759, 0.8503240942955017]"
1579,0,48.80%,84.24%,0.0761,"[0.9267567992210388, 0.07324319332838058]"
1580,1,48.83%,84.25%,0.1629,"[0.15122230350971222, 0.8487777709960938]"
1581,0,48.80%,84.26%,0.0762,"[0.9265967011451721, 0.0734032541513443]"
1582,0,48.77%,84.27%,0.0783,"[0.9244852066040039, 0.0755147859454155]"
1583,0,48.74%,84.28%,0.0758,"[0.9269901514053345, 0.07300986349582672]"
1584,0,48.71%,84.29%,0.0768,"[0.9261196851730347, 0.07388029992580414]"
1585,0,48.68%,84.24%,1.2805,"[0.2582772970199585, 0.7417227029800415]"
1586,0,48.65%,84.25%,0.0758,"[0.926960825920105, 0.07303916662931442]"
1587,0,48.61%,84.19%,1.0076,"[0.4045534133911133, 0.5954465866088867]"
1588,1,48.65%,84.20%,0.1779,"[0.16956402361392975, 0.8304360508918762]"
1589,1,48.68%,84.21%,0.1747,"[0.15258203446865082, 0.847417950630188]"
1590,1,48.71%,84.22%,0.1686,"[0.1668175607919693, 0.8331825137138367]"
1591,0,48.68%,84.23%,0.0756,"[0.927151620388031, 0.07284838706254959]"
1592,0,48.65%,84.24%,0.0751,"[0.927640974521637, 0.07235900312662125]"
1593,0,48.62%,84.25%,0.0752,"[0.9273852705955505, 0.07261472195386887]"
1594,1,48.65%,84.26%,0.1499,"[0.13977910578250885, 0.8602208495140076]"
1595,0,48.62%,84.27%,0.1208,"[0.9029704332351685, 0.09702955186367035]"
1596,0,48.59%,84.22%,1.4544,"[0.19927836954593658, 0.8007216453552246]"
1597,0,48.56%,84.23%,0.0746,"[0.9281216859817505, 0.0718783363699913]"
1598,1,48.59%,84.18%,1.3353,"[0.7439740300178528, 0.2560259997844696]"
1599,0,48.56%,84.19%,0.0746,"[0.928167998790741, 0.07183200120925903]"
1600,0,48.53%,84.20%,0.2494,"[0.7157767415046692, 0.28422319889068604]"
1601,1,48.56%,84.21%,0.2469,"[0.20745231211185455, 0.7925476431846619]"
1602,1,48.60%,84.22%,0.2443,"[0.2046281099319458, 0.7953718304634094]"
1603,0,48.57%,84.23%,0.0746,"[0.9280555844306946, 0.07194437831640244]"
1604,1,48.60%,84.24%,0.2474,"[0.25345778465270996, 0.74654221534729]"
1605,1,48.63%,84.25%,0.6915,"[0.4175736904144287, 0.5824263095855713]"
1606,1,48.66%,84.19%,2.3479,"[0.9045427441596985, 0.09545733034610748]"
1607,0,48.63%,84.20%,0.0747,"[0.9280852675437927, 0.07191470265388489]"
1608,0,48.60%,84.21%,0.0745,"[0.9282205700874329, 0.07177943736314774]"
1609,1,48.63%,84.22%,0.1629,"[0.1456863135099411, 0.8543137311935425]"
1610,1,48.67%,84.23%,0.1707,"[0.16050730645656586, 0.839492678642273]"
1611,1,48.70%,84.24%,0.1511,"[0.1361580193042755, 0.8638420104980469]"
1612,0,48.67%,84.25%,0.0749,"[0.9276877641677856, 0.07231229543685913]"
1613,0,48.64%,84.26%,0.1136,"[0.8949277400970459, 0.1050722673535347]"
1614,1,48.67%,84.27%,0.1488,"[0.1364620178937912, 0.8635379672050476]"
1615,0,48.64%,84.28%,0.0746,"[0.9281283617019653, 0.07187158614397049]"
1616,0,48.61%,84.29%,0.0744,"[0.928251326084137, 0.07174871861934662]"
1617,1,48.64%,84.30%,0.1419,"[0.13323237001895905, 0.8667675852775574]"
1618,0,48.61%,84.31%,0.075,"[0.927844226360321, 0.07215577363967896]"
1619,0,48.58%,84.32%,0.0745,"[0.9282774925231934, 0.07172249257564545]"
1620,0,48.55%,84.33%,0.0741,"[0.9284663200378418, 0.0715336948633194]"
1621,1,48.58%,84.34%,0.1701,"[0.15804371237754822, 0.8419562578201294]"
1622,1,48.61%,84.35%,0.171,"[0.1644677072763443, 0.8355323076248169]"
1623,1,48.65%,84.36%,0.1696,"[0.16180694103240967, 0.8381931185722351]"
1624,1,48.68%,84.37%,0.5409,"[0.3114489018917084, 0.6885510683059692]"
1625,0,48.65%,84.38%,0.0743,"[0.9284438490867615, 0.07155618816614151]"
1626,1,48.68%,84.39%,0.1833,"[0.1454569399356842, 0.8545430302619934]"
1627,0,48.65%,84.40%,0.4016,"[0.6728663444519043, 0.3271336555480957]"
1628,0,48.62%,84.41%,0.0747,"[0.9280886054039001, 0.07191137224435806]"
1629,1,48.65%,84.42%,0.1823,"[0.1559140384197235, 0.8440859317779541]"
1630,0,48.62%,84.43%,0.0736,"[0.9290885925292969, 0.07091142982244492]"
1631,1,48.65%,84.44%,0.1389,"[0.12993265688419342, 0.8700673580169678]"
1632,1,48.68%,84.45%,0.1322,"[0.12395191192626953, 0.8760480880737305]"
1633,0,48.65%,84.39%,1.9787,"[0.15951821208000183, 0.8404817581176758]"
1634,1,48.69%,84.40%,0.1726,"[0.16406331956386566, 0.8359366655349731]"
1635,1,48.72%,84.41%,0.1403,"[0.12674392759799957, 0.8732560873031616]"
1636,0,48.69%,84.42%,0.2862,"[0.7066404819488525, 0.2933596074581146]"
1637,1,48.72%,84.43%,0.1746,"[0.17628540098667145, 0.823714554309845]"
1638,1,48.75%,84.38%,1.5459,"[0.8650295734405518, 0.13497044146060944]"
1639,1,48.78%,84.39%,0.1329,"[0.1220991387963295, 0.8779008984565735]"
1640,0,48.75%,84.40%,0.0733,"[0.9294224381446838, 0.07057753205299377]"
1641,0,48.72%,84.41%,0.0755,"[0.9273496866226196, 0.07265029847621918]"
1642,0,48.69%,84.42%,0.0729,"[0.9297988414764404, 0.07020118087530136]"
1643,0,48.66%,84.43%,0.0761,"[0.926423966884613, 0.07357605546712875]"
1644,1,48.69%,84.44%,0.1486,"[0.1341620683670044, 0.8658378720283508]"
1645,0,48.66%,84.45%,0.0732,"[0.9293956756591797, 0.07060441374778748]"
1646,0,48.63%,84.46%,0.0733,"[0.9293896555900574, 0.07061036676168442]"
1647,0,48.60%,84.47%,0.0727,"[0.9298558235168457, 0.0701441764831543]"
1648,0,48.57%,84.48%,0.0752,"[0.927812397480011, 0.07218757271766663]"
1649,1,48.61%,84.48%,0.1466,"[0.13744913041591644, 0.8625508546829224]"
1650,1,48.64%,84.49%,0.1324,"[0.12226496636867523, 0.8777350783348083]"
1651,0,48.61%,84.50%,0.0725,"[0.9300358295440674, 0.06996415555477142]"
1652,1,48.64%,84.51%,0.1899,"[0.15309478342533112, 0.8469052314758301]"
1653,0,48.61%,84.52%,0.0723,"[0.9302321076393127, 0.06976793706417084]"
1654,1,48.64%,84.53%,0.1435,"[0.14220090210437775, 0.8577991127967834]"
1655,0,48.61%,84.54%,0.0721,"[0.9304611682891846, 0.06953881680965424]"
1656,1,48.64%,84.55%,0.1724,"[0.14887668192386627, 0.8511232733726501]"
1657,1,48.67%,84.56%,0.137,"[0.12952305376529694, 0.8704769611358643]"
1658,1,48.70%,84.57%,0.1233,"[0.11565732955932617, 0.884342610836029]"
1659,0,48.67%,84.58%,0.0719,"[0.9305645823478699, 0.06943536549806595]"
1660,1,48.71%,84.59%,0.1661,"[0.169499471783638, 0.8305005431175232]"
1661,0,48.68%,84.60%,0.0717,"[0.9307804107666016, 0.06921961158514023]"
1662,1,48.71%,84.61%,0.1471,"[0.14948363602161407, 0.8505163788795471]"
1663,0,48.68%,84.62%,0.0713,"[0.931186318397522, 0.06881368160247803]"
1664,1,48.71%,84.62%,0.1265,"[0.12158723175525665, 0.8784127235412598]"
1665,0,48.68%,84.63%,0.0712,"[0.9311672449111938, 0.06883278489112854]"
1666,1,48.71%,84.64%,0.1357,"[0.12204818427562714, 0.8779518008232117]"
1667,0,48.68%,84.65%,0.1027,"[0.9163815379142761, 0.08361850678920746]"
1668,0,48.65%,84.66%,0.0705,"[0.9318851232528687, 0.06811486929655075]"
1669,1,48.68%,84.67%,0.2102,"[0.20350781083106995, 0.7964922189712524]"
1670,0,48.65%,84.68%,0.1222,"[0.901552140712738, 0.09844785928726196]"
1671,1,48.68%,84.69%,0.1999,"[0.16629257798194885, 0.8337073922157288]"
1672,1,48.71%,84.70%,0.1177,"[0.11081179976463318, 0.8891882300376892]"
1673,1,48.75%,84.71%,0.1382,"[0.12218969315290451, 0.8778102993965149]"
1674,0,48.72%,84.72%,0.0705,"[0.9319728016853333, 0.06802717596292496]"
1675,1,48.75%,84.73%,0.137,"[0.12243832647800446, 0.8775616884231567]"
1676,0,48.72%,84.73%,0.0701,"[0.9322470426559448, 0.06775294989347458]"
1677,0,48.69%,84.74%,0.0696,"[0.9328277111053467, 0.0671723335981369]"
1678,1,48.72%,84.75%,0.1253,"[0.11324310302734375, 0.8867568373680115]"
1679,1,48.75%,84.76%,0.1138,"[0.10752731561660767, 0.8924726843833923]"
1680,1,48.78%,84.77%,0.1212,"[0.11560243368148804, 0.884397566318512]"
1681,0,48.75%,84.78%,0.0697,"[0.9326977729797363, 0.06730227172374725]"
1682,0,48.72%,84.79%,0.0726,"[0.9274001717567444, 0.07259989529848099]"
1683,1,48.75%,84.80%,0.1134,"[0.10701964050531387, 0.8929803371429443]"
1684,0,48.72%,84.75%,2.1965,"[0.11061682552099228, 0.8893831968307495]"
1685,0,48.70%,84.76%,0.0693,"[0.9330126047134399, 0.06698743999004364]"
1686,0,48.67%,84.71%,2.0742,"[0.12740802764892578, 0.8725919723510742]"
1687,1,48.70%,84.72%,0.122,"[0.1184915155172348, 0.8815085291862488]"
1688,0,48.67%,84.72%,0.069,"[0.9331557154655457, 0.06684429198503494]"
1689,0,48.64%,84.67%,2.1786,"[0.11390957981348038, 0.8860903978347778]"
1690,1,48.67%,84.68%,0.1148,"[0.1083717867732048, 0.8916282653808594]"
1691,0,48.64%,84.69%,0.0688,"[0.9334734678268433, 0.06652656197547913]"
1692,0,48.61%,84.70%,0.0695,"[0.9330021142959595, 0.06699790060520172]"
1693,0,48.58%,84.71%,0.0694,"[0.933098554611206, 0.06690143793821335]"
1694,1,48.61%,84.72%,0.1166,"[0.10946005582809448, 0.8905398845672607]"
1695,1,48.64%,84.73%,0.1217,"[0.11450404673814774, 0.8854959607124329]"
1696,0,48.62%,84.68%,2.1339,"[0.12534186244010925, 0.8746581077575684]"
1697,0,48.59%,84.63%,0.6501,"[0.4320705533027649, 0.5679293870925903]"
1698,0,48.56%,84.64%,0.0693,"[0.9330565929412842, 0.06694343686103821]"
1699,1,48.59%,84.65%,0.1175,"[0.11091548204421997, 0.8890844583511353]"
1700,0,48.56%,84.66%,0.0693,"[0.9330937266349792, 0.06690627336502075]"
1701,1,48.59%,84.67%,0.1249,"[0.11735972762107849, 0.8826403021812439]"
1702,1,48.62%,84.67%,0.1261,"[0.1176767498254776, 0.8823232650756836]"
1703,1,48.65%,84.68%,0.1766,"[0.15252038836479187, 0.8474795818328857]"
1704,1,48.68%,84.69%,0.1193,"[0.11238560825586319, 0.8876144289970398]"
1705,1,48.71%,84.70%,0.1976,"[0.15465641021728516, 0.8453435897827148]"
1706,1,48.74%,84.71%,0.3518,"[0.49961647391319275, 0.5003835558891296]"
1707,1,48.77%,84.72%,0.1194,"[0.11280807107686996, 0.887191891670227]"
1708,1,48.80%,84.73%,0.1188,"[0.11146719753742218, 0.888532817363739]"
1709,0,48.77%,84.74%,0.7794,"[0.5156867504119873, 0.4843132793903351]"
1710,0,48.74%,84.75%,0.0687,"[0.9335783123970032, 0.06642173230648041]"
1711,1,48.77%,84.75%,0.1226,"[0.11457421630620956, 0.8854258060455322]"
1712,0,48.74%,84.71%,1.9675,"[0.13588567078113556, 0.8641143441200256]"
1713,0,48.72%,84.66%,1.907,"[0.15316790342330933, 0.8468320965766907]"
1714,1,48.75%,84.66%,0.1248,"[0.11659141629934311, 0.8834086060523987]"
1715,1,48.78%,84.67%,0.125,"[0.11777516454458237, 0.8822247982025146]"
1716,0,48.75%,84.68%,0.0687,"[0.933609127998352, 0.06639084964990616]"
1717,0,48.72%,84.69%,0.0688,"[0.9335018396377563, 0.06649816781282425]"
1718,1,48.75%,84.70%,0.1512,"[0.1388118416070938, 0.8611881136894226]"
1719,0,48.72%,84.71%,0.0683,"[0.9339510202407837, 0.06604892015457153]"
1720,0,48.69%,84.72%,0.3039,"[0.7084222435951233, 0.29157769680023193]"
1721,1,48.72%,84.73%,0.1354,"[0.1267564296722412, 0.8732435703277588]"
1722,1,48.75%,84.74%,0.1195,"[0.11248805373907089, 0.8875119090080261]"
1723,0,48.72%,84.74%,0.068,"[0.934240996837616, 0.06575902551412582]"
1724,0,48.70%,84.75%,0.0685,"[0.9338342547416687, 0.06616570800542831]"
1725,1,48.73%,84.76%,0.144,"[0.13018101453781128, 0.8698189854621887]"
1726,0,48.70%,84.71%,1.9994,"[0.131793811917305, 0.8682061433792114]"
1727,1,48.73%,84.72%,0.1756,"[0.1587609201669693, 0.8412390947341919]"
1728,0,48.70%,84.67%,1.6092,"[0.263016015291214, 0.7369839549064636]"
1729,1,48.73%,84.68%,0.2363,"[0.18309053778648376, 0.8169094920158386]"
1730,1,48.76%,84.69%,0.1324,"[0.12062743306159973, 0.8793725967407227]"
1731,0,48.73%,84.70%,0.0717,"[0.9314559102058411, 0.06854411214590073]"
1732,1,48.76%,84.71%,0.1376,"[0.1269308179616928, 0.8730692267417908]"
1733,1,48.79%,84.72%,0.1228,"[0.11591345071792603, 0.8840864896774292]"
1734,1,48.82%,84.73%,0.2638,"[0.3457173705101013, 0.6542825698852539]"
1735,0,48.79%,84.74%,0.0679,"[0.9344951510429382, 0.06550485640764236]"
1736,0,48.76%,84.74%,0.0677,"[0.9345727562904358, 0.065427266061306]"
1737,0,48.73%,84.75%,0.0676,"[0.9345793128013611, 0.06542069464921951]"
1738,1,48.76%,84.70%,1.3481,"[0.5260915160179138, 0.47390851378440857]"
1739,0,48.74%,84.71%,0.0699,"[0.9328802227973938, 0.06711985915899277]"
1740,1,48.77%,84.72%,0.1255,"[0.11868741363286972, 0.8813125491142273]"
1741,1,48.79%,84.73%,0.5702,"[0.35892248153686523, 0.6410775184631348]"
1742,1,48.82%,84.68%,1.1771,"[0.6658830046653748, 0.33411699533462524]"
1743,0,48.80%,84.63%,0.2598,"[0.24246817827224731, 0.7575318217277527]"
1744,1,48.83%,84.64%,0.1423,"[0.12979179620742798, 0.870208203792572]"
1745,1,48.85%,84.65%,0.1211,"[0.11390578001737595, 0.8860942125320435]"
1746,0,48.83%,84.66%,0.0678,"[0.934441864490509, 0.06555817276239395]"
1747,0,48.80%,84.67%,0.0676,"[0.9346272945404053, 0.06537269055843353]"
1748,0,48.77%,84.68%,0.0678,"[0.9343408942222595, 0.06565914303064346]"
1749,0,48.74%,84.69%,0.179,"[0.659843921661377, 0.34015610814094543]"
1750,1,48.77%,84.69%,0.1474,"[0.1371997445821762, 0.8628002405166626]"
1751,1,48.80%,84.70%,0.1224,"[0.11557337641716003, 0.8844266533851624]"
1752,1,48.83%,84.71%,0.1408,"[0.13054059445858002, 0.8694594502449036]"
1753,0,48.80%,84.66%,2.0088,"[0.134806290268898, 0.8651936650276184]"
1754,1,48.83%,84.67%,0.1379,"[0.131486713886261, 0.8685133457183838]"
1755,0,48.80%,84.68%,0.0676,"[0.9345340132713318, 0.06546597927808762]"
1756,0,48.78%,84.69%,0.0686,"[0.9336124658584595, 0.06638751924037933]"
1757,0,48.75%,84.70%,0.0675,"[0.9347886443138123, 0.06521137058734894]"
1758,1,48.78%,84.71%,0.1249,"[0.11763005703687668, 0.8823699355125427]"
1759,1,48.81%,84.72%,0.1363,"[0.12631644308567047, 0.8736835718154907]"
1760,0,48.78%,84.72%,0.0675,"[0.9346243739128113, 0.06537560373544693]"
1761,1,48.81%,84.73%,0.1616,"[0.14518597722053528, 0.8548140525817871]"
1762,0,48.78%,84.74%,0.0674,"[0.9348048567771912, 0.06519510596990585]"
1763,0,48.75%,84.75%,0.0671,"[0.9350492358207703, 0.06495076417922974]"
1764,0,48.73%,84.76%,0.0669,"[0.9352676272392273, 0.06473243236541748]"
1765,0,48.70%,84.71%,2.048,"[0.12859191000461578, 0.8714080452919006]"
1766,1,48.73%,84.72%,0.1223,"[0.1155666708946228, 0.8844333291053772]"
1767,1,48.76%,84.73%,0.1707,"[0.14978383481502533, 0.8502160906791687]"
1768,1,48.78%,84.74%,0.1529,"[0.13441365957260132, 0.8655864000320435]"
1769,0,48.76%,84.75%,0.0671,"[0.9350325465202332, 0.06496740877628326]"
1770,1,48.79%,84.75%,0.1363,"[0.12961386144161224, 0.8703861832618713]"
1771,1,48.81%,84.76%,0.1617,"[0.13092269003391266, 0.8690773248672485]"
1772,0,48.79%,84.72%,1.9676,"[0.14094588160514832, 0.8590540885925293]"
1773,1,48.82%,84.72%,0.7961,"[0.3450767993927002, 0.654923141002655]"
1774,1,48.85%,84.73%,0.2315,"[0.21660089492797852, 0.7833991050720215]"
1775,1,48.87%,84.74%,0.3034,"[0.20622211694717407, 0.7937778830528259]"
1776,0,48.85%,84.75%,0.0674,"[0.9349402189254761, 0.06505974382162094]"
1777,0,48.82%,84.76%,0.0669,"[0.9352790117263794, 0.06472105532884598]"
1778,0,48.79%,84.77%,0.0669,"[0.9352638721466064, 0.06473618745803833]"
1779,0,48.76%,84.72%,2.06,"[0.12914924323558807, 0.8708507418632507]"
1780,0,48.74%,84.73%,0.0676,"[0.934637725353241, 0.06536225974559784]"
1781,0,48.71%,84.68%,2.0098,"[0.13025714457035065, 0.8697428703308105]"
1782,1,48.74%,84.69%,0.1387,"[0.12898249924182892, 0.871017575263977]"
1783,1,48.77%,84.70%,0.1531,"[0.14688029885292053, 0.8531196713447571]"
1784,0,48.74%,84.71%,0.0676,"[0.934600293636322, 0.0653996393084526]"
1785,0,48.71%,84.66%,1.8572,"[0.1506284475326538, 0.8493714928627014]"
1786,1,48.74%,84.67%,0.1546,"[0.14764562249183655, 0.8523544073104858]"
1787,1,48.77%,84.68%,0.1556,"[0.14799416065216064, 0.8520058989524841]"
1788,0,48.74%,84.68%,0.068,"[0.9343404769897461, 0.0656595528125763]"
1789,1,48.77%,84.69%,0.1584,"[0.14935240149497986, 0.8506476283073425]"
1790,0,48.74%,84.70%,0.0679,"[0.9343551397323608, 0.06564486771821976]"
1791,0,48.72%,84.71%,0.0693,"[0.9329920411109924, 0.06700794398784637]"
1792,0,48.69%,84.72%,0.0684,"[0.933862030506134, 0.06613800674676895]"
1793,0,48.66%,84.73%,0.0683,"[0.9340078830718994, 0.0659920871257782]"
1794,0,48.64%,84.74%,0.0682,"[0.9340361952781677, 0.06596379727125168]"
1795,0,48.61%,84.74%,0.0684,"[0.933832585811615, 0.06616735458374023]"
1796,1,48.64%,84.75%,0.1625,"[0.1493709832429886, 0.8506289720535278]"
1797,1,48.67%,84.76%,0.1801,"[0.1633002907037735, 0.8366996645927429]"
1798,0,48.64%,84.77%,0.1011,"[0.9099130034446716, 0.09008695185184479]"
1799,1,48.67%,84.78%,0.1645,"[0.15234880149364471, 0.8476511836051941]"
1800,0,48.64%,84.73%,1.8584,"[0.14969949424266815, 0.8503004908561707]"
1801,1,48.67%,84.74%,0.162,"[0.14431500434875488, 0.8556849956512451]"
1802,1,48.70%,84.75%,0.1434,"[0.13540278375148773, 0.8645972609519958]"
1803,0,48.67%,84.76%,0.702,"[0.5836873054504395, 0.41631272435188293]"
1804,0,48.64%,84.76%,0.2463,"[0.9216354489326477, 0.07836456596851349]"
1805,1,48.67%,84.77%,0.4428,"[0.3351815640926361, 0.664818525314331]"
1806,1,48.70%,84.78%,0.4674,"[0.32037553191185, 0.6796244382858276]"
1807,0,48.67%,84.79%,0.0672,"[0.9349905252456665, 0.06500949710607529]"
1808,1,48.70%,84.80%,0.1423,"[0.13353702425956726, 0.8664630055427551]"
1809,0,48.67%,84.81%,0.0672,"[0.9350171089172363, 0.06498291343450546]"
1810,0,48.65%,84.82%,0.0668,"[0.9353888034820557, 0.06461119651794434]"
1811,1,48.68%,84.82%,0.1843,"[0.1705104559659958, 0.829489529132843]"
1812,0,48.65%,84.83%,0.0665,"[0.9356532692909241, 0.06434671580791473]"
1813,0,48.62%,84.84%,0.0666,"[0.9355847239494324, 0.06441524624824524]"
1814,1,48.65%,84.85%,0.1657,"[0.1512148082256317, 0.8487852215766907]"
1815,1,48.68%,84.86%,0.1427,"[0.13277293741703033, 0.8672270774841309]"
1816,0,48.65%,84.87%,0.0712,"[0.9313690066337585, 0.06863094121217728]"
1817,1,48.68%,84.87%,0.1495,"[0.1375344842672348, 0.8624655604362488]"
1818,0,48.65%,84.88%,0.0678,"[0.9343108534812927, 0.06568913161754608]"
1819,1,48.68%,84.89%,0.1637,"[0.14909589290618896, 0.8509041666984558]"
1820,1,48.71%,84.90%,0.1777,"[0.16880568861961365, 0.8311943411827087]"
1821,1,48.74%,84.91%,0.1392,"[0.13023537397384644, 0.8697646856307983]"
1822,1,48.77%,84.91%,0.1635,"[0.15042901039123535, 0.8495709896087646]"
1823,0,48.74%,84.92%,0.0667,"[0.9356173872947693, 0.0643826276063919]"
1824,1,48.77%,84.93%,0.167,"[0.15687038004398346, 0.8431296348571777]"
1825,1,48.80%,84.94%,0.1534,"[0.1417047083377838, 0.8582953810691833]"
1826,1,48.82%,84.95%,0.1343,"[0.12614935636520386, 0.8738506436347961]"
1827,1,48.85%,84.96%,0.1558,"[0.15476466715335846, 0.845235288143158]"
1828,1,48.88%,84.96%,0.1808,"[0.15599241852760315, 0.8440075516700745]"
1829,0,48.85%,84.97%,0.0658,"[0.9363674521446228, 0.06363251805305481]"
1830,1,48.88%,84.98%,0.2445,"[0.2297666370868683, 0.7702333927154541]"
1831,0,48.85%,84.99%,0.0652,"[0.9368297457695007, 0.06317028403282166]"
1832,0,48.83%,84.94%,1.9122,"[0.15096299350261688, 0.8490369915962219]"
1833,1,48.85%,84.95%,0.1472,"[0.1388784646987915, 0.8611215949058533]"
1834,0,48.83%,84.96%,0.065,"[0.9371287822723389, 0.06287124007940292]"
1835,1,48.86%,84.97%,0.1419,"[0.13488194346427917, 0.8651180863380432]"
1836,1,48.88%,84.98%,0.1401,"[0.13428735733032227, 0.865712583065033]"
1837,1,48.91%,84.98%,0.1424,"[0.12567678093910217, 0.8743231892585754]"
1838,1,48.94%,84.99%,0.1433,"[0.13760392367839813, 0.8623961210250854]"
1839,0,48.91%,85.00%,0.0655,"[0.9363897442817688, 0.06361022591590881]"
1840,0,48.89%,84.95%,1.8228,"[0.178954616189003, 0.8210453391075134]"
1841,0,48.86%,84.91%,2.0311,"[0.13421402871608734, 0.8657859563827515]"
1842,0,48.83%,84.86%,2.0264,"[0.1360403597354889, 0.8639596104621887]"
1843,1,48.86%,84.87%,0.1289,"[0.12138932943344116, 0.8786106109619141]"
1844,1,48.89%,84.88%,0.1339,"[0.12542811036109924, 0.8745718598365784]"
1845,1,48.92%,84.89%,0.2261,"[0.18229180574417114, 0.8177081346511841]"
1846,0,48.89%,84.89%,0.0653,"[0.9366829991340637, 0.06331700086593628]"
1847,1,48.92%,84.90%,0.1733,"[0.15343604981899261, 0.8465639352798462]"
1848,0,48.89%,84.91%,0.0655,"[0.9367115497589111, 0.06328845024108887]"
1849,0,48.86%,84.92%,0.0647,"[0.9372962117195129, 0.06270384043455124]"
1850,0,48.84%,84.93%,0.0681,"[0.9341878294944763, 0.0658121332526207]"
1851,0,48.81%,84.94%,0.0648,"[0.9373189210891724, 0.06268107146024704]"
1852,1,48.84%,84.94%,0.1489,"[0.13782727718353271, 0.8621727228164673]"
1853,0,48.81%,84.95%,0.0644,"[0.9376851320266724, 0.062314871698617935]"
1854,1,48.84%,84.96%,0.1589,"[0.14702096581459045, 0.8529790639877319]"
1855,1,48.87%,84.97%,0.1581,"[0.14692920446395874, 0.8530707359313965]"
1856,0,48.84%,84.98%,0.0656,"[0.9366297721862793, 0.06337017565965652]"
1857,1,48.87%,84.98%,0.1369,"[0.12669293582439423, 0.8733071088790894]"
1858,0,48.84%,84.99%,0.0704,"[0.9331350326538086, 0.06686493754386902]"
1859,0,48.82%,85.00%,0.0643,"[0.937690794467926, 0.06230916082859039]"
1860,0,48.79%,85.01%,0.0653,"[0.9368718266487122, 0.06312818825244904]"
1861,0,48.76%,85.02%,0.0659,"[0.9370238780975342, 0.06297609210014343]"
1862,0,48.74%,85.02%,0.0651,"[0.936951756477356, 0.06304822117090225]"
1863,0,48.71%,85.03%,0.0643,"[0.9376828074455261, 0.062317218631505966]"
1864,1,48.74%,85.04%,0.1489,"[0.13719847798347473, 0.8628015518188477]"
1865,1,48.77%,85.05%,0.1505,"[0.14027275145053864, 0.8597272634506226]"
1866,1,48.79%,85.06%,0.1517,"[0.1383788287639618, 0.8616212010383606]"
1867,1,48.82%,85.06%,0.1432,"[0.13257674872875214, 0.8674232363700867]"
1868,1,48.85%,85.07%,0.1452,"[0.13943949341773987, 0.8605605363845825]"
1869,1,48.88%,85.08%,0.2833,"[0.2446143478155136, 0.7553856372833252]"
1870,0,48.85%,85.09%,0.0652,"[0.9368253946304321, 0.06317465007305145]"
1871,0,48.82%,85.04%,2.0101,"[0.13795360922813416, 0.8620464205741882]"
1872,0,48.80%,85.05%,0.063,"[0.938864529132843, 0.06113544851541519]"
1873,0,48.77%,85.06%,0.0628,"[0.9391468167304993, 0.060853127390146255]"
1874,0,48.75%,85.07%,0.0668,"[0.935422420501709, 0.06457757949829102]"
