round,ground_truth,emergency_percentage,correct_percentage,loss,softmax_output
1473,1,49.05%,83.92%,0.1556,"[0.13533146679401398, 0.8646685481071472]"
1474,1,49.08%,83.93%,0.1454,"[0.13731223344802856, 0.8626877069473267]"
1475,0,49.05%,83.94%,0.0712,"[0.9310083985328674, 0.06899158656597137]"
1476,0,49.02%,83.95%,0.0714,"[0.9312500357627869, 0.06874995678663254]"
1477,0,48.99%,83.96%,0.07,"[0.9322863221168518, 0.06771362572908401]"
1478,1,49.02%,83.98%,0.1265,"[0.12161397933959961, 0.8783860802650452]"
1479,1,49.05%,83.99%,0.1383,"[0.12922969460487366, 0.8707703351974487]"
1480,1,49.09%,84.00%,0.1399,"[0.13338571786880493, 0.8666142821311951]"
1481,0,49.06%,83.94%,1.9253,"[0.14977863430976868, 0.8502213954925537]"
1482,0,49.02%,83.88%,2.0139,"[0.1301378607749939, 0.8698621392250061]"
1483,0,48.99%,83.89%,0.0696,"[0.9328789710998535, 0.06712106615304947]"
1484,0,48.96%,83.84%,1.9441,"[0.14211136102676392, 0.8578885793685913]"
1485,1,48.99%,83.85%,0.2451,"[0.21290075778961182, 0.7870992422103882]"
1486,0,48.96%,83.86%,0.0706,"[0.9318301677703857, 0.06816980987787247]"
1487,1,48.99%,83.87%,0.2508,"[0.2522008717060089, 0.7477990388870239]"
1488,0,48.96%,83.88%,0.0702,"[0.9319968223571777, 0.06800316274166107]"
1489,0,48.93%,83.83%,2.0147,"[0.13712313771247864, 0.862876832485199]"
1490,0,48.89%,83.77%,1.4506,"[0.19797083735466003, 0.8020291328430176]"
1491,0,48.86%,83.78%,0.0977,"[0.9002683758735657, 0.09973166882991791]"
1492,1,48.89%,83.79%,0.1723,"[0.15749329328536987, 0.8425067663192749]"
1493,1,48.93%,83.80%,0.1255,"[0.11825527250766754, 0.8817447423934937]"
1494,1,48.96%,83.81%,0.1325,"[0.12102125585079193, 0.8789787292480469]"
1495,0,48.93%,83.82%,0.0698,"[0.9323269724845886, 0.06767302006483078]"
1496,1,48.96%,83.83%,0.1649,"[0.15320777893066406, 0.8467922210693359]"
1497,0,48.93%,83.85%,0.0705,"[0.9321136474609375, 0.06788637489080429]"
1498,1,48.97%,83.86%,0.1902,"[0.15880072116851807, 0.8411993384361267]"
1499,1,49.00%,83.87%,0.2393,"[0.2131655365228653, 0.7868345379829407]"
1500,1,49.03%,83.88%,0.1342,"[0.12443298101425171, 0.8755670189857483]"
1501,1,49.07%,83.89%,0.2471,"[0.1872934252023697, 0.8127065896987915]"
1502,1,49.10%,83.90%,0.1287,"[0.12457656860351562, 0.8754234910011292]"
1503,1,49.14%,83.91%,0.1792,"[0.1722288280725479, 0.8277711272239685]"
1504,0,49.10%,83.92%,0.071,"[0.9315532445907593, 0.06844672560691833]"
1505,0,49.07%,83.93%,0.1804,"[0.9174239635467529, 0.08257602900266647]"
1506,1,49.10%,83.94%,0.2006,"[0.16983047127723694, 0.8301694989204407]"
1507,1,49.14%,83.95%,0.2351,"[0.21003200113773346, 0.7899680137634277]"
1508,1,49.17%,83.96%,0.1847,"[0.17991229891777039, 0.8200876712799072]"
1509,0,49.14%,83.97%,0.0699,"[0.9324802160263062, 0.06751975417137146]"
1510,0,49.11%,83.92%,1.7792,"[0.16816465556621552, 0.8318353891372681]"
1511,0,49.07%,83.93%,0.151,"[0.9209917187690735, 0.0790083035826683]"
1512,0,49.04%,83.94%,0.0692,"[0.9331919550895691, 0.06680810451507568]"
1513,0,49.01%,83.95%,0.069,"[0.9332436323165894, 0.06675636023283005]"
1514,1,49.04%,83.96%,0.2417,"[0.22385311126708984, 0.7761468887329102]"
1515,1,49.08%,83.97%,0.1567,"[0.14930957555770874, 0.8506904244422913]"
1516,1,49.11%,83.98%,0.1797,"[0.15848860144615173, 0.8415113687515259]"
1517,1,49.14%,83.99%,0.1373,"[0.13271044194698334, 0.8672894835472107]"
1518,0,49.11%,84.00%,0.069,"[0.933286726474762, 0.06671321392059326]"
1519,0,49.08%,84.01%,0.0687,"[0.933638870716095, 0.06636116653680801]"
1520,1,49.11%,84.02%,0.2056,"[0.21707306802272797, 0.7829269170761108]"
1521,0,49.08%,84.03%,0.0685,"[0.9338154792785645, 0.06618453562259674]"
1522,1,49.11%,84.04%,0.1527,"[0.13927865028381348, 0.8607212901115417]"
1523,1,49.15%,84.06%,0.1283,"[0.11978200823068619, 0.8802180290222168]"
1524,1,49.18%,84.07%,0.1255,"[0.1183542013168335, 0.8816458582878113]"
1525,1,49.21%,84.08%,0.1264,"[0.11877720057964325, 0.8812227845191956]"
1526,1,49.25%,84.09%,0.1681,"[0.1422785520553589, 0.8577213883399963]"
1527,0,49.21%,84.10%,0.0683,"[0.9338345527648926, 0.06616543978452682]"
1528,1,49.25%,84.11%,0.1586,"[0.15719829499721527, 0.8428016304969788]"
1529,1,49.28%,84.12%,0.1241,"[0.11730023473501205, 0.882699728012085]"
1530,1,49.31%,84.13%,0.1208,"[0.11419568210840225, 0.8858043551445007]"
1531,0,49.28%,84.14%,0.0687,"[0.933562159538269, 0.06643781065940857]"
1532,0,49.25%,84.15%,0.0689,"[0.9333750009536743, 0.06662499904632568]"
1533,1,49.28%,84.16%,0.173,"[0.149526447057724, 0.8504735827445984]"
1534,0,49.25%,84.10%,1.03,"[0.49653419852256775, 0.5034658312797546]"
1535,0,49.22%,84.11%,0.068,"[0.9341078400611877, 0.06589210778474808]"
1536,0,49.19%,84.12%,0.0705,"[0.9310291409492493, 0.06897083669900894]"
1537,1,49.22%,84.14%,0.1197,"[0.1135091781616211, 0.8864908218383789]"
1538,0,49.19%,84.15%,0.0671,"[0.9352092146873474, 0.06479073315858841]"
1539,0,49.16%,84.16%,0.0666,"[0.9355703592300415, 0.0644296258687973]"
1540,0,49.12%,84.10%,2.0879,"[0.12443540245294571, 0.8755646347999573]"
1541,1,49.16%,84.11%,0.1203,"[0.11430492997169495, 0.8856950998306274]"
1542,1,49.19%,84.12%,0.1184,"[0.11141218990087509, 0.8885877728462219]"
1543,0,49.16%,84.07%,1.746,"[0.15347452461719513, 0.8465254902839661]"
1544,1,49.19%,84.08%,0.1437,"[0.13518168032169342, 0.8648183345794678]"
1545,1,49.22%,84.09%,0.348,"[0.2907993197441101, 0.7092006802558899]"
1546,1,49.26%,84.10%,0.1434,"[0.13759766519069672, 0.8624023199081421]"
1547,0,49.22%,84.11%,0.0681,"[0.9340997338294983, 0.06590024381875992]"
1548,1,49.26%,84.12%,0.3634,"[0.29487183690071106, 0.7051281929016113]"
1549,0,49.23%,84.13%,0.0667,"[0.9354986548423767, 0.06450137495994568]"
1550,0,49.19%,84.07%,1.9581,"[0.13902227580547333, 0.8609777688980103]"
1551,1,49.23%,84.09%,0.1565,"[0.14835485816001892, 0.8516451716423035]"
1552,1,49.26%,84.10%,0.1829,"[0.15979191660881042, 0.8402080535888672]"
1553,0,49.23%,84.11%,0.0668,"[0.9353949427604675, 0.0646049976348877]"
1554,0,49.20%,84.05%,2.0259,"[0.12636534869670868, 0.8736346960067749]"
1555,1,49.23%,84.06%,0.1569,"[0.17042912542819977, 0.8295708298683167]"
1556,0,49.20%,84.07%,0.0691,"[0.9332041144371033, 0.06679592281579971]"
1557,0,49.17%,84.08%,0.0714,"[0.9312570691108704, 0.06874292343854904]"
1558,0,49.13%,84.09%,0.0667,"[0.9353156089782715, 0.06468437612056732]"
1559,0,49.10%,84.10%,0.0671,"[0.9350510835647583, 0.06494887918233871]"
1560,1,49.14%,84.11%,0.1668,"[0.14317135512828827, 0.8568286895751953]"
1561,1,49.17%,84.12%,0.1419,"[0.12700387835502625, 0.8729960918426514]"
1562,0,49.14%,84.13%,0.0691,"[0.9327607154846191, 0.06723935902118683]"
1563,0,49.10%,84.14%,0.0666,"[0.9355792999267578, 0.0644206777215004]"
1564,0,49.07%,84.15%,0.0662,"[0.9359145760536194, 0.06408539414405823]"
1565,0,49.04%,84.16%,0.0666,"[0.9355619549751282, 0.06443801522254944]"
1566,1,49.07%,84.17%,0.1244,"[0.1173328086733818, 0.8826672434806824]"
1567,0,49.04%,84.18%,0.0658,"[0.9363470673561096, 0.0636528804898262]"
1568,0,49.01%,84.19%,0.0666,"[0.9355031251907349, 0.06449685245752335]"
1569,0,48.98%,84.20%,0.0656,"[0.9364925026893616, 0.06350746750831604]"
1570,0,48.95%,84.15%,2.0148,"[0.12555405497550964, 0.874445915222168]"
1571,0,48.92%,84.10%,0.3935,"[0.36141470074653625, 0.6385853886604309]"
1572,0,48.89%,84.11%,0.066,"[0.9361715316772461, 0.06382843852043152]"
1573,0,48.86%,84.05%,0.7822,"[0.32429519295692444, 0.675704836845398]"
1574,0,48.83%,84.06%,0.0655,"[0.9366245269775391, 0.06337542831897736]"
1575,0,48.79%,84.07%,0.0652,"[0.9368199110031128, 0.06318006664514542]"
1576,1,48.83%,84.08%,0.1341,"[0.12546055018901825, 0.8745394945144653]"
1577,0,48.80%,84.09%,0.0659,"[0.936037003993988, 0.06396304070949554]"
1578,1,48.83%,84.10%,0.2995,"[0.2072114646434784, 0.7927885055541992]"
1579,0,48.80%,84.11%,0.0653,"[0.9368223547935486, 0.0631776675581932]"
1580,1,48.83%,84.12%,0.1735,"[0.15412874519824982, 0.8458712100982666]"
1581,0,48.80%,84.13%,0.0646,"[0.9374510049819946, 0.06254895776510239]"
1582,0,48.77%,84.14%,0.0648,"[0.9372051954269409, 0.06279482692480087]"
1583,0,48.74%,84.15%,0.0647,"[0.9373021721839905, 0.06269785761833191]"
1584,0,48.71%,84.16%,0.0656,"[0.9366223216056824, 0.06337760388851166]"
1585,0,48.68%,84.17%,0.6005,"[0.5137180685997009, 0.4862819314002991]"
1586,0,48.65%,84.18%,0.0648,"[0.9373524785041809, 0.06264754384756088]"
1587,0,48.61%,84.19%,0.3342,"[0.8570533990859985, 0.14294666051864624]"
1588,1,48.65%,84.20%,0.2182,"[0.19721277058124542, 0.8027872443199158]"
1589,1,48.68%,84.21%,0.1365,"[0.14681538939476013, 0.8531845808029175]"
1590,1,48.71%,84.22%,0.1703,"[0.15572480857372284, 0.8442751169204712]"
1591,0,48.68%,84.23%,0.0641,"[0.9378817677497864, 0.06211818754673004]"
1592,0,48.65%,84.24%,0.0636,"[0.9383985996246338, 0.061601366847753525]"
1593,0,48.62%,84.25%,0.0634,"[0.9385899305343628, 0.06141010671854019]"
1594,1,48.65%,84.26%,0.1284,"[0.11979369819164276, 0.880206286907196]"
1595,0,48.62%,84.27%,0.0895,"[0.8171259760856628, 0.18287399411201477]"
1596,0,48.59%,84.22%,1.055,"[0.36598142981529236, 0.6340185403823853]"
1597,0,48.56%,84.23%,0.0634,"[0.9386320114135742, 0.061367928981781006]"
1598,1,48.59%,84.24%,0.3381,"[0.3030637204647064, 0.6969362497329712]"
1599,0,48.56%,84.25%,0.0625,"[0.9394528865814209, 0.06054706871509552]"
1600,0,48.53%,84.26%,0.1197,"[0.9083783626556396, 0.09162160009145737]"
1601,1,48.56%,84.27%,0.2707,"[0.3068711757659912, 0.6931288838386536]"
1602,1,48.60%,84.28%,0.161,"[0.14436520636081696, 0.8556348085403442]"
1603,0,48.57%,84.29%,0.0622,"[0.9397190809249878, 0.060280945152044296]"
1604,1,48.60%,84.24%,0.9002,"[0.5486483573913574, 0.4513516426086426]"
1605,1,48.63%,84.25%,0.5339,"[0.4745498597621918, 0.5254501104354858]"
1606,1,48.66%,84.26%,0.4114,"[0.30874767899513245, 0.6912522912025452]"
1607,0,48.63%,84.27%,0.062,"[0.9399093389511108, 0.06009063497185707]"
1608,0,48.60%,84.28%,0.0616,"[0.9401986002922058, 0.05980144068598747]"
1609,1,48.63%,84.29%,0.1347,"[0.12810969352722168, 0.8718902468681335]"
1610,1,48.67%,84.30%,0.1307,"[0.11777673661708832, 0.8822231888771057]"
1611,1,48.70%,84.31%,0.1248,"[0.11813434958457947, 0.8818656802177429]"
1612,0,48.67%,84.31%,0.0618,"[0.9400547742843628, 0.0599452368915081]"
1613,0,48.64%,84.32%,0.4559,"[0.5044366717338562, 0.4955632984638214]"
1614,1,48.67%,84.33%,0.1188,"[0.11219273507595062, 0.887807309627533]"
1615,0,48.64%,84.34%,0.0623,"[0.9399193525314331, 0.060080643743276596]"
1616,0,48.61%,84.35%,0.0613,"[0.940585732460022, 0.05941424518823624]"
1617,1,48.64%,84.36%,0.1173,"[0.1096978560090065, 0.8903021216392517]"
1618,0,48.61%,84.37%,0.063,"[0.9397682547569275, 0.06023181229829788]"
1619,0,48.58%,84.38%,0.0608,"[0.9410211443901062, 0.058978885412216187]"
1620,0,48.55%,84.39%,0.061,"[0.9409021139144897, 0.05909784883260727]"
1621,1,48.58%,84.40%,0.1681,"[0.14323079586029053, 0.8567691445350647]"
1622,1,48.61%,84.41%,0.1601,"[0.13425514101982117, 0.8657448887825012]"
1623,1,48.65%,84.42%,0.1253,"[0.11807043850421906, 0.8819295763969421]"
1624,1,48.68%,84.43%,0.1276,"[0.1192791685461998, 0.880720853805542]"
1625,0,48.65%,84.44%,0.0603,"[0.9414315819740295, 0.058568425476551056]"
1626,1,48.68%,84.45%,0.1208,"[0.11413362622261047, 0.8858664035797119]"
1627,0,48.65%,84.46%,0.1217,"[0.8680258393287659, 0.13197417557239532]"
1628,0,48.62%,84.47%,0.0604,"[0.9413967728614807, 0.0586031898856163]"
1629,1,48.65%,84.48%,0.1349,"[0.12582765519618988, 0.8741722702980042]"
1630,0,48.62%,84.49%,0.0599,"[0.9418693780899048, 0.058130573481321335]"
1631,1,48.65%,84.50%,0.1178,"[0.1115524023771286, 0.8884475231170654]"
1632,1,48.68%,84.51%,0.114,"[0.10708899050951004, 0.8929110169410706]"
1633,0,48.65%,84.46%,2.0378,"[0.12989836931228638, 0.8701016306877136]"
1634,1,48.69%,84.46%,0.1285,"[0.13256774842739105, 0.8674322962760925]"
1635,1,48.72%,84.47%,0.1203,"[0.1138315424323082, 0.8861684799194336]"
1636,0,48.69%,84.42%,1.374,"[0.23560592532157898, 0.7643940448760986]"
1637,1,48.72%,84.43%,0.2656,"[0.2003992199897766, 0.7996007800102234]"
1638,1,48.75%,84.44%,0.215,"[0.24561583995819092, 0.7543841004371643]"
1639,1,48.78%,84.45%,0.1207,"[0.10940170288085938, 0.8905983567237854]"
1640,0,48.75%,84.46%,0.0597,"[0.9421090483665466, 0.05789092928171158]"
1641,0,48.72%,84.47%,0.0741,"[0.9295396208763123, 0.07046039402484894]"
1642,0,48.69%,84.48%,0.0591,"[0.9425684809684753, 0.05743144825100899]"
1643,0,48.66%,84.49%,0.0653,"[0.9387046098709106, 0.06129543483257294]"
1644,1,48.69%,84.50%,0.1801,"[0.14549805223941803, 0.8545019626617432]"
1645,0,48.66%,84.51%,0.0595,"[0.9422239065170288, 0.05777614563703537]"
1646,0,48.63%,84.52%,0.0591,"[0.9425114393234253, 0.05748860538005829]"
1647,0,48.60%,84.53%,0.0589,"[0.9427394866943359, 0.05726058408617973]"
1648,0,48.57%,84.54%,0.0585,"[0.9431301355361938, 0.05686981976032257]"
1649,1,48.61%,84.55%,0.1569,"[0.12694381177425385, 0.8730562329292297]"
1650,1,48.64%,84.55%,0.1168,"[0.1115306168794632, 0.888469398021698]"
1651,0,48.61%,84.56%,0.0584,"[0.9432841539382935, 0.05671583488583565]"
1652,1,48.64%,84.57%,0.1389,"[0.12165392190217972, 0.8783460855484009]"
1653,0,48.61%,84.58%,0.0581,"[0.943488359451294, 0.056511640548706055]"
1654,1,48.64%,84.59%,0.1493,"[0.13942281901836395, 0.8605772256851196]"
1655,0,48.61%,84.60%,0.0579,"[0.9437406063079834, 0.05625937879085541]"
1656,1,48.64%,84.61%,0.124,"[0.1146436482667923, 0.8853563666343689]"
1657,1,48.67%,84.62%,0.1188,"[0.11363901942968369, 0.8863610029220581]"
1658,1,48.70%,84.63%,0.1112,"[0.10489192605018616, 0.8951080441474915]"
1659,0,48.67%,84.64%,0.059,"[0.9427248239517212, 0.05727512016892433]"
1660,1,48.71%,84.65%,0.1254,"[0.12003864347934723, 0.8799613118171692]"
1661,0,48.68%,84.66%,0.0577,"[0.9438862800598145, 0.05611378327012062]"
1662,1,48.71%,84.67%,0.1575,"[0.14677207171916962, 0.853227972984314]"
1663,0,48.68%,84.68%,0.0582,"[0.9435369968414307, 0.05646299943327904]"
1664,1,48.71%,84.68%,0.1182,"[0.11106054484844208, 0.8889394998550415]"
1665,0,48.68%,84.69%,0.057,"[0.944674551486969, 0.055325426161289215]"
1666,1,48.71%,84.70%,0.1374,"[0.12421902269124985, 0.8757809996604919]"
1667,0,48.68%,84.65%,1.6236,"[0.2067851722240448, 0.7932147979736328]"
1668,0,48.65%,84.66%,0.0566,"[0.9449359178543091, 0.05506405979394913]"
1669,1,48.68%,84.67%,0.1661,"[0.14526396989822388, 0.8547359704971313]"
1670,0,48.65%,84.62%,1.225,"[0.26882708072662354, 0.7311729192733765]"
1671,1,48.68%,84.63%,0.1412,"[0.1340700089931488, 0.8659300208091736]"
1672,1,48.71%,84.64%,0.1132,"[0.1059538945555687, 0.8940461277961731]"
1673,1,48.75%,84.65%,0.1204,"[0.11094492673873901, 0.889055073261261]"
1674,0,48.72%,84.66%,0.0575,"[0.9440382719039917, 0.0559617355465889]"
1675,1,48.75%,84.67%,0.1251,"[0.1168355643749237, 0.8831644058227539]"
1676,0,48.72%,84.68%,0.0562,"[0.9453672766685486, 0.054632723331451416]"
1677,0,48.69%,84.68%,0.0573,"[0.9447520971298218, 0.05524792522192001]"
1678,1,48.72%,84.69%,0.1231,"[0.12360278517007828, 0.8763972520828247]"
1679,1,48.75%,84.70%,0.1091,"[0.10264092683792114, 0.8973590731620789]"
1680,1,48.78%,84.71%,0.125,"[0.11867601424455643, 0.8813239336013794]"
1681,0,48.75%,84.72%,0.0558,"[0.9456818103790283, 0.05431818589568138]"
1682,0,48.72%,84.73%,0.0583,"[0.9441400766372681, 0.055859923362731934]"
1683,1,48.75%,84.74%,0.1158,"[0.10925083607435226, 0.8907491564750671]"
1684,0,48.72%,84.69%,2.1017,"[0.13166198134422302, 0.8683379888534546]"
1685,0,48.70%,84.70%,0.0564,"[0.9449496269226074, 0.055050380527973175]"
1686,0,48.67%,84.65%,1.5596,"[0.28177887201309204, 0.718221127986908]"
1687,1,48.70%,84.66%,0.1489,"[0.13071711361408234, 0.8692829012870789]"
1688,0,48.67%,84.67%,0.0554,"[0.946121871471405, 0.05387809872627258]"
1689,0,48.64%,84.62%,1.7189,"[0.1424809843301773, 0.8575190305709839]"
1690,1,48.67%,84.62%,0.1144,"[0.10834082216024399, 0.891659140586853]"
1691,0,48.64%,84.63%,0.0556,"[0.9459306001663208, 0.05406946316361427]"
1692,0,48.61%,84.64%,0.0564,"[0.9452128410339355, 0.054787199944257736]"
1693,0,48.58%,84.65%,0.0556,"[0.9459248185157776, 0.054075151681900024]"
1694,1,48.61%,84.66%,0.1121,"[0.11016274243593216, 0.8898372650146484]"
1695,1,48.64%,84.67%,0.2265,"[0.12682627141475677, 0.873173713684082]"
1696,0,48.62%,84.62%,1.8448,"[0.17000015079975128, 0.8299998044967651]"
1697,0,48.59%,84.63%,0.4066,"[0.8246665596961975, 0.1753334105014801]"
1698,0,48.56%,84.64%,0.0559,"[0.9457147717475891, 0.05428526550531387]"
1699,1,48.59%,84.65%,0.1304,"[0.11071208864450455, 0.8892878890037537]"
1700,0,48.56%,84.66%,0.0555,"[0.9460605382919312, 0.05393946170806885]"
1701,1,48.59%,84.67%,0.2858,"[0.2531276345252991, 0.7468724250793457]"
1702,1,48.62%,84.67%,0.1842,"[0.17240658402442932, 0.8275934457778931]"
1703,1,48.65%,84.68%,0.2899,"[0.1846936047077179, 0.8153064250946045]"
1704,1,48.68%,84.69%,0.1142,"[0.11889714002609253, 0.8811029195785522]"
1705,1,48.71%,84.70%,0.1719,"[0.21421897411346436, 0.7857809662818909]"
1706,1,48.74%,84.71%,0.5546,"[0.4439428746700287, 0.5560570955276489]"
1707,1,48.77%,84.72%,0.1129,"[0.11368430405855179, 0.8863157629966736]"
1708,1,48.80%,84.73%,0.1188,"[0.11147801578044891, 0.8885219693183899]"
1709,0,48.77%,84.74%,0.8566,"[0.5471906065940857, 0.4528093636035919]"
1710,0,48.74%,84.75%,0.0554,"[0.9461075663566589, 0.053892429918050766]"
1711,1,48.77%,84.75%,0.1599,"[0.17678114771842957, 0.823218822479248]"
1712,0,48.74%,84.71%,1.5129,"[0.2591238021850586, 0.7408761978149414]"
1713,0,48.72%,84.66%,1.5472,"[0.26417550444602966, 0.735824465751648]"
1714,1,48.75%,84.66%,0.1271,"[0.13531287014484406, 0.8646870851516724]"
1715,1,48.78%,84.67%,0.1324,"[0.12317543476819992, 0.8768245577812195]"
1716,0,48.75%,84.68%,0.0554,"[0.946062445640564, 0.05393756181001663]"
1717,0,48.72%,84.69%,0.0551,"[0.9464401006698608, 0.05355987697839737]"
1718,1,48.75%,84.64%,0.5992,"[0.7836374640464783, 0.21636249125003815]"
1719,0,48.72%,84.65%,0.0549,"[0.9465895891189575, 0.05341044440865517]"
1720,0,48.69%,84.66%,0.3946,"[0.6937279105186462, 0.306272029876709]"
1721,1,48.72%,84.67%,0.1506,"[0.13445736467838287, 0.8655426502227783]"
1722,1,48.75%,84.68%,0.1094,"[0.10363109409809113, 0.8963688611984253]"
1723,0,48.72%,84.69%,0.0547,"[0.9467864036560059, 0.05321358144283295]"
1724,0,48.70%,84.70%,0.0546,"[0.9468666315078735, 0.05313332378864288]"
1725,1,48.73%,84.70%,0.5119,"[0.4247992932796478, 0.5752007365226746]"
1726,0,48.70%,84.66%,1.3091,"[0.28408119082450867, 0.715918779373169]"
1727,1,48.73%,84.66%,0.1751,"[0.16478969156742096, 0.8352102637290955]"
1728,0,48.70%,84.62%,1.5522,"[0.22213657200336456, 0.7778633832931519]"
1729,1,48.73%,84.62%,0.5458,"[0.37457719445228577, 0.6254227757453918]"
1730,1,48.76%,84.63%,0.1338,"[0.12054373323917389, 0.8794562220573425]"
1731,0,48.73%,84.64%,0.0579,"[0.9416003227233887, 0.05839967727661133]"
1732,1,48.76%,84.65%,0.1893,"[0.16051225364208221, 0.8394877314567566]"
1733,1,48.79%,84.66%,0.1166,"[0.10992342233657837, 0.8900766372680664]"
1734,1,48.82%,84.61%,0.7271,"[0.5901955962181091, 0.40980446338653564]"
1735,0,48.79%,84.62%,0.0547,"[0.9467764496803284, 0.05322352796792984]"
1736,0,48.76%,84.63%,0.0543,"[0.9471288919448853, 0.052871085703372955]"
1737,0,48.73%,84.64%,0.0545,"[0.9469255805015564, 0.053074464201927185]"
1738,1,48.76%,84.65%,0.3153,"[0.3393905460834503, 0.6606094837188721]"
1739,0,48.74%,84.66%,0.1085,"[0.8985252380371094, 0.10147473961114883]"
1740,1,48.77%,84.66%,0.1163,"[0.10954903811216354, 0.8904509544372559]"
1741,1,48.79%,84.67%,0.2946,"[0.25889623165130615, 0.7411037087440491]"
1742,1,48.82%,84.68%,0.7387,"[0.30673009157180786, 0.6932699680328369]"
1743,0,48.80%,84.69%,0.4822,"[0.9139065146446228, 0.086093470454216]"
1744,1,48.83%,84.70%,0.1536,"[0.13006968796253204, 0.8699303865432739]"
1745,1,48.85%,84.71%,0.1077,"[0.10232540220022202, 0.8976746201515198]"
1746,0,48.83%,84.72%,0.0538,"[0.947626531124115, 0.05237350985407829]"
1747,0,48.80%,84.73%,0.0538,"[0.9476104974746704, 0.05238954722881317]"
1748,0,48.77%,84.73%,0.0549,"[0.9465949535369873, 0.05340507999062538]"
1749,0,48.74%,84.69%,1.3652,"[0.2586502730846405, 0.7413497567176819]"
1750,1,48.77%,84.69%,0.1421,"[0.13386645913124084, 0.8661335110664368]"
1751,1,48.80%,84.70%,0.1129,"[0.10776049643754959, 0.8922394514083862]"
1752,1,48.83%,84.71%,0.2096,"[0.12499777227640152, 0.8750022649765015]"
1753,0,48.80%,84.66%,1.7289,"[0.15723156929016113, 0.8427683711051941]"
1754,1,48.83%,84.67%,0.1851,"[0.1573944389820099, 0.8426055908203125]"
1755,0,48.80%,84.68%,0.0545,"[0.9469518661499023, 0.05304815620183945]"
1756,0,48.78%,84.69%,0.0538,"[0.9476304650306702, 0.05236951634287834]"
1757,0,48.75%,84.70%,0.0539,"[0.9475617408752441, 0.05243818089365959]"
1758,1,48.78%,84.71%,0.1152,"[0.10890284180641174, 0.8910971879959106]"
1759,1,48.81%,84.72%,0.1417,"[0.12218780070543289, 0.8778122067451477]"
1760,0,48.78%,84.72%,0.0559,"[0.9460425972938538, 0.053957369178533554]"
1761,1,48.81%,84.73%,0.2139,"[0.17580588161945343, 0.824194073677063]"
1762,0,48.78%,84.74%,0.0534,"[0.9479654431343079, 0.052034568041563034]"
1763,0,48.75%,84.75%,0.0533,"[0.9480913281440735, 0.05190860107541084]"
1764,0,48.73%,84.76%,0.0537,"[0.9476827383041382, 0.0523173063993454]"
1765,0,48.70%,84.71%,2.0527,"[0.1299189180135727, 0.8700810670852661]"
1766,1,48.73%,84.72%,0.111,"[0.10400865972042084, 0.8959913849830627]"
1767,1,48.76%,84.73%,0.1447,"[0.13576969504356384, 0.8642302751541138]"
1768,1,48.78%,84.74%,0.1489,"[0.13570661842823029, 0.8642933964729309]"
1769,0,48.76%,84.75%,0.0536,"[0.947890043258667, 0.052109893411397934]"
1770,1,48.79%,84.75%,0.1338,"[0.12311745434999466, 0.8768824934959412]"
1771,1,48.81%,84.76%,0.1342,"[0.13397391140460968, 0.8660261631011963]"
1772,0,48.79%,84.72%,1.727,"[0.13571065664291382, 0.8642893433570862]"
1773,1,48.82%,84.72%,0.2578,"[0.22314858436584473, 0.7768514156341553]"
1774,1,48.85%,84.73%,0.2155,"[0.178104966878891, 0.8218950629234314]"
1775,1,48.87%,84.74%,0.1557,"[0.159486323595047, 0.8405136466026306]"
1776,0,48.85%,84.75%,0.0533,"[0.9479764103889465, 0.052023570984601974]"
1777,0,48.82%,84.76%,0.0533,"[0.9482367038726807, 0.051763273775577545]"
1778,0,48.79%,84.77%,0.0561,"[0.9458866715431213, 0.05411333963274956]"
1779,0,48.76%,84.72%,2.1472,"[0.12502816319465637, 0.874971866607666]"
1780,0,48.74%,84.73%,0.0599,"[0.9420258402824402, 0.05797421187162399]"
1781,0,48.71%,84.68%,2.0296,"[0.11866921186447144, 0.8813307881355286]"
1782,1,48.74%,84.69%,0.1319,"[0.1189606785774231, 0.8810393214225769]"
1783,1,48.77%,84.70%,0.147,"[0.16473254561424255, 0.8352674841880798]"
1784,0,48.74%,84.71%,0.0539,"[0.9475389719009399, 0.052461061626672745]"
1785,0,48.71%,84.66%,1.9469,"[0.14463137090206146, 0.8553686738014221]"
1786,1,48.74%,84.67%,0.1498,"[0.15231475234031677, 0.8476852774620056]"
1787,1,48.77%,84.68%,0.1576,"[0.16066887974739075, 0.8393311500549316]"
1788,0,48.74%,84.68%,0.0534,"[0.9480223655700684, 0.05197769030928612]"
1789,1,48.77%,84.69%,0.1731,"[0.13069356977939606, 0.8693064451217651]"
1790,0,48.74%,84.70%,0.0535,"[0.9479948282241821, 0.052005186676979065]"
1791,0,48.72%,84.71%,0.0547,"[0.9468464851379395, 0.05315350368618965]"
1792,0,48.69%,84.72%,0.0544,"[0.9468501210212708, 0.05314985662698746]"
1793,0,48.66%,84.73%,0.0559,"[0.9459211826324463, 0.05407881364226341]"
1794,0,48.64%,84.74%,0.0538,"[0.9475758075714111, 0.05242426320910454]"
1795,0,48.61%,84.74%,0.0544,"[0.9470025300979614, 0.052997443825006485]"
1796,1,48.64%,84.75%,0.2501,"[0.19931736588478088, 0.8006826639175415]"
1797,1,48.67%,84.76%,0.1729,"[0.183912456035614, 0.816087543964386]"
1798,0,48.64%,84.77%,0.0782,"[0.9191717505455017, 0.08082817494869232]"
